axis,freq,target,model,fold_id,fold_start,fold_end,wape_false,wape_true,delta_true_minus_false,improves_with_weather
workload,weekly,conteo_movimientos,model_p50,1,2024-11-18,2025-12-29,0.1998665117610802,0.207720123901605,0.007853612140524796,False
workload,weekly,conteo_movimientos,model_p80,1,2024-11-18,2025-12-29,0.3480114238505648,0.3488022887461944,0.0007908648956295727,False
workload,weekly,unidades_movidas,model_p50,1,2024-11-18,2025-12-29,0.293745701256018,0.3089251287069547,0.0151794274509367,False
workload,weekly,unidades_movidas,model_p80,1,2024-11-18,2025-12-29,0.4337401343080838,0.4758463747556888,0.042106240447605026,False
workload,weekly,skus_distintos,model_p50,1,2024-11-18,2025-12-29,0.3737200361561486,0.3747250506042779,0.0010050144481292822,False
workload,weekly,skus_distintos,model_p80,1,2024-11-18,2025-12-29,0.3151156120406413,0.3179229025609336,0.0028072905202922716,False
workload,weekly,workload_atribuible_movs,model_p50,1,2024-11-18,2025-12-29,0.3414587236373052,0.3506894651404445,0.00923074150313935,False
workload,weekly,workload_atribuible_movs,model_p80,1,2024-11-18,2025-12-29,0.6982194768921437,0.676309827226759,-0.021909649665384667,True
workload,weekly,workload_no_atribuible_movs,model_p50,1,2024-11-18,2025-12-29,0.2050007103710461,0.2368236787246113,0.031822968353565184,False
workload,weekly,workload_no_atribuible_movs,model_p80,1,2024-11-18,2025-12-29,0.3305180640475366,0.3206337585900102,-0.009884305457526388,True
workload,weekly,picking_movs,model_p50,1,2024-11-18,2025-12-29,0.196925288336478,0.1967460800510357,-0.00017920828544229495,True
workload,weekly,picking_movs,model_p80,1,2024-11-18,2025-12-29,0.3831935182003539,0.3920682808363472,0.008874762635993294,False
workload,weekly,picking_movs_atribuibles,model_p50,1,2024-11-18,2025-12-29,0.1089309788402485,0.1127278704520867,0.003796891611838202,False
workload,weekly,picking_movs_atribuibles,model_p80,1,2024-11-18,2025-12-29,0.2490798749816233,0.2480395439353172,-0.0010403310463060755,True
workload,weekly,picking_movs_atribuibles_entrega,model_p50,1,2024-11-18,2025-12-29,0.1089309788402485,0.1127278704520867,0.003796891611838202,False
workload,weekly,picking_movs_atribuibles_entrega,model_p80,1,2024-11-18,2025-12-29,0.2490798749816233,0.2480395439353172,-0.0010403310463060755,True
workload,weekly,picking_movs_no_atribuibles,model_p50,1,2024-11-18,2025-12-29,1.731647775204286,1.8415575713154169,0.10990979611113083,False
workload,weekly,picking_movs_no_atribuibles,model_p80,1,2024-11-18,2025-12-29,2.3150372812309925,2.4442830591700804,0.12924577793908787,False
workload,weekly,conteo_movimientos,model_p50,2,2024-12-16,2026-01-26,0.3885225328773301,0.3762235573625294,-0.012298975514800692,True
workload,weekly,conteo_movimientos,model_p80,2,2024-12-16,2026-01-26,0.6747825030929471,0.6439691614982251,-0.030813341594721932,True
workload,weekly,unidades_movidas,model_p50,2,2024-12-16,2026-01-26,0.5692523400145345,0.6160354040226099,0.046783064008075415,False
workload,weekly,unidades_movidas,model_p80,2,2024-12-16,2026-01-26,0.8092168195691469,0.8774124830559551,0.06819566348680817,False
workload,weekly,skus_distintos,model_p50,2,2024-12-16,2026-01-26,0.4641195740903506,0.4822172085498216,0.01809763445947099,False
