sku,denominacion,latest_period_type,latest_period,latest_abc_class,latest_pick_lines,latest_pick_qty,latest_n_orders,latest_rank,change_vs_prev_period,recommendation_tag
019080,TINTO DE VERANO CON LIMON CACHIS MARIANO,ytd,2026-YTD,A,223,8052.0,219,1,SIN_REFERENCIA,KEEP_FRONT
018428,"AGUA 50CL PLÁSTICO SOLAN 2025 CALCIO, MA",ytd,2026-YTD,A,124,27531.7,83,2,SIN_REFERENCIA,KEEP_FRONT
011110,CERVEZA 33CL MAHOU 5 ESTRELLAS  NUEVA IM,ytd,2026-YTD,A,121,19910.16,97,3,A->A,KEEP_FRONT
012012,CERVEZA 33CL ALHAMBRA RESERVA 1925 (5420,ytd,2026-YTD,A,54,13297.08,32,4,A->A,KEEP_FRONT
014012,"CERVEZA 33CL MAHOU TOSTADA 0,0 (2751)",ytd,2026-YTD,A,53,4704.0,48,5,A->A,KEEP_FRONT
011127,CERVEZA 33CL MAHOU RESERVA,ytd,2026-YTD,A,37,5184.0,26,6,A->A,KEEP_FRONT
124264,ESTUCHE MAHOU ¡VUELVEN LAS CAN MAHOU TAL,ytd,2026-YTD,A,36,36.0,36,7,B->A,REVIEW_UPGRADE
016010,BARRIL 30L MAHOU 5 ESTRELLAS (1593),ytd,2026-YTD,A,35,203.0,16,8,A->A,KEEP_FRONT
018076,AGUA 50CL PLASTICO T.SOSTENIBLE RECICLAD,ytd,2026-YTD,A,33,10064.32,20,9,A->A,KEEP_FRONT
014042,CERVEZA 33CL MAHOU SIN GLUTEN (1813) 202,ytd,2026-YTD,A,33,2448.0,29,10,SIN_REFERENCIA,KEEP_FRONT
011130,CERVEZA MAHOU RESERVA 4X6 33CL BOTELLA C,ytd,2026-YTD,A,31,3673.056,25,11,SIN_REFERENCIA,KEEP_FRONT
133236,LLAVERO MARRON BALON RUGBY (50 UNIDADES,ytd,2026-YTD,A,29,3050.0,29,12,SIN_REFERENCIA,KEEP_FRONT
018072,AGUA C/GAS DE CRISTAL 33CL SOLANX24UD,ytd,2026-YTD,A,28,1824.0,27,13,A->A,KEEP_FRONT
124290,KIT FOUNDERS  RUGBY POLO NEGRO (COMPUEST,ytd,2026-YTD,A,28,40.0,28,14,SIN_REFERENCIA,KEEP_FRONT
092179,BARRA CHAPA ROJA CON LED LOGO EN PASTILL,ytd,2026-YTD,A,27,36.0,3,15,SIN_REFERENCIA,KEEP_FRONT
124289,KITS FOUNDERS BREWING 2026 DISFRUTA DEL,ytd,2026-YTD,A,25,37.0,25,16,SIN_REFERENCIA,KEEP_FRONT
012085,CERVEZA ALHAMBRA MINI 22.5CL PACK 6UND X,ytd,2026-YTD,A,24,7272.0,15,17,SIN_REFERENCIA,KEEP_FRONT
012053,"CERVEZA 22,5CL MINI ALHAMBRA RESERVPACK6",ytd,2026-YTD,A,24,5232.0,21,18,A->A,KEEP_FRONT
061016,COPA 33CL LOGO DORADO 1890  MAHOU EVENTO,ytd,2026-YTD,A,21,5348.0,16,19,A->A,KEEP_FRONT
092190,BARRA CHAPA NEGRA BRILLO FRONTAL MADERA,ytd,2026-YTD,A,21,42.0,3,20,SIN_REFERENCIA,KEEP_FRONT
014014,CERVEZA 33CL MAHOU SIN GLUTEN (1813),ytd,2026-YTD,A,15,792.0,14,21,A->A,KEEP_FRONT
014926,CERVEZA 25CL ALHAMBRA ESPECIAL SIN PACK,ytd,2026-YTD,A,13,1284.0,12,22,B->A,REVIEW_UPGRADE
167001,BOTELLERO MARRÓN DESDE 1890  MAHOU,ytd,2026-YTD,A,13,23.0,8,23,A->A,KEEP_FRONT
031124,SILLA TARNO ROJA PLEGABLE MAHOU,ytd,2026-YTD,A,12,540.0,3,24,A->A,KEEP_FRONT
091271,BARRA AZULEJO VERDE CON RUEDAS,ytd,2026-YTD,A,12,12.0,4,25,SIN_REFERENCIA,KEEP_FRONT
018018,AGUA 50CL CRISTAL CAJA  20UNDS SOLAN,ytd,2026-YTD,A,11,901.0,9,26,A->A,KEEP_FRONT
031006,SILLA DIRECTOR TELA ROJA MAHOU,ytd,2026-YTD,A,11,420.0,3,27,A->A,KEEP_FRONT
065089,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,ytd,2026-YTD,A,10,1170.0,9,28,SIN_REFERENCIA,KEEP_FRONT
167004,"BOTELLERO 1,00 X 0,55 X 0,84 m MAHOU",ytd,2026-YTD,A,10,17.0,6,29,A->A,KEEP_FRONT
061054,COPA MAHOU 1890 33CL 2026 RELIEVE NUEVA(,ytd,2026-YTD,A,9,3156.0,5,30,SIN_REFERENCIA,KEEP_FRONT
012063,CERVEZA 33CL  ALHAMBRA ESPECIAL PINCODE,ytd,2026-YTD,A,9,984.0,8,31,A->A,KEEP_FRONT
018023,AGUA BOTELLA CRISTAL 1L CAJA PLÁ  SOLAN,ytd,2026-YTD,A,9,409.0,6,32,A->A,KEEP_FRONT
016011,BARRIL 30L MAHOU 5 ESTRELLAS VACIO,ytd,2026-YTD,A,9,120.0,2,33,A->A,KEEP_FRONT
014009,CERVEZA 33CL MAHOU SIN GLUTEN PACK CESTA,ytd,2026-YTD,A,8,889.296,8,34,B->B,MONITOR
023080,MESA TARNO ROJA RECTANGULAR MAHOU,ytd,2026-YTD,A,8,135.0,3,35,A->A,KEEP_FRONT
016024,"BARRIL 20L MAHOU 0,0 TOSTADA",ytd,2026-YTD,A,8,37.0,7,36,A->A,KEEP_FRONT
093034,TRASERA METAL REJILLAS  (COMPLICES),ytd,2026-YTD,A,8,13.0,1,37,A->A,KEEP_FRONT
011115,CERVEZA 33CL MAHOU 5 ESTRELLAS NUEVA IMA,ytd,2026-YTD,A,7,792.0,7,38,A->A,KEEP_FRONT
018002,AGUA CRISTAL 75CL SOLAN C/GAS CJ CARTÓN,ytd,2026-YTD,A,7,264.0,7,39,A->A,KEEP_FRONT
011026,CERVEZA 33CLMAHOU IPA (3526),ytd,2026-YTD,A,6,588.0,5,40,A->A,KEEP_FRONT
022009,MESA MADERA DIRECTOR 2015 SIN LOGO,ytd,2026-YTD,A,6,105.0,3,41,A->A,KEEP_FRONT
071064,VASO PINTA FOUNDERS LOGO 47CL 2020,ytd,2026-YTD,A,6,84.0,5,42,C->A,REVIEW_UPGRADE
032128,TABURETE MADERA ALHAMBRA CELOSIA 2024 NU,ytd,2026-YTD,A,6,60.0,1,43,A->A,KEEP_FRONT
016014,BARRIL 20L VACIO,ytd,2026-YTD,A,6,33.0,2,44,A->A,KEEP_FRONT
051233,CAJA DE LUZ LOGO/CELOSIA ALHAMBRA JARD S,ytd,2026-YTD,A,6,17.0,6,45,A->A,KEEP_FRONT
069002,BARCA LAVADO TRANSPORTE COPA SUCIA,ytd,2026-YTD,A,6,16.0,3,46,A->A,KEEP_FRONT
167006,BOTELLERO BLANCO CERVEZAS  ALHAMBRA,ytd,2026-YTD,A,6,12.0,6,47,A->A,KEEP_FRONT
167018,BOTELLERO GRIS CERVEZAS ALHAMBRA,ytd,2026-YTD,A,6,6.0,6,48,B->A,REVIEW_UPGRADE
012068,CERVEZA SAN MIGUEL 33CL MAGNA RUBIA,ytd,2026-YTD,A,5,912.0,5,49,A->A,KEEP_FRONT
126100,POSAVASO MARRON GAMA 1890 MAHOU,ytd,2026-YTD,A,5,505.0,5,50,A->A,KEEP_FRONT
011104,CERVEZA 33CL MAHOU SIN FILTRAR (5282),ytd,2026-YTD,A,5,336.0,4,51,A->A,KEEP_FRONT
075033,VASO CARTON RECICLABLE 25CL MAHOU,ytd,2026-YTD,A,5,209.0,5,52,SIN_REFERENCIA,KEEP_FRONT
022203,MESA ALTA MADERA ALHAMBRA 2024 50X50 EVE,ytd,2026-YTD,A,5,19.0,2,53,A->A,KEEP_FRONT
087002,CUBO DESAGÜE,ytd,2026-YTD,A,5,15.0,5,54,A->A,KEEP_FRONT
167003,BOTELLERO AZUL SOLAN,ytd,2026-YTD,A,5,13.0,2,55,A->A,KEEP_FRONT
087004,CUBO BASURA  NEGRO 100L,ytd,2026-YTD,A,5,12.0,5,56,A->A,KEEP_FRONT
051379,LUMINOSO MOMENTOS ALHAMBRA BLANCO Y NEGR,ytd,2026-YTD,A,5,8.0,5,57,SIN_REFERENCIA,KEEP_FRONT
051380,TOTEM LUMINOSO CELOSIA ALHAMBRA CERVEZA,ytd,2026-YTD,A,5,5.0,5,58,SIN_REFERENCIA,KEEP_FRONT
011114,CERVEZA 33CL MAHOU SIN FILTRAR (5271) PA,ytd,2026-YTD,A,4,1440.0,2,59,A->A,KEEP_FRONT
012083,CERVEZA 33CL ALHAMBRA RESERVA 1925 PACK,ytd,2026-YTD,A,4,1320.0,3,60,SIN_REFERENCIA,KEEP_FRONT
012036,CERVEZA 33CL PACK4UD ESPECIAL SAN MIGUEL,ytd,2026-YTD,A,4,584.0,3,61,SIN_REFERENCIA,KEEP_FRONT
018073,LATA 33CL AGUA CON GAS SOLAN PACK 24UD,ytd,2026-YTD,A,4,384.0,4,62,A->A,KEEP_FRONT
012019,CERVEZA 33CL ALHAMBRA ROJA  (24374),ytd,2026-YTD,A,4,312.0,3,63,A->A,KEEP_FRONT
018101,AGUA BOT CRISTAL 1L CAJA PLÁSTICO SOLAN,ytd,2026-YTD,A,4,240.0,4,64,A->A,KEEP_FRONT
133116,ABRIDOR METAL BOTELLA SAN MIGUEL,ytd,2026-YTD,A,4,106.0,4,65,SIN_REFERENCIA,KEEP_FRONT
084112,CUBITERA VERDE SAN MIGUEL FORMA DE COPA,ytd,2026-YTD,A,4,10.0,2,66,SIN_REFERENCIA,KEEP_FRONT
022008,MESA MADERA/METAL 60x60 cm CUADRADA,ytd,2026-YTD,A,4,10.0,1,67,A->A,KEEP_FRONT
107712,FORRO POLAR BEIGE BVMPR BRAND TALLA M,ytd,2026-YTD,A,4,8.0,4,68,SIN_REFERENCIA,KEEP_FRONT
091184,BARRA PARA BOTELLERO AZULEJOS VERDE JARD,ytd,2026-YTD,A,4,8.0,3,69,B->A,REVIEW_UPGRADE
091272,BARRA ESQUINERA CURVA AZULEJOS C/ RUEDA,ytd,2026-YTD,A,4,7.0,4,70,SIN_REFERENCIA,KEEP_FRONT
091263,BARRA MAHOU RESERVA ESPEJOS DORADA,ytd,2026-YTD,A,4,5.0,4,71,SIN_REFERENCIA,KEEP_FRONT
172214,EXPOSITOR ROJO Y GRIS MAHOU,ytd,2026-YTD,A,4,5.0,4,72,SIN_REFERENCIA,KEEP_FRONT
094104,TRASERA MAHOU RESERVA DORADA ESPEJO,ytd,2026-YTD,A,4,4.0,4,73,SIN_REFERENCIA,KEEP_FRONT
091234,BARRA ROJA MAHOU 2024 CON LED ENCIMERA M,ytd,2026-YTD,A,4,4.0,3,74,A->A,KEEP_FRONT
062039,COPA SAN MIGUEL NUEVA ERA 30CL EVENTO,ytd,2026-YTD,A,3,1656.0,2,75,B->A,REVIEW_UPGRADE
012014,CERVEZA 33CL PACK4 RESERVA 1925 ALHAMBRA,ytd,2026-YTD,A,3,1440.0,2,76,A->A,KEEP_FRONT
063014,COPA 33CL ALHAMBRA  ARRAYANES EVENTOS,ytd,2026-YTD,A,3,1308.0,3,77,A->A,KEEP_FRONT
126073,POSAVASO BRUTUS 2020,ytd,2026-YTD,A,3,1300.0,3,78,A->A,KEEP_FRONT
063001,COPA 33CL ALHAMBRA  ARRAYANES NUEVA,ytd,2026-YTD,A,3,1296.0,2,79,A->A,KEEP_FRONT
063018,COPA ALHAMBRA CENTENARIO BASE VERDE CAJA,ytd,2026-YTD,A,3,1234.0,2,80,SIN_REFERENCIA,KEEP_FRONT
012084,CERVEZA SAN MIGUEL ESPECIAL 25CL (PACK 2,ytd,2026-YTD,A,3,768.0,3,81,SIN_REFERENCIA,KEEP_FRONT
018071,LATA AGUA 33CL AZUL SOLAN,ytd,2026-YTD,A,3,456.0,2,82,A->A,KEEP_FRONT
011000,CERVEZA 33CL MAHOU MAESTRA DUNKEL,ytd,2026-YTD,A,3,360.0,2,83,A->A,KEEP_FRONT
071115,VASO CRISTAL 47CL SOLAN LOGO GRIS 2021 X,ytd,2026-YTD,A,3,294.0,3,84,A->A,KEEP_FRONT
014039,"CERVEZA 33CL MAHOU TOSTADA 0,0 SIN GLUTE",ytd,2026-YTD,A,3,216.0,3,85,A->A,KEEP_FRONT
072090,VASO PLASTICO ECO BRUTUS 40CL,ytd,2026-YTD,A,3,211.0,3,86,A->A,KEEP_FRONT
015187,LATA SAN MIGUEL ESPECIAL 33CL NUEVA IMAG,ytd,2026-YTD,A,3,192.0,3,87,SIN_REFERENCIA,KEEP_FRONT
014026,"CERVEZA 33CL CORONA 0,0 PACK 6 CAJAX24U",ytd,2026-YTD,A,3,192.0,2,88,A->A,KEEP_FRONT
202075,SOMBRILLA BEIGE MAHOU 1890 MERCADO DE MO,ytd,2026-YTD,A,3,54.0,3,89,A->A,KEEP_FRONT
204000,BASE SOMBRILLA GRIS,ytd,2026-YTD,A,3,54.0,3,90,A->A,KEEP_FRONT
018059,AGUA 75CL GAS CRISTAL CAJA PLAST SOLAN,ytd,2026-YTD,A,3,48.0,3,91,A->A,KEEP_FRONT
016000,BARRIL 30L MAHOU RADLER,ytd,2026-YTD,A,3,30.0,1,92,A->A,KEEP_FRONT
087059,PAPELERA SOSTENIBILIDAD SOLAN 2025 (NUEV,ytd,2026-YTD,A,3,14.0,2,93,SIN_REFERENCIA,KEEP_FRONT
084042,CUBITERA GRANDE NEGRA BRUTUS,ytd,2026-YTD,A,3,13.0,3,94,B->A,REVIEW_UPGRADE
051367,LUMINOSO PEQUEÑO PEANAS MAHOU NUEVO LOGO,ytd,2026-YTD,A,3,7.0,3,95,B->A,REVIEW_UPGRADE
169017,ALARGADOR,ytd,2026-YTD,A,3,5.0,3,96,B->A,REVIEW_UPGRADE
204088,LONA AZUL OSCURO POLIETILENO,ytd,2026-YTD,A,3,5.0,2,97,B->A,REVIEW_UPGRADE
107713,FORRO POLAR BEIGE BVMPR BRAND TALLA L,ytd,2026-YTD,A,3,4.0,3,98,SIN_REFERENCIA,KEEP_FRONT
092181,BARRA CHAPA ROJA BAJA C/LED MAHOU,ytd,2026-YTD,A,3,3.0,3,99,SIN_REFERENCIA,KEEP_FRONT
093109,TRASERA C/BALDA LUMINOSA +CONTRABARRA RO,ytd,2026-YTD,A,3,3.0,3,100,SIN_REFERENCIA,KEEP_FRONT
991136,TRANSPALET MANUAL ROJO UÑAS,ytd,2026-YTD,A,3,3.0,3,101,A->A,KEEP_FRONT
091257,BARRA AZULEJOS LOGO CELOSIA ALHAMBRA 120,ytd,2026-YTD,A,3,3.0,2,102,SIN_REFERENCIA,KEEP_FRONT
015186,LATA REFEEL TROPICAL 33CL,ytd,2026-YTD,A,2,960.0,2,103,SIN_REFERENCIA,KEEP_FRONT
012018,CERVEZA 33CL ALHAMBRA ESPECIAL PACK4UD (,ytd,2026-YTD,A,2,888.0,2,104,A->A,KEEP_FRONT
019002,PROTOTIPO 131135 33CL 3-3-10 CHAPA DORAD,ytd,2026-YTD,A,2,864.0,2,105,A->A,KEEP_FRONT
086090,SERVILLETA CUADRADA BEIGE 100% RECYCLED,ytd,2026-YTD,A,2,802.0,2,106,A->A,KEEP_FRONT
012065,CERVEZA 33CL SAN MIGUEL SELECTA 2023,ytd,2026-YTD,A,2,528.0,2,107,B->A,REVIEW_UPGRADE
011105,CERVEZA 33CL MAHOU ROSE (5347),ytd,2026-YTD,A,2,288.0,2,108,A->A,KEEP_FRONT
071173,VASO CRISTAL PARA CAÑA BRUTUS 25CL,ytd,2026-YTD,A,2,216.0,2,109,SIN_REFERENCIA,KEEP_FRONT
011024,CERVEZA 33CL MAHOU RADLER (3116),ytd,2026-YTD,A,2,168.0,2,110,A->A,KEEP_FRONT
071174,VASO CRISTAL PINTA BRUTUS 25CL (CAJA 6 U,ytd,2026-YTD,A,2,144.0,2,111,SIN_REFERENCIA,KEEP_FRONT
062065,COPA SAN MIGUEL NUEVA ERA NUEVAS 30CL (1,ytd,2026-YTD,A,2,121.08,1,112,A->A,KEEP_FRONT
013086,CERVEZA 33CL BRUTUS LAGER IMAGEN 2023,ytd,2026-YTD,A,2,108.0,2,113,A->A,KEEP_FRONT
071169,VASO SIDRA 50CL MARIANO LOS CACHIS,ytd,2026-YTD,A,2,96.0,2,114,SIN_REFERENCIA,KEEP_FRONT
071170,VASO SIDRA 50CL MONTXO LOS CACHIS,ytd,2026-YTD,A,2,96.0,2,115,SIN_REFERENCIA,KEEP_FRONT
071171,VASO CRISTAL 50CL MARIA SANGRIA LOS CAC,ytd,2026-YTD,A,2,96.0,2,116,SIN_REFERENCIA,KEEP_FRONT
013088,CERVEZA 33CLFOUNDERS KBS,ytd,2026-YTD,A,2,96.0,1,117,SIN_REFERENCIA,KEEP_FRONT
061052,COPA MAHOU RESERVA 42CL,ytd,2026-YTD,A,2,69.0,2,118,SIN_REFERENCIA,KEEP_FRONT
011013,CERVEZA 33CL MAHOU BARRICA ORIGINAL,ytd,2026-YTD,A,2,48.0,2,119,A->A,KEEP_FRONT
018078,AGUA CRISTAL 75CL SOLAN AZUL CAJA 12UND,ytd,2026-YTD,A,2,48.0,2,120,A->A,KEEP_FRONT
019059,BENDITO VERMUT ROJO 75CL,ytd,2026-YTD,A,2,47.0,2,121,B->A,REVIEW_UPGRADE
102641,CAMISETA BLANCA LOGO MAHOU2025 TALLA M,ytd,2026-YTD,A,2,47.0,2,122,B->A,REVIEW_UPGRADE
203085,CATENARIA NEGRAN SIN LOGO JARDIN ALH,ytd,2026-YTD,A,2,25.0,1,123,A->A,KEEP_FRONT
032004,TABURETE METAL ALTO NEGRO,ytd,2026-YTD,A,2,20.0,2,124,A->A,KEEP_FRONT
016056,BARRIL 30L LA SALVE LAGER,ytd,2026-YTD,A,2,20.0,1,125,SIN_REFERENCIA,KEEP_FRONT
031149,SILLA TEXTILENE NEGRA BRUTUS,ytd,2026-YTD,A,2,20.0,1,126,A->A,KEEP_FRONT
032137,TABURETE CUADRADO MADERA MAHOU 2025 30X3,ytd,2026-YTD,A,2,20.0,1,127,SIN_REFERENCIA,KEEP_FRONT
072129,VASO CARTON 33CL LA RIVIERA MAHOU RECICL,ytd,2026-YTD,A,2,18.0,1,128,SIN_REFERENCIA,KEEP_FRONT
133218,ESTUCHE/CAJA VERDE ALHAMBRA MOD. RRII Y,ytd,2026-YTD,A,2,17.0,2,129,SIN_REFERENCIA,KEEP_FRONT
124261,ESTUCHE MAD COOL 2024 (CONTIENE 3 CERVEZ,ytd,2026-YTD,A,2,16.0,1,130,A->A,KEEP_FRONT
087037,PAPELERA SOSTENIBILIDAD SOLAN,ytd,2026-YTD,A,2,15.0,1,131,A->A,KEEP_FRONT
084049,CUBITERA RECTANGULAR TRANSPARENTE LOGO M,ytd,2026-YTD,A,2,11.0,2,132,SIN_REFERENCIA,KEEP_FRONT
102747,POLO MANGA LARGA BVMPRS BRAND S BLANCO,ytd,2026-YTD,A,2,11.0,2,133,SIN_REFERENCIA,KEEP_FRONT
102748,POLO MANGA LARGA BVMPRS BRAND M BLANCO,ytd,2026-YTD,A,2,11.0,2,134,SIN_REFERENCIA,KEEP_FRONT
102750,CAMISETA VERDE MANGA CORTA SKISEASON TAL,ytd,2026-YTD,A,2,11.0,2,135,SIN_REFERENCIA,KEEP_FRONT
102749,CAMISETA VERDE MANGA CORTA SKISEASON TAL,ytd,2026-YTD,A,2,9.0,2,136,SIN_REFERENCIA,KEEP_FRONT
016008,BARRIL 30L MAHOU IPA (3520),ytd,2026-YTD,A,2,8.0,2,137,B->A,REVIEW_UPGRADE
018008,AGUA 1L ROSA CRISTAL REFLEJO DE UN COMP,ytd,2026-YTD,A,2,8.0,2,138,SIN_REFERENCIA,KEEP_FRONT
031059,SILLA HILO NEGRO GANS/JARDIN ALHAMBRA,ytd,2026-YTD,B,2,8.0,1,139,A->B,REVIEW_DOWNGRADE
031098,SILLA RATTAN/METAL 65X54CM CORONA,ytd,2026-YTD,B,2,8.0,1,140,B->B,MONITOR
103354,CAMISETA VERDE MANGA CORTA SKISEASON TAL,ytd,2026-YTD,B,2,5.0,2,141,SIN_REFERENCIA,MONITOR
022209,MESA ALTA CUADRADA MADERA MAHOU PKLM,ytd,2026-YTD,B,2,5.0,1,142,SIN_REFERENCIA,MONITOR
022212,MESA ALTA CUADRADA BRUTUS NEGRA CON BASE,ytd,2026-YTD,B,2,5.0,1,143,SIN_REFERENCIA,MONITOR
032012,TABURETE ALTO ROJO,ytd,2026-YTD,B,2,4.0,2,144,C->B,MONITOR
032105,TABURETE MAHOU DESDE 1890 NUEVOS,ytd,2026-YTD,B,2,4.0,2,145,A->B,REVIEW_DOWNGRADE
091150,BARRA MADERA DE PINO JARDIN ALHAMBRA,ytd,2026-YTD,B,2,4.0,2,146,SIN_REFERENCIA,MONITOR
091183,BARRA ESQUINERA CURVA AZULEJOS JARDIN AL,ytd,2026-YTD,B,2,4.0,2,147,B->B,MONITOR
107711,FORRO POLAR BEIGE BVMPR BRAND TALLA S,ytd,2026-YTD,B,2,4.0,2,148,SIN_REFERENCIA,MONITOR
145010,SEMICIRCULAR REJILLA CON LED (COMPLICES,ytd,2026-YTD,B,2,4.0,2,149,B->B,MONITOR
022159,MESA ALTA NEGRA EL PATIO 2022,ytd,2026-YTD,B,2,4.0,1,150,A->B,REVIEW_DOWNGRADE
031095,SILLA RATTAN/METAL 74X55CM CORONA,ytd,2026-YTD,B,2,4.0,1,151,B->B,MONITOR
034044,SOFÁ DE PALE C/COJÍN BLANCO 2 PLAZAS,ytd,2026-YTD,B,2,4.0,1,152,A->B,REVIEW_DOWNGRADE
016065,BARRIL SANGRIA SARANGO 30L,ytd,2026-YTD,B,2,3.0,2,153,SIN_REFERENCIA,MONITOR
034042,SOFÁ 3 PZS MADERA Y COJÍN BLANCO,ytd,2026-YTD,B,2,3.0,1,154,A->B,REVIEW_DOWNGRADE
129047,ROLLO BOLSA BASURA NEGRA,ytd,2026-YTD,B,2,3.0,1,155,B->A,REVIEW_UPGRADE
051104,LUMINOSO BOMBILLAS ROJO LOGO M MAHOU,ytd,2026-YTD,B,2,2.0,2,156,B->C,MONITOR
051335,LUMINOSO LED CAJÓN RECTANGULAR BRUTUS,ytd,2026-YTD,B,2,2.0,2,157,A->B,REVIEW_DOWNGRADE
051373,LUMINOSO MAHOU BLANCO LOGO 2024 (SIN TRA,ytd,2026-YTD,B,2,2.0,2,158,SIN_REFERENCIA,MONITOR
091222,TRASERA MADERA ALHAMBRA LOGO CELOSIA,ytd,2026-YTD,B,2,2.0,2,159,B->B,MONITOR
091273,BARRA ROJA MAHOU 2025 120CM LARGO,ytd,2026-YTD,B,2,2.0,2,160,SIN_REFERENCIA,MONITOR
126124,POSAVASO CUADRADO GRIS LOGO MAHOU RESERV,ytd,2026-YTD,B,2,2.0,2,161,SIN_REFERENCIA,MONITOR
174152,TOTEM METAL ROJO LUMINOSO MAHOU 2025,ytd,2026-YTD,B,2,2.0,2,162,SIN_REFERENCIA,MONITOR
043040,CARRO/EXPOSITOR SOLAN DE CABRAS,ytd,2026-YTD,B,2,2.0,1,163,B->B,MONITOR
043068,CARRO PARA BOTELLERO TU TIENES SED DE AG,ytd,2026-YTD,B,2,2.0,1,164,B->B,MONITOR
186025,ETIQUETA DELANTERA 33CL 5ESTRELLA MAHOU,ytd,2026-YTD,B,1,951.0,1,165,B->A,REVIEW_UPGRADE
121013,CHAPA ALFILER  ZAPATILLAS VIBRA   MAHOU,ytd,2026-YTD,B,1,558.0,1,166,SIN_REFERENCIA,MONITOR
125128,FLYERS MAHOU RESERVA,ytd,2026-YTD,B,1,550.0,1,167,SIN_REFERENCIA,MONITOR
133208,LLAVERO 2D JUEGO DEL CALAMAR MAHOU,ytd,2026-YTD,B,1,434.0,1,168,SIN_REFERENCIA,MONITOR
061053,COPA 42CL PLAZA MAHOU (VINTIA SUMILLER),ytd,2026-YTD,B,1,408.0,1,169,SIN_REFERENCIA,MONITOR
013005,"CERVEZA 35,5CL FOUNDERS DIRTY BASTARD",ytd,2026-YTD,B,1,360.0,1,170,B->B,MONITOR
013038,CERVEZA ALL DAY IPA FOUNDERS SESSION ALE,ytd,2026-YTD,B,1,360.0,1,171,A->B,REVIEW_DOWNGRADE
132007,PELOTA  GOLF SOLAN,ytd,2026-YTD,B,1,324.0,1,172,A->B,REVIEW_DOWNGRADE
112054,CHAQUETILLA DE CHEF ESTRELLA MICHELIN 20,ytd,2026-YTD,B,1,265.0,1,173,SIN_REFERENCIA,MONITOR
012082,CERVEZA ALHAMBRA VERDE RESERVA 1925 33CL,ytd,2026-YTD,B,1,264.0,1,174,SIN_REFERENCIA,MONITOR
013014,CERVEZA 33CL BUDWEISER (3804),ytd,2026-YTD,B,1,240.0,1,175,A->B,REVIEW_DOWNGRADE
013094,CERVEZA CORONA 33CL PACK 24,ytd,2026-YTD,B,1,240.0,1,176,SIN_REFERENCIA,MONITOR
014038,"SAN MIGUEL 0,0 TOSTADA 25 CL",ytd,2026-YTD,B,1,240.0,1,177,B->B,MONITOR
015003,LATA 33CL RADLER 5 ESTRELLAS  MAHOU,ytd,2026-YTD,B,1,240.0,1,178,B->B,MONITOR
075031,VASO CARTÓN SAN MIGUEL VERDE RECICLABLE,ytd,2026-YTD,B,1,225.0,1,179,B->B,MONITOR
186024,ETIQUETA CUELLO 33CL 5 ESTRELLAS MAHOU,ytd,2026-YTD,B,1,215.0,1,180,B->B,MONITOR
121001,CHAPA ROJA LOGO M  MAHOU,ytd,2026-YTD,B,1,210.0,1,181,A->B,REVIEW_DOWNGRADE
071120,VASO CRISTAL 45CL GAS SOLAN TRADE,ytd,2026-YTD,B,1,204.0,1,182,SIN_REFERENCIA,MONITOR
072121,VASO PLASTICO CACHIS MARIA SANGRIA (CAJA,ytd,2026-YTD,B,1,200.0,1,183,SIN_REFERENCIA,MONITOR
072122,VASO PLASTICO 30cl CACHIS MONTXO CALIMOT,ytd,2026-YTD,B,1,200.0,1,184,SIN_REFERENCIA,MONITOR
072126,VASO PLASTICO 30cl CACHIS MARIANO TINTO,ytd,2026-YTD,B,1,200.0,1,185,SIN_REFERENCIA,MONITOR
083044,REMOVEDOR COCKTAIL SOLAN DE CABRAS,ytd,2026-YTD,B,1,200.0,1,186,A->B,REVIEW_DOWNGRADE
011136,MAHOU 5 ESTRELLAS EDICION LAS FALLAS 202,ytd,2026-YTD,B,1,168.0,1,187,SIN_REFERENCIA,MONITOR
065071,COPA LA SALVE 2022 33CL,ytd,2026-YTD,B,1,150.0,1,188,B->B,MONITOR
071118,VASO 33CL KING OF BEERS BUDWEISER,ytd,2026-YTD,B,1,150.0,1,189,B->B,MONITOR
124089,KIT BARRICA 2020,ytd,2026-YTD,B,1,144.0,1,190,SIN_REFERENCIA,MONITOR
015018,LATA 33CL CERVEZA MAHOU SIN FILTRAR (527,ytd,2026-YTD,B,1,136.0,1,191,A->B,REVIEW_DOWNGRADE
103213,CAMISETA BLANCA LOGO MAHOU 2025 TALLA L,ytd,2026-YTD,B,1,135.0,1,192,B->B,MONITOR
133207,PULSERA LED LUMINOSA BRESH X MAHOU,ytd,2026-YTD,B,1,123.0,1,193,SIN_REFERENCIA,MONITOR
013015,CERVEZA 33CL STELLA ARTOIS,ytd,2026-YTD,B,1,120.0,1,194,B->B,MONITOR
015015,LATA 33CL SAN MIGUEL RADLER (24UD POR CA,ytd,2026-YTD,B,1,120.0,1,195,A->B,REVIEW_DOWNGRADE
061031,COPA 33CL LOGO ROJO  MAHOU,ytd,2026-YTD,B,1,120.0,1,196,A->B,REVIEW_DOWNGRADE
062016,COPA 30CL LOGO VERDE SAN MIGUEL,ytd,2026-YTD,B,1,120.0,1,197,A->B,REVIEW_DOWNGRADE
