sku,prev_abc_class,prev_rank,curr_abc_class,curr_rank,period_type,prev_period,curr_period,class_change,rank_delta,movement_direction
MBEL005,C,3738,C,403,annual,2024,2026,C->C,3335,stable
MBEL006,C,3739,C,404,annual,2024,2026,C->C,3335,stable
MBEL007,C,3740,C,405,annual,2024,2026,C->C,3335,stable
MBEL008,C,3741,C,406,annual,2024,2026,C->C,3335,stable
MBEL009,C,3742,C,407,annual,2024,2026,C->C,3335,stable
MBEL010,C,3743,C,408,annual,2024,2026,C->C,3335,stable
MBEL011,C,3744,C,409,annual,2024,2026,C->C,3335,stable
MBEL012,C,3745,C,410,annual,2024,2026,C->C,3335,stable
MBEL013,C,3746,C,411,annual,2024,2026,C->C,3335,stable
MBEL016,C,3748,C,413,annual,2024,2026,C->C,3335,stable
MBEL017,C,3749,C,414,annual,2024,2026,C->C,3335,stable
MBEL018,C,3750,C,415,annual,2024,2026,C->C,3335,stable
MBEL020,C,3751,C,416,annual,2024,2026,C->C,3335,stable
MBEL021,C,3752,C,417,annual,2024,2026,C->C,3335,stable
MBEL022,C,3753,C,418,annual,2024,2026,C->C,3335,stable
MBEL023,C,3754,C,419,annual,2024,2026,C->C,3335,stable
MBEL030,C,3755,C,420,annual,2024,2026,C->C,3335,stable
MBEL031,C,3756,C,421,annual,2024,2026,C->C,3335,stable
MBEL032,C,3757,C,422,annual,2024,2026,C->C,3335,stable
MBEL033,C,3758,C,423,annual,2024,2026,C->C,3335,stable
MBEL034,C,3759,C,424,annual,2024,2026,C->C,3335,stable
MBEL035,C,3760,C,425,annual,2024,2026,C->C,3335,stable
MBEL036,C,3761,C,426,annual,2024,2026,C->C,3335,stable
MBEL037,C,3762,C,427,annual,2024,2026,C->C,3335,stable
MBEL038,C,3763,C,428,annual,2024,2026,C->C,3335,stable
MBEL039,C,3764,C,429,annual,2024,2026,C->C,3335,stable
MBEL040,C,3765,C,430,annual,2024,2026,C->C,3335,stable
MBEL041,C,3766,C,431,annual,2024,2026,C->C,3335,stable
MBEL042,C,3767,C,432,annual,2024,2026,C->C,3335,stable
MBEL043,C,3768,C,433,annual,2024,2026,C->C,3335,stable
MBEL044,C,3769,C,434,annual,2024,2026,C->C,3335,stable
MBEL045,C,3770,C,435,annual,2024,2026,C->C,3335,stable
MBEL046,C,3771,C,436,annual,2024,2026,C->C,3335,stable
MBEL047,C,3772,C,437,annual,2024,2026,C->C,3335,stable
MBEL048,C,3773,C,438,annual,2024,2026,C->C,3335,stable
MBEL049,C,3774,C,439,annual,2024,2026,C->C,3335,stable
MBEL050,C,3775,C,440,annual,2024,2026,C->C,3335,stable
MBEL051,C,3776,C,441,annual,2024,2026,C->C,3335,stable
MBEL052,C,3777,C,442,annual,2024,2026,C->C,3335,stable
MBEL053,C,3778,C,443,annual,2024,2026,C->C,3335,stable
MBEL054,C,3779,C,444,annual,2024,2026,C->C,3335,stable
MBEL055,C,3780,C,445,annual,2024,2026,C->C,3335,stable
MBEL056,C,3781,C,446,annual,2024,2026,C->C,3335,stable
MBEL057,C,3782,C,447,annual,2024,2026,C->C,3335,stable
MBEL058,C,3783,C,448,annual,2024,2026,C->C,3335,stable
MBEL059,C,3784,C,449,annual,2024,2026,C->C,3335,stable
MBEL060,C,3785,C,450,annual,2024,2026,C->C,3335,stable
MBEL061,C,3786,C,451,annual,2024,2026,C->C,3335,stable
MBEL062,C,3787,C,452,annual,2024,2026,C->C,3335,stable
MBEL063,C,3788,C,453,annual,2024,2026,C->C,3335,stable
MBEL064,C,3789,C,454,annual,2024,2026,C->C,3335,stable
MBEL065,C,3790,C,455,annual,2024,2026,C->C,3335,stable
MBEL066,C,3791,C,456,annual,2024,2026,C->C,3335,stable
MBEL067,C,3792,C,457,annual,2024,2026,C->C,3335,stable
MBEL068,C,3793,C,458,annual,2024,2026,C->C,3335,stable
MBEL069,C,3794,C,459,annual,2024,2026,C->C,3335,stable
MBEL070,C,3795,C,460,annual,2024,2026,C->C,3335,stable
MBEL072,C,3796,C,462,annual,2024,2026,C->C,3334,stable
MBEL073,C,3797,C,463,annual,2024,2026,C->C,3334,stable
MBEL074,C,3798,C,464,annual,2024,2026,C->C,3334,stable
MBEL075,C,3799,C,465,annual,2024,2026,C->C,3334,stable
MBEL076,C,3800,C,466,annual,2024,2026,C->C,3334,stable
MBEL077,C,3801,C,467,annual,2024,2026,C->C,3334,stable
MBEL078,C,3802,C,468,annual,2024,2026,C->C,3334,stable
MBEL079,C,3803,C,469,annual,2024,2026,C->C,3334,stable
MBEL080,C,3804,C,470,annual,2024,2026,C->C,3334,stable
MBEL081,C,3805,C,471,annual,2024,2026,C->C,3334,stable
MBEL082,C,3806,C,472,annual,2024,2026,C->C,3334,stable
MBEL083,C,3807,C,473,annual,2024,2026,C->C,3334,stable
MBEL084,C,3808,C,474,annual,2024,2026,C->C,3334,stable
MBEL085,C,3809,C,475,annual,2024,2026,C->C,3334,stable
MBEL086,C,3810,C,476,annual,2024,2026,C->C,3334,stable
MBEL087,C,3811,C,477,annual,2024,2026,C->C,3334,stable
MBEL088,C,3812,C,478,annual,2024,2026,C->C,3334,stable
MBEL089,C,3813,C,479,annual,2024,2026,C->C,3334,stable
MBEL090,C,3814,C,480,annual,2024,2026,C->C,3334,stable
MBEL091,C,3815,C,481,annual,2024,2026,C->C,3334,stable
MBEL092,C,3816,C,482,annual,2024,2026,C->C,3334,stable
MBEL093,C,3817,C,483,annual,2024,2026,C->C,3334,stable
MBEL094,C,3818,C,484,annual,2024,2026,C->C,3334,stable
MBEL095,C,3819,C,485,annual,2024,2026,C->C,3334,stable
205226,C,3696,C,398,annual,2024,2026,C->C,3298,stable
021002,B,2528,B,274,annual,2024,2026,B->B,2254,stable
086170,B,2389,B,232,annual,2024,2026,B->B,2157,stable
013005,B,2280,B,170,annual,2024,2026,B->B,2110,stable
075030,B,2388,B,280,annual,2024,2026,B->B,2108,stable
086089,B,2304,B,211,annual,2024,2026,B->B,2093,stable
166005,B,2276,B,228,annual,2024,2026,B->B,2048,stable
125141,B,2358,B,360,annual,2024,2026,B->B,1998,stable
013015,B,2174,B,194,annual,2024,2026,B->B,1980,stable
014038,B,2084,B,177,annual,2024,2026,B->B,1907,stable
013008,B,2119,B,218,annual,2024,2026,B->B,1901,stable
013068,B,2101,B,219,annual,2024,2026,B->B,1882,stable
043040,B,1671,B,163,annual,2024,2026,B->B,1508,stable
152151,B,1677,B,284,annual,2024,2026,B->B,1393,stable
041033,B,1685,B,322,annual,2024,2026,B->B,1363,stable
084089,B,1603,B,296,annual,2024,2026,B->B,1307,stable
075031,B,1485,B,179,annual,2024,2026,B->B,1306,stable
161037,B,1664,B,385,annual,2024,2026,B->B,1279,stable
087041,B,1548,B,298,annual,2024,2026,B->B,1250,stable
016051,B,1506,B,263,annual,2024,2026,B->B,1243,stable
042001,B,1516,B,277,annual,2024,2026,B->B,1239,stable
012010,B,1411,B,208,annual,2024,2026,B->B,1203,stable
015003,B,1314,B,178,annual,2024,2026,B->B,1136,stable
131124,B,1360,B,238,annual,2024,2026,B->B,1122,stable
031098,B,1127,B,140,annual,2024,2026,B->B,987,stable
031095,B,1109,B,151,annual,2024,2026,B->B,958,stable
096024,B,1165,B,302,annual,2024,2026,B->B,863,stable
091222,B,948,B,159,annual,2024,2026,B->B,789,stable
071118,B,970,B,189,annual,2024,2026,B->B,781,stable
043068,B,938,B,164,annual,2024,2026,B->B,774,stable
161108,B,1123,B,387,annual,2024,2026,B->B,736,stable
065071,B,788,B,188,annual,2024,2026,B->B,600,stable
071114,B,817,B,221,annual,2024,2026,B->B,596,stable
091033,B,921,B,343,annual,2024,2026,B->B,578,stable
133115,B,815,B,242,annual,2024,2026,B->B,573,stable
091184,A,542,A,69,annual,2024,2026,A->A,473,stable
012018,A,573,A,104,annual,2024,2026,A->A,469,stable
202075,A,511,A,89,annual,2024,2026,A->A,422,stable
014026,A,448,A,88,annual,2024,2026,A->A,360,stable
011114,A,365,A,59,annual,2024,2026,A->A,306,stable
022203,A,342,A,53,annual,2024,2026,A->A,289,stable
062065,A,388,A,112,annual,2024,2026,A->A,276,stable
051233,A,312,A,45,annual,2024,2026,A->A,267,stable
169017,A,316,A,96,annual,2024,2026,A->A,220,stable
022008,A,266,A,67,annual,2024,2026,A->A,199,stable
071115,A,274,A,84,annual,2024,2026,A->A,190,stable
018078,A,297,A,120,annual,2024,2026,A->A,177,stable
032128,A,215,A,43,annual,2024,2026,A->A,172,stable
012014,A,248,A,76,annual,2024,2026,A->A,172,stable
167018,A,208,A,48,annual,2024,2026,A->A,160,stable
016011,A,189,A,33,annual,2024,2026,A->A,156,stable
063001,A,209,A,79,annual,2024,2026,A->A,130,stable
011000,A,211,A,83,annual,2024,2026,A->A,128,stable
126100,A,170,A,50,annual,2024,2026,A->A,120,stable
086090,A,210,A,106,annual,2024,2026,A->A,104,stable
012065,A,203,A,107,annual,2024,2026,A->A,96,stable
203085,A,217,A,123,annual,2024,2026,A->A,94,stable
012063,A,121,A,31,annual,2024,2026,A->A,90,stable
069002,A,129,A,46,annual,2024,2026,A->A,83,stable
124264,A,87,A,7,annual,2024,2026,A->A,80,stable
018018,A,99,A,26,annual,2024,2026,A->A,73,stable
018002,A,103,A,39,annual,2024,2026,A->A,64,stable
016024,A,92,A,36,annual,2024,2026,A->A,56,stable
018101,A,119,A,64,annual,2024,2026,A->A,55,stable
167006,A,97,A,47,annual,2024,2026,A->A,50,stable
011127,A,48,A,6,annual,2024,2026,A->A,42,stable
031124,A,62,A,24,annual,2024,2026,A->A,38,stable
018023,A,70,A,32,annual,2024,2026,A->A,38,stable
023080,A,73,A,35,annual,2024,2026,A->A,38,stable
018059,A,125,A,91,annual,2024,2026,A->A,34,stable
013086,A,138,A,113,annual,2024,2026,A->A,25,stable
167001,A,47,A,23,annual,2024,2026,A->A,24,stable
012019,A,85,A,63,annual,2024,2026,A->A,22,stable
012053,A,36,A,18,annual,2024,2026,A->A,18,stable
063014,A,94,A,77,annual,2024,2026,A->A,17,stable
014039,A,101,A,85,annual,2024,2026,A->A,16,stable
016010,A,23,A,8,annual,2024,2026,A->A,15,stable
018072,A,28,A,13,annual,2024,2026,A->A,15,stable
012012,A,9,A,4,annual,2024,2026,A->A,5,stable
061016,A,24,A,19,annual,2024,2026,A->A,5,stable
011110,A,6,A,3,annual,2024,2026,A->A,3,stable
014012,A,8,A,5,annual,2024,2026,A->A,3,stable
031006,A,30,A,27,annual,2024,2026,A->A,3,stable
022009,A,43,A,41,annual,2024,2026,A->A,2,stable
167003,A,56,A,55,annual,2024,2026,A->A,1,stable
167004,A,29,A,29,annual,2024,2026,A->A,0,stable
011026,A,38,A,40,annual,2024,2026,A->A,-2,stable
018076,A,4,A,9,annual,2024,2026,A->A,-5,stable
072090,A,81,A,86,annual,2024,2026,A->A,-5,stable
011115,A,32,A,38,annual,2024,2026,A->A,-6,stable
014014,A,14,A,21,annual,2024,2026,A->A,-7,stable
011024,A,102,A,110,annual,2024,2026,A->A,-8,stable
011013,A,110,A,119,annual,2024,2026,A->A,-9,stable
012068,A,35,A,49,annual,2024,2026,A->A,-14,stable
087037,A,115,A,131,annual,2024,2026,A->A,-16,stable
087002,A,37,A,54,annual,2024,2026,A->A,-17,stable
018073,A,41,A,62,annual,2024,2026,A->A,-21,stable
091234,A,52,A,74,annual,2024,2026,A->A,-22,stable
087004,A,33,A,56,annual,2024,2026,A->A,-23,stable
032004,A,98,A,124,annual,2024,2026,A->A,-26,stable
084042,A,66,A,94,annual,2024,2026,A->A,-28,stable
018071,A,51,A,82,annual,2024,2026,A->A,-31,stable
011104,A,5,A,51,annual,2024,2026,A->A,-46,stable
204000,A,31,A,90,annual,2024,2026,A->A,-59,stable
011105,A,20,A,108,annual,2024,2026,A->A,-88,stable
124261,A,34,A,130,annual,2024,2026,A->A,-96,stable
031149,A,11,A,126,annual,2024,2026,A->A,-115,stable
123001,C,3439,B,216,annual,2024,2026,C->B,3223,up
172191,C,3593,B,391,annual,2024,2026,C->B,3202,up
144019,C,3495,B,367,annual,2024,2026,C->B,3128,up
091182,C,3350,B,344,annual,2024,2026,C->B,3006,up
051366,C,3287,B,293,annual,2024,2026,C->B,2994,up
031009,C,3174,B,275,annual,2024,2026,C->B,2899,up
043069,C,3207,B,324,annual,2024,2026,C->B,2883,up
041013,C,3190,B,320,annual,2024,2026,C->B,2870,up
032012,C,2849,B,144,annual,2024,2026,C->B,2705,up
071064,C,2744,A,42,annual,2024,2026,C->A,2702,up
143077,C,2975,B,312,annual,2024,2026,C->B,2663,up
172164,C,3001,B,390,annual,2024,2026,C->B,2611,up
152002,C,2808,B,212,annual,2024,2026,C->B,2596,up
041030,C,2860,B,321,annual,2024,2026,C->B,2539,up
143048,C,2685,B,259,annual,2024,2026,C->B,2426,up
051249,C,2739,B,332,annual,2024,2026,C->B,2407,up
051367,B,1714,A,95,annual,2024,2026,B->A,1619,up
204088,B,1561,A,97,annual,2024,2026,B->A,1464,up
019059,B,1473,A,121,annual,2024,2026,B->A,1352,up
014926,B,1364,A,22,annual,2024,2026,B->A,1342,up
016014,B,1376,A,44,annual,2024,2026,B->A,1332,up
102641,B,1442,A,122,annual,2024,2026,B->A,1320,up
016008,B,1136,A,137,annual,2024,2026,B->A,999,up
016000,B,861,A,92,annual,2024,2026,B->A,769,up
062039,B,805,A,75,annual,2024,2026,B->A,730,up
991136,B,779,A,101,annual,2024,2026,B->A,678,up
155005,A,263,B,499,quarterly,2022-Q1,2022-Q2,A->B,-236,down
042037,A,278,B,533,quarterly,2022-Q1,2022-Q2,A->B,-255,down
155004,A,276,B,552,quarterly,2022-Q1,2022-Q2,A->B,-276,down
111035,A,221,B,507,quarterly,2022-Q1,2022-Q2,A->B,-286,down
086110,A,284,B,572,quarterly,2022-Q1,2022-Q2,A->B,-288,down
111032,A,212,B,506,quarterly,2022-Q1,2022-Q2,A->B,-294,down
051173,A,312,B,621,quarterly,2022-Q1,2022-Q2,A->B,-309,down
161111,A,268,B,587,quarterly,2022-Q1,2022-Q2,A->B,-319,down
143095,A,256,B,576,quarterly,2022-Q1,2022-Q2,A->B,-320,down
132041,A,302,B,635,quarterly,2022-Q1,2022-Q2,A->B,-333,down
155003,A,161,B,510,quarterly,2022-Q1,2022-Q2,A->B,-349,down
111010,A,154,B,505,quarterly,2022-Q1,2022-Q2,A->B,-351,down
016017,A,180,B,541,quarterly,2022-Q1,2022-Q2,A->B,-361,down
106020,A,117,B,493,quarterly,2022-Q1,2022-Q2,A->B,-376,down
041066,A,187,B,579,quarterly,2022-Q1,2022-Q2,A->B,-392,down
102495,B,732,C,1126,quarterly,2022-Q1,2022-Q2,B->C,-394,down
102188,A,124,B,520,quarterly,2022-Q1,2022-Q2,A->B,-396,down
072008,A,288,B,687,quarterly,2022-Q1,2022-Q2,A->B,-399,down
152028,B,742,C,1152,quarterly,2022-Q1,2022-Q2,B->C,-410,down
112009,B,715,C,1130,quarterly,2022-Q1,2022-Q2,B->C,-415,down
103108,A,116,B,532,quarterly,2022-Q1,2022-Q2,A->B,-416,down
144009,B,717,C,1145,quarterly,2022-Q1,2022-Q2,B->C,-428,down
032009,A,103,B,535,quarterly,2022-Q1,2022-Q2,A->B,-432,down
034009,B,767,C,1215,quarterly,2022-Q1,2022-Q2,B->C,-448,down
034011,B,768,C,1216,quarterly,2022-Q1,2022-Q2,B->C,-448,down
042057,B,771,C,1224,quarterly,2022-Q1,2022-Q2,B->C,-453,down
112006,A,105,B,564,quarterly,2022-Q1,2022-Q2,A->B,-459,down
141054,A,196,B,657,quarterly,2022-Q1,2022-Q2,A->B,-461,down
167010,A,133,B,598,quarterly,2022-Q1,2022-Q2,A->B,-465,down
083116,A,78,B,546,quarterly,2022-Q1,2022-Q2,A->B,-468,down
083121,A,206,B,688,quarterly,2022-Q1,2022-Q2,A->B,-482,down
092071,A,138,B,628,quarterly,2022-Q1,2022-Q2,A->B,-490,down
095006,B,711,C,1288,quarterly,2022-Q1,2022-Q2,B->C,-577,down
011031,A,242,B,829,quarterly,2022-Q1,2022-Q2,A->B,-587,down
015006,A,216,B,820,quarterly,2022-Q1,2022-Q2,A->B,-604,down
107058,A,257,B,865,quarterly,2022-Q1,2022-Q2,A->B,-608,down
204038,A,235,B,858,quarterly,2022-Q1,2022-Q2,A->B,-623,down
084071,A,293,B,919,quarterly,2022-Q1,2022-Q2,A->B,-626,down
089058,A,68,B,715,quarterly,2022-Q1,2022-Q2,A->B,-647,down
086104,A,238,B,897,quarterly,2022-Q1,2022-Q2,A->B,-659,down
146065,B,660,C,1320,quarterly,2022-Q1,2022-Q2,B->C,-660,down
042036,A,277,B,948,quarterly,2022-Q1,2022-Q2,A->B,-671,down
032001,A,259,B,936,quarterly,2022-Q1,2022-Q2,A->B,-677,down
014023,A,89,B,819,quarterly,2022-Q1,2022-Q2,A->B,-730,down
022126,A,122,B,852,quarterly,2022-Q1,2022-Q2,A->B,-730,down
084031,A,255,B,986,quarterly,2022-Q1,2022-Q2,A->B,-731,down
041037,A,304,B,1038,quarterly,2022-Q1,2022-Q2,A->B,-734,down
016024,A,290,B,1031,quarterly,2022-Q1,2022-Q2,A->B,-741,down
083119,A,88,B,886,quarterly,2022-Q1,2022-Q2,A->B,-798,down
144055,B,338,C,1146,quarterly,2022-Q1,2022-Q2,B->C,-808,down
102189,A,272,C,1125,quarterly,2022-Q1,2022-Q2,A->C,-853,down
102071,A,266,C,1122,quarterly,2022-Q1,2022-Q2,A->C,-856,down
133072,A,265,C,1140,quarterly,2022-Q1,2022-Q2,A->C,-875,down
034013,A,186,B,1089,quarterly,2022-Q1,2022-Q2,A->B,-903,down
051174,A,313,C,1239,quarterly,2022-Q1,2022-Q2,A->C,-926,down
051188,A,314,C,1240,quarterly,2022-Q1,2022-Q2,A->C,-926,down
051189,A,315,C,1241,quarterly,2022-Q1,2022-Q2,A->C,-926,down
051087,A,308,C,1235,quarterly,2022-Q1,2022-Q2,A->C,-927,down
204025,A,72,B,1005,quarterly,2022-Q1,2022-Q2,A->B,-933,down
091098,A,319,C,1262,quarterly,2022-Q1,2022-Q2,A->C,-943,down
122057,A,323,C,1297,quarterly,2022-Q1,2022-Q2,A->C,-974,down
016015,A,82,B,1080,quarterly,2022-Q1,2022-Q2,A->B,-998,down
091033,A,193,C,1259,quarterly,2022-Q1,2022-Q2,A->C,-1066,down
051153,A,137,C,1236,quarterly,2022-Q1,2022-Q2,A->C,-1099,down
051004,A,306,A,47,quarterly,2022-Q1,2022-Q2,A->A,259,stable
031044,B,764,B,516,quarterly,2022-Q1,2022-Q2,B->B,248,stable
022042,B,762,B,515,quarterly,2022-Q1,2022-Q2,B->B,247,stable
031045,A,244,A,5,quarterly,2022-Q1,2022-Q2,A->A,239,stable
051106,A,310,A,79,quarterly,2022-Q1,2022-Q2,A->A,231,stable
204030,A,297,A,77,quarterly,2022-Q1,2022-Q2,A->A,220,stable
069002,A,287,A,72,quarterly,2022-Q1,2022-Q2,A->A,215,stable
093051,B,792,B,583,quarterly,2022-Q1,2022-Q2,B->B,209,stable
022104,A,253,A,51,quarterly,2022-Q1,2022-Q2,A->A,202,stable
051109,A,311,A,112,quarterly,2022-Q1,2022-Q2,A->A,199,stable
087004,A,294,A,107,quarterly,2022-Q1,2022-Q2,A->A,187,stable
201027,A,250,A,67,quarterly,2022-Q1,2022-Q2,A->A,183,stable
174006,A,285,A,104,quarterly,2022-Q1,2022-Q2,A->A,181,stable
018071,A,227,A,48,quarterly,2022-Q1,2022-Q2,A->A,179,stable
042010,B,686,B,511,quarterly,2022-Q1,2022-Q2,B->B,175,stable
142006,A,279,A,105,quarterly,2022-Q1,2022-Q2,A->A,174,stable
051098,B,780,B,617,quarterly,2022-Q1,2022-Q2,B->B,163,stable
051047,B,778,B,616,quarterly,2022-Q1,2022-Q2,B->B,162,stable
021009,B,699,B,542,quarterly,2022-Q1,2022-Q2,B->B,157,stable
071088,A,224,A,76,quarterly,2022-Q1,2022-Q2,A->A,148,stable
143055,A,249,A,102,quarterly,2022-Q1,2022-Q2,A->A,147,stable
161039,B,720,B,574,quarterly,2022-Q1,2022-Q2,B->B,146,stable
202022,A,157,A,18,quarterly,2022-Q1,2022-Q2,A->A,139,stable
061009,A,204,A,65,quarterly,2022-Q1,2022-Q2,A->A,139,stable
061004,A,214,A,81,quarterly,2022-Q1,2022-Q2,A->A,133,stable
092027,A,301,A,168,quarterly,2022-Q1,2022-Q2,A->A,133,stable
016035,A,281,A,161,quarterly,2022-Q1,2022-Q2,A->A,120,stable
017010,A,202,A,83,quarterly,2022-Q1,2022-Q2,A->A,119,stable
042038,B,658,B,545,quarterly,2022-Q1,2022-Q2,B->B,113,stable
112012,B,672,B,565,quarterly,2022-Q1,2022-Q2,B->B,107,stable
011000,A,151,A,45,quarterly,2022-Q1,2022-Q2,A->A,106,stable
021043,B,657,B,553,quarterly,2022-Q1,2022-Q2,B->B,104,stable
031105,A,114,A,14,quarterly,2022-Q1,2022-Q2,A->A,100,stable
093010,A,188,A,91,quarterly,2022-Q1,2022-Q2,A->A,97,stable
023001,B,703,B,610,quarterly,2022-Q1,2022-Q2,B->B,93,stable
102509,B,598,B,509,quarterly,2022-Q1,2022-Q2,B->B,89,stable
091135,A,126,A,38,quarterly,2022-Q1,2022-Q2,A->A,88,stable
204051,A,119,A,34,quarterly,2022-Q1,2022-Q2,A->A,85,stable
071024,A,200,A,115,quarterly,2022-Q1,2022-Q2,A->A,85,stable
052000,A,286,A,208,quarterly,2022-Q1,2022-Q2,A->A,78,stable
167009,A,185,A,109,quarterly,2022-Q1,2022-Q2,A->A,76,stable
074022,A,144,A,80,quarterly,2022-Q1,2022-Q2,A->A,64,stable
011009,A,90,A,31,quarterly,2022-Q1,2022-Q2,A->A,59,stable
204050,A,162,A,103,quarterly,2022-Q1,2022-Q2,A->A,59,stable
167003,A,108,A,54,quarterly,2022-Q1,2022-Q2,A->A,54,stable
022011,A,155,A,101,quarterly,2022-Q1,2022-Q2,A->A,54,stable
161033,A,197,A,143,quarterly,2022-Q1,2022-Q2,A->A,54,stable
202044,A,94,A,46,quarterly,2022-Q1,2022-Q2,A->A,48,stable
129015,A,173,A,126,quarterly,2022-Q1,2022-Q2,A->A,47,stable
146027,A,174,A,127,quarterly,2022-Q1,2022-Q2,A->A,47,stable
142003,A,102,A,57,quarterly,2022-Q1,2022-Q2,A->A,45,stable
142004,A,166,A,121,quarterly,2022-Q1,2022-Q2,A->A,45,stable
094001,A,321,A,278,quarterly,2022-Q1,2022-Q2,A->A,43,stable
041085,A,85,A,43,quarterly,2022-Q1,2022-Q2,A->A,42,stable
061012,A,153,A,113,quarterly,2022-Q1,2022-Q2,A->A,40,stable
142020,A,169,A,130,quarterly,2022-Q1,2022-Q2,A->A,39,stable
201026,A,54,A,16,quarterly,2022-Q1,2022-Q2,A->A,38,stable
087033,A,80,A,42,quarterly,2022-Q1,2022-Q2,A->A,38,stable
092017,A,320,A,288,quarterly,2022-Q1,2022-Q2,A->A,32,stable
014024,A,67,A,37,quarterly,2022-Q1,2022-Q2,A->A,30,stable
204000,A,34,A,8,quarterly,2022-Q1,2022-Q2,A->A,26,stable
012016,A,201,A,175,quarterly,2022-Q1,2022-Q2,A->A,26,stable
103077,A,269,A,243,quarterly,2022-Q1,2022-Q2,A->A,26,stable
142002,A,101,A,78,quarterly,2022-Q1,2022-Q2,A->A,23,stable
018073,A,49,A,27,quarterly,2022-Q1,2022-Q2,A->A,22,stable
031003,A,43,A,28,quarterly,2022-Q1,2022-Q2,A->A,15,stable
022012,A,179,A,164,quarterly,2022-Q1,2022-Q2,A->A,15,stable
018002,A,37,A,24,quarterly,2022-Q1,2022-Q2,A->A,13,stable
143022,A,38,A,25,quarterly,2022-Q1,2022-Q2,A->A,13,stable
031021,A,159,A,146,quarterly,2022-Q1,2022-Q2,A->A,13,stable
121059,A,171,A,158,quarterly,2022-Q1,2022-Q2,A->A,13,stable
051046,A,178,A,166,quarterly,2022-Q1,2022-Q2,A->A,12,stable
022043,A,15,A,6,quarterly,2022-Q1,2022-Q2,A->A,9,stable
031047,A,9,A,2,quarterly,2022-Q1,2022-Q2,A->A,7,stable
016010,A,26,A,19,quarterly,2022-Q1,2022-Q2,A->A,7,stable
084052,A,156,A,149,quarterly,2022-Q1,2022-Q2,A->A,7,stable
032040,A,19,A,13,quarterly,2022-Q1,2022-Q2,A->A,6,stable
018000,A,8,A,3,quarterly,2022-Q1,2022-Q2,A->A,5,stable
061016,A,16,A,12,quarterly,2022-Q1,2022-Q2,A->A,4,stable
022009,A,21,A,17,quarterly,2022-Q1,2022-Q2,A->A,4,stable
065037,A,42,A,39,quarterly,2022-Q1,2022-Q2,A->A,3,stable
011007,A,240,A,237,quarterly,2022-Q1,2022-Q2,A->A,3,stable
011030,A,25,A,23,quarterly,2022-Q1,2022-Q2,A->A,2,stable
022053,A,5,A,4,quarterly,2022-Q1,2022-Q2,A->A,1,stable
011026,A,10,A,9,quarterly,2022-Q1,2022-Q2,A->A,1,stable
031006,A,11,A,10,quarterly,2022-Q1,2022-Q2,A->A,1,stable
017012,A,51,A,50,quarterly,2022-Q1,2022-Q2,A->A,1,stable
011014,A,1,A,1,quarterly,2022-Q1,2022-Q2,A->A,0,stable
167006,A,53,A,53,quarterly,2022-Q1,2022-Q2,A->A,0,stable
017002,A,225,A,225,quarterly,2022-Q1,2022-Q2,A->A,0,stable
014014,A,20,A,21,quarterly,2022-Q1,2022-Q2,A->A,-1,stable
014012,A,4,A,7,quarterly,2022-Q1,2022-Q2,A->A,-3,stable
167004,A,22,A,26,quarterly,2022-Q1,2022-Q2,A->A,-4,stable
012012,A,6,A,11,quarterly,2022-Q1,2022-Q2,A->A,-5,stable
091013,A,35,A,40,quarterly,2022-Q1,2022-Q2,A->A,-5,stable
143020,A,45,A,52,quarterly,2022-Q1,2022-Q2,A->A,-7,stable
012040,A,12,A,20,quarterly,2022-Q1,2022-Q2,A->A,-8,stable
051085,A,24,A,32,quarterly,2022-Q1,2022-Q2,A->A,-8,stable
011013,A,33,A,41,quarterly,2022-Q1,2022-Q2,A->A,-8,stable
031034,A,17,A,29,quarterly,2022-Q1,2022-Q2,A->A,-12,stable
093002,A,47,A,63,quarterly,2022-Q1,2022-Q2,A->A,-16,stable
051097,A,192,A,213,quarterly,2022-Q1,2022-Q2,A->A,-21,stable
022114,A,84,A,106,quarterly,2022-Q1,2022-Q2,A->A,-22,stable
092073,A,194,A,216,quarterly,2022-Q1,2022-Q2,A->A,-22,stable
012019,A,7,A,30,quarterly,2022-Q1,2022-Q2,A->A,-23,stable
063014,A,50,A,75,quarterly,2022-Q1,2022-Q2,A->A,-25,stable
121060,A,172,A,197,quarterly,2022-Q1,2022-Q2,A->A,-25,stable
091016,A,63,A,90,quarterly,2022-Q1,2022-Q2,A->A,-27,stable
071039,A,31,A,59,quarterly,2022-Q1,2022-Q2,A->A,-28,stable
011024,A,32,A,60,quarterly,2022-Q1,2022-Q2,A->A,-28,stable
013014,A,36,A,64,quarterly,2022-Q1,2022-Q2,A->A,-28,stable
015155,A,149,A,179,quarterly,2022-Q1,2022-Q2,A->A,-30,stable
092001,A,140,A,171,quarterly,2022-Q1,2022-Q2,A->A,-31,stable
013039,A,143,A,174,quarterly,2022-Q1,2022-Q2,A->A,-31,stable
087037,A,3,A,36,quarterly,2022-Q1,2022-Q2,A->A,-33,stable
093005,A,55,A,89,quarterly,2022-Q1,2022-Q2,A->A,-34,stable
012037,A,13,A,49,quarterly,2022-Q1,2022-Q2,A->A,-36,stable
062006,A,112,A,148,quarterly,2022-Q1,2022-Q2,A->A,-36,stable
071089,A,110,A,147,quarterly,2022-Q1,2022-Q2,A->A,-37,stable
022027,A,29,A,68,quarterly,2022-Q1,2022-Q2,A->A,-39,stable
