sku,prev_abc_class,prev_rank,curr_abc_class,curr_rank,period_type,prev_period,curr_period,class_change,rank_delta,movement_direction
071115,A,336,A,139,annual,2022,2023,A->A,197,stable
086125,A,493,A,296,annual,2022,2023,A->A,197,stable
023065,A,497,A,300,annual,2022,2023,A->A,197,stable
012017,A,223,A,32,annual,2022,2023,A->A,191,stable
063007,A,337,A,146,annual,2022,2023,A->A,191,stable
032099,A,415,A,226,annual,2022,2023,A->A,189,stable
142044,A,318,A,134,annual,2022,2023,A->A,184,stable
091035,A,637,A,455,annual,2022,2023,A->A,182,stable
022146,A,307,A,129,annual,2022,2023,A->A,178,stable
018014,B,1503,B,1326,annual,2022,2023,B->B,177,stable
161032,A,537,A,365,annual,2022,2023,A->A,172,stable
102174,B,1251,B,1079,annual,2022,2023,B->B,172,stable
167002,A,324,A,160,annual,2022,2023,A->A,164,stable
103125,A,723,A,561,annual,2022,2023,A->A,162,stable
033051,A,282,A,121,annual,2022,2023,A->A,161,stable
102156,A,554,A,397,annual,2022,2023,A->A,157,stable
206029,B,1183,B,1028,annual,2022,2023,B->B,155,stable
051026,B,1308,B,1153,annual,2022,2023,B->B,155,stable
103035,A,557,A,403,annual,2022,2023,A->A,154,stable
202045,A,592,A,438,annual,2022,2023,A->A,154,stable
152033,B,1359,B,1205,annual,2022,2023,B->B,154,stable
161117,B,1361,B,1208,annual,2022,2023,B->B,153,stable
169014,B,1364,B,1211,annual,2022,2023,B->B,153,stable
202049,A,594,A,442,annual,2022,2023,A->A,152,stable
106019,A,721,A,569,annual,2022,2023,A->A,152,stable
018023,A,192,A,41,annual,2022,2023,A->A,151,stable
016016,C,2549,C,2398,annual,2022,2023,C->C,151,stable
049017,B,1307,B,1160,annual,2022,2023,B->B,147,stable
161045,A,661,A,521,annual,2022,2023,A->A,140,stable
167005,A,219,A,81,annual,2022,2023,A->A,138,stable
091000,A,384,A,248,annual,2022,2023,A->A,136,stable
146094,A,687,A,551,annual,2022,2023,A->A,136,stable
161068,B,1360,B,1224,annual,2022,2023,B->B,136,stable
134003,A,404,A,270,annual,2022,2023,A->A,134,stable
086134,B,1147,B,1019,annual,2022,2023,B->B,128,stable
041035,B,1301,B,1173,annual,2022,2023,B->B,128,stable
103034,A,552,A,429,annual,2022,2023,A->A,123,stable
091043,A,652,A,529,annual,2022,2023,A->A,123,stable
102154,A,558,A,439,annual,2022,2023,A->A,119,stable
087022,B,1217,B,1101,annual,2022,2023,B->B,116,stable
133049,B,2057,B,1941,annual,2022,2023,B->B,116,stable
033016,B,1157,B,1043,annual,2022,2023,B->B,114,stable
147022,B,1209,B,1097,annual,2022,2023,B->B,112,stable
087004,A,148,A,40,annual,2022,2023,A->A,108,stable
031107,A,298,A,192,annual,2022,2023,A->A,106,stable
065066,A,408,A,302,annual,2022,2023,A->A,106,stable
147024,B,1266,B,1161,annual,2022,2023,B->B,105,stable
203012,B,1206,B,1102,annual,2022,2023,B->B,104,stable
051058,B,1280,B,1179,annual,2022,2023,B->B,101,stable
012014,A,123,A,26,annual,2022,2023,A->A,97,stable
051204,A,259,A,162,annual,2022,2023,A->A,97,stable
103121,A,583,A,486,annual,2022,2023,A->A,97,stable
041066,A,240,A,145,annual,2022,2023,A->A,95,stable
083112,B,1079,B,984,annual,2022,2023,B->B,95,stable
033050,A,281,A,187,annual,2022,2023,A->A,94,stable
202010,A,600,A,513,annual,2022,2023,A->A,87,stable
041086,A,238,A,154,annual,2022,2023,A->A,84,stable
051003,A,332,A,249,annual,2022,2023,A->A,83,stable
201112,A,529,A,446,annual,2022,2023,A->A,83,stable
051016,B,1189,B,1106,annual,2022,2023,B->B,83,stable
062041,B,2110,B,2028,annual,2022,2023,B->B,82,stable
043010,A,450,A,371,annual,2022,2023,A->A,79,stable
051216,B,989,B,910,annual,2022,2023,B->B,79,stable
051094,B,985,B,909,annual,2022,2023,B->B,76,stable
093074,B,971,B,896,annual,2022,2023,B->B,75,stable
018060,B,1101,B,1026,annual,2022,2023,B->B,75,stable
092030,B,1190,B,1115,annual,2022,2023,B->B,75,stable
172175,B,1006,B,933,annual,2022,2023,B->B,73,stable
018072,A,104,A,33,annual,2022,2023,A->A,71,stable
012029,A,226,A,157,annual,2022,2023,A->A,69,stable
204025,A,416,A,347,annual,2022,2023,A->A,69,stable
051206,B,988,B,919,annual,2022,2023,B->B,69,stable
144000,B,2332,B,2264,annual,2022,2023,B->B,68,stable
096018,B,2375,B,2307,annual,2022,2023,B->B,68,stable
133057,B,882,B,815,annual,2022,2023,B->B,67,stable
015170,A,700,A,643,annual,2022,2023,A->A,57,stable
012006,A,477,A,421,annual,2022,2023,A->A,56,stable
061010,A,178,A,123,annual,2022,2023,A->A,55,stable
015169,A,699,A,644,annual,2022,2023,A->A,55,stable
075010,A,195,A,142,annual,2022,2023,A->A,53,stable
091055,B,976,B,923,annual,2022,2023,B->B,53,stable
071124,A,472,A,420,annual,2022,2023,A->A,52,stable
167000,A,662,A,610,annual,2022,2023,A->A,52,stable
083116,A,252,A,203,annual,2022,2023,A->A,49,stable
075015,A,391,A,342,annual,2022,2023,A->A,49,stable
T000001,B,1072,B,1025,annual,2022,2023,B->B,47,stable
146087,B,854,B,808,annual,2022,2023,B->B,46,stable
083121,A,397,A,352,annual,2022,2023,A->A,45,stable
184127,B,2162,B,2120,annual,2022,2023,B->B,42,stable
145089,B,2279,B,2238,annual,2022,2023,B->B,41,stable
103129,A,711,A,671,annual,2022,2023,A->A,40,stable
022151,A,101,A,66,annual,2022,2023,A->A,35,stable
203074,A,235,A,200,annual,2022,2023,A->A,35,stable
205027,C,2526,C,2491,annual,2022,2023,C->C,35,stable
209012,A,182,A,149,annual,2022,2023,A->A,33,stable
143049,B,864,B,831,annual,2022,2023,B->B,33,stable
032023,B,885,B,852,annual,2022,2023,B->B,33,stable
062016,A,129,A,98,annual,2022,2023,A->A,31,stable
171126,A,631,A,602,annual,2022,2023,A->A,29,stable
161037,A,643,A,614,annual,2022,2023,A->A,29,stable
049029,A,644,A,616,annual,2022,2023,A->A,28,stable
092110,A,653,A,625,annual,2022,2023,A->A,28,stable
031021,A,153,A,126,annual,2022,2023,A->A,27,stable
091017,B,967,B,942,annual,2022,2023,B->B,25,stable
018027,A,245,A,221,annual,2022,2023,A->A,24,stable
022159,A,116,A,93,annual,2022,2023,A->A,23,stable
102526,B,937,B,914,annual,2022,2023,B->B,23,stable
146043,A,130,A,109,annual,2022,2023,A->A,21,stable
018083,A,677,A,656,annual,2022,2023,A->A,21,stable
023080,A,106,A,86,annual,2022,2023,A->A,20,stable
022010,A,236,A,216,annual,2022,2023,A->A,20,stable
021033,A,610,A,590,annual,2022,2023,A->A,20,stable
204030,A,114,A,95,annual,2022,2023,A->A,19,stable
013014,A,59,A,42,annual,2022,2023,A->A,17,stable
202011,A,368,A,351,annual,2022,2023,A->A,17,stable
071123,A,395,A,379,annual,2022,2023,A->A,16,stable
144051,A,534,A,520,annual,2022,2023,A->A,14,stable
022126,A,269,A,258,annual,2022,2023,A->A,11,stable
041042,A,626,A,615,annual,2022,2023,A->A,11,stable
075008,A,355,A,345,annual,2022,2023,A->A,10,stable
202003,A,514,A,504,annual,2022,2023,A->A,10,stable
031124,A,71,A,62,annual,2022,2023,A->A,9,stable
012025,A,27,A,20,annual,2022,2023,A->A,7,stable
161111,A,612,A,605,annual,2022,2023,A->A,7,stable
014014,A,19,A,13,annual,2022,2023,A->A,6,stable
167004,A,24,A,18,annual,2022,2023,A->A,6,stable
018071,A,53,A,47,annual,2022,2023,A->A,6,stable
092073,A,118,A,113,annual,2022,2023,A->A,5,stable
161132,A,530,A,525,annual,2022,2023,A->A,5,stable
031026,A,105,A,101,annual,2022,2023,A->A,4,stable
075004,A,359,A,355,annual,2022,2023,A->A,4,stable
031045,A,8,A,5,annual,2022,2023,A->A,3,stable
091159,A,119,A,116,annual,2022,2023,A->A,3,stable
051085,A,26,A,24,annual,2022,2023,A->A,2,stable
011030,A,22,A,21,annual,2022,2023,A->A,1,stable
018076,A,77,A,76,annual,2022,2023,A->A,1,stable
017002,A,206,A,205,annual,2022,2023,A->A,1,stable
011014,A,1,A,1,annual,2022,2023,A->A,0,stable
018000,A,2,A,2,annual,2022,2023,A->A,0,stable
022053,A,3,A,3,annual,2022,2023,A->A,0,stable
014012,A,5,A,6,annual,2022,2023,A->A,-1,stable
061016,A,13,A,16,annual,2022,2023,A->A,-3,stable
018073,A,35,A,38,annual,2022,2023,A->A,-3,stable
031047,A,4,A,8,annual,2022,2023,A->A,-4,stable
012012,A,6,A,10,annual,2022,2023,A->A,-4,stable
022043,A,7,A,11,annual,2022,2023,A->A,-4,stable
011026,A,9,A,14,annual,2022,2023,A->A,-5,stable
031006,A,12,A,17,annual,2022,2023,A->A,-5,stable
051086,A,66,A,71,annual,2022,2023,A->A,-5,stable
74P,A,175,A,180,annual,2022,2023,A->A,-5,stable
201026,A,29,A,36,annual,2022,2023,A->A,-7,stable
202022,A,39,A,46,annual,2022,2023,A->A,-7,stable
131110,A,476,A,483,annual,2022,2023,A->A,-7,stable
032040,A,14,A,22,annual,2022,2023,A->A,-8,stable
063014,A,44,A,52,annual,2022,2023,A->A,-8,stable
086009,A,437,A,445,annual,2022,2023,A->A,-8,stable
204000,A,15,A,25,annual,2022,2023,A->A,-10,stable
012016,A,69,A,79,annual,2022,2023,A->A,-10,stable
204050,A,250,A,260,annual,2022,2023,A->A,-10,stable
144011,A,430,A,441,annual,2022,2023,A->A,-11,stable
016010,A,18,A,30,annual,2022,2023,A->A,-12,stable
022009,A,25,A,37,annual,2022,2023,A->A,-12,stable
167003,A,80,A,92,annual,2022,2023,A->A,-12,stable
174006,A,83,A,96,annual,2022,2023,A->A,-13,stable
092018,A,141,A,156,annual,2022,2023,A->A,-15,stable
019055,A,176,A,191,annual,2022,2023,A->A,-15,stable
086112,A,466,A,481,annual,2022,2023,A->A,-15,stable
142003,A,62,A,85,annual,2022,2023,A->A,-23,stable
203025,A,121,A,144,annual,2022,2023,A->A,-23,stable
031007,A,99,A,127,annual,2022,2023,A->A,-28,stable
091016,A,102,A,130,annual,2022,2023,A->A,-28,stable
022021,A,169,A,197,annual,2022,2023,A->A,-28,stable
022137,C,2797,C,2825,annual,2022,2023,C->C,-28,stable
023014,C,2801,C,2829,annual,2022,2023,C->C,-28,stable
033035,C,2812,C,2841,annual,2022,2023,C->C,-29,stable
032031,A,28,A,58,annual,2022,2023,A->A,-30,stable
011013,A,34,A,64,annual,2022,2023,A->A,-30,stable
012019,A,17,A,49,annual,2022,2023,A->A,-32,stable
032088,A,38,A,70,annual,2022,2023,A->A,-32,stable
069002,A,64,A,97,annual,2022,2023,A->A,-33,stable
034010,C,2814,C,2847,annual,2022,2023,C->C,-33,stable
034017,C,2816,C,2849,annual,2022,2023,C->C,-33,stable
022101,C,2557,C,2591,annual,2022,2023,C->C,-34,stable
204051,A,55,A,91,annual,2022,2023,A->A,-36,stable
025000,C,2560,C,2596,annual,2022,2023,C->C,-36,stable
083115,C,2605,C,2641,annual,2022,2023,C->C,-36,stable
MHP0104,C,3359,C,3395,annual,2022,2023,C->C,-36,stable
031003,A,20,A,57,annual,2022,2023,A->A,-37,stable
092027,A,239,A,276,annual,2022,2023,A->A,-37,stable
042012,C,2573,C,2610,annual,2022,2023,C->C,-37,stable
133037,B,2010,B,2048,annual,2022,2023,B->B,-38,stable
042052,C,2574,C,2612,annual,2022,2023,C->C,-38,stable
042061,C,2576,C,2614,annual,2022,2023,C->C,-38,stable
MBEL094,C,3355,C,3393,annual,2022,2023,C->C,-38,stable
022012,A,160,A,199,annual,2022,2023,A->A,-39,stable
032077,B,2141,B,2180,annual,2022,2023,B->B,-39,stable
107072,C,2648,C,2687,annual,2022,2023,C->C,-39,stable
044004,C,2842,C,2881,annual,2022,2023,C->C,-39,stable
046009,C,2851,C,2890,annual,2022,2023,C->C,-39,stable
046010,C,2852,C,2891,annual,2022,2023,C->C,-39,stable
046011,C,2853,C,2892,annual,2022,2023,C->C,-39,stable
046012,C,2854,C,2893,annual,2022,2023,C->C,-39,stable
012040,A,16,A,56,annual,2022,2023,A->A,-40,stable
036030,C,2819,C,2859,annual,2022,2023,C->C,-40,stable
044082,C,2848,C,2888,annual,2022,2023,C->C,-40,stable
018028,A,344,A,385,annual,2022,2023,A->A,-41,stable
033001,B,2254,B,2295,annual,2022,2023,B->B,-41,stable
041067,C,2826,C,2867,annual,2022,2023,C->C,-41,stable
042007,C,2827,C,2868,annual,2022,2023,C->C,-41,stable
042054,C,2828,C,2869,annual,2022,2023,C->C,-41,stable
042056,C,2829,C,2870,annual,2022,2023,C->C,-41,stable
051109,A,188,A,230,annual,2022,2023,A->A,-42,stable
152118,C,2695,C,2737,annual,2022,2023,C->C,-42,stable
152121,C,2696,C,2738,annual,2022,2023,C->C,-42,stable
154001,C,2699,C,2741,annual,2022,2023,C->C,-42,stable
1836BR,A,75,A,118,annual,2022,2023,A->A,-43,stable
206002,C,2746,C,2789,annual,2022,2023,C->C,-43,stable
042072,C,2832,C,2875,annual,2022,2023,C->C,-43,stable
051208,C,2874,C,2917,annual,2022,2023,C->C,-43,stable
143020,A,33,A,77,annual,2022,2023,A->A,-44,stable
034043,A,200,A,244,annual,2022,2023,A->A,-44,stable
143022,A,43,A,88,annual,2022,2023,A->A,-45,stable
112022,A,308,A,353,annual,2022,2023,A->A,-45,stable
071074,A,342,A,387,annual,2022,2023,A->A,-45,stable
102074,C,2625,C,2670,annual,2022,2023,C->C,-45,stable
127017,C,2664,C,2709,annual,2022,2023,C->C,-45,stable
145076,C,2685,C,2730,annual,2022,2023,C->C,-45,stable
152015,C,2690,C,2735,annual,2022,2023,C->C,-45,stable
152099,C,2691,C,2736,annual,2022,2023,C->C,-45,stable
142017,A,140,A,186,annual,2022,2023,A->A,-46,stable
071009,A,244,A,290,annual,2022,2023,A->A,-46,stable
043003,A,285,A,331,annual,2022,2023,A->A,-46,stable
167006,A,65,A,112,annual,2022,2023,A->A,-47,stable
145074,C,2496,C,2543,annual,2022,2023,C->C,-47,stable
022014,A,57,A,105,annual,2022,2023,A->A,-48,stable
143044,C,2494,C,2542,annual,2022,2023,C->C,-48,stable
152107,C,2501,C,2549,annual,2022,2023,C->C,-48,stable
087037,A,10,A,60,annual,2022,2023,A->A,-50,stable
991103,C,2528,C,2578,annual,2022,2023,C->C,-50,stable
032026,A,522,A,574,annual,2022,2023,A->A,-52,stable
091135,A,41,A,94,annual,2022,2023,A->A,-53,stable
011009,A,63,A,117,annual,2022,2023,A->A,-54,stable
011000,A,86,A,141,annual,2022,2023,A->A,-55,stable
142004,A,110,A,165,annual,2022,2023,A->A,-55,stable
MBEL072,C,3336,C,3392,annual,2022,2023,C->C,-56,stable
016037,A,171,A,228,annual,2022,2023,A->A,-57,stable
075009,A,261,A,318,annual,2022,2023,A->A,-57,stable
203015,A,518,A,575,annual,2022,2023,A->A,-57,stable
102213,A,541,A,598,annual,2022,2023,A->A,-57,stable
016008,A,183,A,241,annual,2022,2023,A->A,-58,stable
016017,A,216,A,275,annual,2022,2023,A->A,-59,stable
065037,A,42,A,102,annual,2022,2023,A->A,-60,stable
145012,B,2159,B,2219,annual,2022,2023,B->B,-60,stable
092046,A,186,A,247,annual,2022,2023,A->A,-61,stable
019056,A,97,A,159,annual,2022,2023,A->A,-62,stable
087033,A,87,A,150,annual,2022,2023,A->A,-63,stable
112012,A,613,A,677,annual,2022,2023,A->A,-64,stable
032093,B,2072,B,2136,annual,2022,2023,B->B,-64,stable
019057,A,98,A,163,annual,2022,2023,A->A,-65,stable
032075,A,131,A,196,annual,2022,2023,A->A,-65,stable
011024,A,56,A,125,annual,2022,2023,A->A,-69,stable
051213,A,381,A,450,annual,2022,2023,A->A,-69,stable
018002,A,40,A,110,annual,2022,2023,A->A,-70,stable
051174,A,387,A,459,annual,2022,2023,A->A,-72,stable
092017,A,388,A,460,annual,2022,2023,A->A,-72,stable
083021,A,179,A,253,annual,2022,2023,A->A,-74,stable
086091,A,417,A,491,annual,2022,2023,A->A,-74,stable
091142,A,445,A,519,annual,2022,2023,A->A,-74,stable
091013,A,30,A,106,annual,2022,2023,A->A,-76,stable
083094,C,2888,C,2964,annual,2022,2023,C->C,-76,stable
083095,C,2889,C,2965,annual,2022,2023,C->C,-76,stable
146027,A,125,A,202,annual,2022,2023,A->A,-77,stable
021043,A,517,A,594,annual,2022,2023,A->A,-77,stable
041085,A,58,A,136,annual,2022,2023,A->A,-78,stable
065068,A,559,A,639,annual,2022,2023,A->A,-80,stable
201027,A,113,A,195,annual,2022,2023,A->A,-82,stable
013064,A,390,A,472,annual,2022,2023,A->A,-82,stable
084027,A,421,A,503,annual,2022,2023,A->A,-82,stable
142002,A,115,A,198,annual,2022,2023,A->A,-83,stable
201017,A,321,A,404,annual,2022,2023,A->A,-83,stable
114015,A,481,A,564,annual,2022,2023,A->A,-83,stable
091094,C,2904,C,2991,annual,2022,2023,C->C,-87,stable
091099,C,2905,C,2992,annual,2022,2023,C->C,-87,stable
202044,A,60,A,148,annual,2022,2023,A->A,-88,stable
031050,A,310,A,398,annual,2022,2023,A->A,-88,stable
091102,C,2906,C,2994,annual,2022,2023,C->C,-88,stable
091151,C,2910,C,2998,annual,2022,2023,C->C,-88,stable
051106,A,81,A,170,annual,2022,2023,A->A,-89,stable
128033,A,446,A,535,annual,2022,2023,A->A,-89,stable
152022,A,611,A,700,annual,2022,2023,A->A,-89,stable
091161,C,2911,C,3000,annual,2022,2023,C->C,-89,stable
203014,A,591,A,685,annual,2022,2023,A->A,-94,stable
172048,A,605,A,699,annual,2022,2023,A->A,-94,stable
061012,A,95,A,190,annual,2022,2023,A->A,-95,stable
093010,A,134,A,229,annual,2022,2023,A->A,-95,stable
031034,A,23,A,119,annual,2022,2023,A->A,-96,stable
092045,C,2917,C,3014,annual,2022,2023,C->C,-97,stable
092108,C,2924,C,3021,annual,2022,2023,C->C,-97,stable
MBEL021,C,3292,C,3389,annual,2022,2023,C->C,-97,stable
MBEL022,C,3293,C,3390,annual,2022,2023,C->C,-97,stable
MBEL023,C,3294,C,3391,annual,2022,2023,C->C,-97,stable
012007,A,152,A,251,annual,2022,2023,A->A,-99,stable
074031,A,667,A,766,annual,2022,2023,A->A,-99,stable
092072,C,2919,C,3018,annual,2022,2023,C->C,-99,stable
092080,A,117,A,218,annual,2022,2023,A->A,-101,stable
203011,B,752,B,853,annual,2022,2023,B->B,-101,stable
129060,A,555,A,658,annual,2022,2023,A->A,-103,stable
094002,C,2938,C,3042,annual,2022,2023,C->C,-104,stable
094003,C,2939,C,3043,annual,2022,2023,C->C,-104,stable
094043,C,2945,C,3050,annual,2022,2023,C->C,-105,stable
143028,A,601,A,708,annual,2022,2023,A->A,-107,stable
051013,A,627,A,734,annual,2022,2023,A->A,-107,stable
094001,A,174,A,282,annual,2022,2023,A->A,-108,stable
018078,A,207,A,316,annual,2022,2023,A->A,-109,stable
MBEL006,C,3278,C,3387,annual,2022,2023,C->C,-109,stable
MBEL007,C,3279,C,3388,annual,2022,2023,C->C,-109,stable
093045,A,108,A,219,annual,2022,2023,A->A,-111,stable
102183,A,315,A,426,annual,2022,2023,A->A,-111,stable
107060,A,475,A,587,annual,2022,2023,A->A,-112,stable
205147,A,602,A,714,annual,2022,2023,A->A,-112,stable
143019,A,149,A,262,annual,2022,2023,A->A,-113,stable
031118,A,231,A,344,annual,2022,2023,A->A,-113,stable
107057,A,582,A,695,annual,2022,2023,A->A,-113,stable
129047,B,896,B,1010,annual,2022,2023,B->B,-114,stable
012037,A,32,A,147,annual,2022,2023,A->A,-115,stable
022114,A,61,A,177,annual,2022,2023,A->A,-116,stable
023008,B,761,B,877,annual,2022,2023,B->B,-116,stable
031004,A,67,A,184,annual,2022,2023,A->A,-117,stable
018013,A,268,A,386,annual,2022,2023,A->A,-118,stable
120508,C,2989,C,3107,annual,2022,2023,C->C,-118,stable
152115,C,3076,C,3194,annual,2022,2023,C->C,-118,stable
152119,C,3077,C,3195,annual,2022,2023,C->C,-118,stable
152122,C,3078,C,3196,annual,2022,2023,C->C,-118,stable
152124,C,3079,C,3197,annual,2022,2023,C->C,-118,stable
161034,C,3094,C,3212,annual,2022,2023,C->C,-118,stable
152112,C,3074,C,3193,annual,2022,2023,C->C,-119,stable
154025,C,3083,C,3202,annual,2022,2023,C->C,-119,stable
161059,C,3095,C,3214,annual,2022,2023,C->C,-119,stable
096006,B,777,B,897,annual,2022,2023,B->B,-120,stable
152095,C,3066,C,3186,annual,2022,2023,C->C,-120,stable
152096,C,3067,C,3187,annual,2022,2023,C->C,-120,stable
152097,C,3068,C,3188,annual,2022,2023,C->C,-120,stable
152098,C,3069,C,3189,annual,2022,2023,C->C,-120,stable
152102,C,3070,C,3190,annual,2022,2023,C->C,-120,stable
152105,C,3071,C,3192,annual,2022,2023,C->C,-121,stable
172088,A,286,A,408,annual,2022,2023,A->A,-122,stable
093002,A,94,A,217,annual,2022,2023,A->A,-123,stable
142020,A,199,A,322,annual,2022,2023,A->A,-123,stable
128042,C,3004,C,3127,annual,2022,2023,C->C,-123,stable
174010,C,3130,C,3253,annual,2022,2023,C->C,-123,stable
203070,C,3228,C,3351,annual,2022,2023,C->C,-123,stable
018018,A,191,A,315,annual,2022,2023,A->A,-124,stable
023074,A,325,A,449,annual,2022,2023,A->A,-124,stable
127020,C,2996,C,3120,annual,2022,2023,C->C,-124,stable
146065,A,319,A,444,annual,2022,2023,A->A,-125,stable
174025,C,3131,C,3256,annual,2022,2023,C->C,-125,stable
DD18C,A,166,A,292,annual,2022,2023,A->A,-126,stable
091090,A,202,A,328,annual,2022,2023,A->A,-126,stable
167007,C,3107,C,3233,annual,2022,2023,C->C,-126,stable
122046,B,832,B,960,annual,2022,2023,B->B,-128,stable
091045,A,135,A,264,annual,2022,2023,A->A,-129,stable
147016,C,3041,C,3171,annual,2022,2023,C->C,-130,stable
133095,B,813,B,944,annual,2022,2023,B->B,-131,stable
011003,B,1943,B,2074,annual,2022,2023,B->B,-131,stable
184136,C,3196,C,3327,annual,2022,2023,C->C,-131,stable
142008,A,79,A,211,annual,2022,2023,A->A,-132,stable
052000,A,173,A,306,annual,2022,2023,A->A,-133,stable
061013,B,812,B,948,annual,2022,2023,B->B,-136,stable
065020,B,830,B,969,annual,2022,2023,B->B,-139,stable
172057,B,771,B,912,annual,2022,2023,B->B,-141,stable
014011,B,822,B,963,annual,2022,2023,B->B,-141,stable
103078,A,356,A,498,annual,2022,2023,A->A,-142,stable
102494,B,902,B,1045,annual,2022,2023,B->B,-143,stable
016015,A,157,A,301,annual,2022,2023,A->A,-144,stable
034019,B,1377,B,1521,annual,2022,2023,B->B,-144,stable
051068,B,968,B,1113,annual,2022,2023,B->B,-145,stable
031105,A,36,A,182,annual,2022,2023,A->A,-146,stable
016005,A,214,A,360,annual,2022,2023,A->A,-146,stable
084053,B,919,B,1066,annual,2022,2023,B->B,-147,stable
063009,A,228,A,377,annual,2022,2023,A->A,-149,stable
013041,B,2026,B,2175,annual,2022,2023,B->B,-149,stable
021045,A,431,A,582,annual,2022,2023,A->A,-151,stable
106032,B,852,B,1003,annual,2022,2023,B->B,-151,stable
075012,A,189,A,341,annual,2022,2023,A->A,-152,stable
131075,A,393,A,545,annual,2022,2023,A->A,-152,stable
042035,B,859,B,1012,annual,2022,2023,B->B,-153,stable
174013,B,979,B,1133,annual,2022,2023,B->B,-154,stable
203010,B,934,B,1089,annual,2022,2023,B->B,-155,stable
093082,A,128,A,285,annual,2022,2023,A->A,-157,stable
103141,A,277,A,434,annual,2022,2023,A->A,-157,stable
203009,B,914,B,1071,annual,2022,2023,B->B,-157,stable
143076,B,1233,B,1390,annual,2022,2023,B->B,-157,stable
041064,A,448,A,606,annual,2022,2023,A->A,-158,stable
086005,B,2147,B,2306,annual,2022,2023,B->B,-159,stable
051113,A,443,A,607,annual,2022,2023,A->A,-164,stable
112027,B,909,B,1073,annual,2022,2023,B->B,-164,stable
152113,B,960,B,1126,annual,2022,2023,B->B,-166,stable
022018,A,271,A,440,annual,2022,2023,A->A,-169,stable
051098,B,969,B,1138,annual,2022,2023,B->B,-169,stable
