axis,freq,target,model,fold_id,fold_start,fold_end,wape,smape,mase,wape_peak5,smape_peak5,mase_peak5,coverage_empirical
service,daily,cajas_in,model_p80,3,2026-01-23,2026-02-19,0.7202290789680198,1.3656453515119125,0.20829687036935793,0.28943408449716734,0.24635475165941503,0.3790211270007506,
service,daily,pales_in,naive_t7,3,2026-01-23,2026-02-19,1.0693374422187982,0.6427956945576797,0.33364398841147935,0.8666666666666667,1.563308696972765,1.462456790702767,
service,daily,pales_in,ma7,3,2026-01-23,2026-02-19,0.8032137354171254,0.7786216545096972,0.25061072740088275,0.6293040293040294,0.9382157653585587,1.0619191743141816,
service,daily,pales_in,ma28,3,2026-01-23,2026-02-19,0.6895773717807617,1.3005305674081098,0.21515504419433143,0.5239926739926741,0.7099787846990182,0.8842115127220239,
service,daily,pales_in,model_p50,3,2026-01-23,2026-02-19,0.45065777918090844,1.2692616690419911,0.14060973918821493,0.6467481633699407,0.9556537420902447,1.0913552808402833,
service,daily,pales_in,model_p80,3,2026-01-23,2026-02-19,0.6165711251668227,1.2937079706940002,0.19237636429635147,0.46068430067120053,0.6160646489543232,0.777381789100099,
service,daily,peso_facturable_in,naive_t7,3,2026-01-23,2026-02-19,1.1840580015418771,0.49729627914049734,0.33112603571688903,0.8175731375029104,1.5704597165875835,1.6530988728351326,
service,daily,peso_facturable_in,ma7,3,2026-01-23,2026-02-19,1.0270165520088637,0.5270823272431097,0.28720883524243107,0.7059271425245259,1.003721618247462,1.427355315483155,
service,daily,peso_facturable_in,ma28,3,2026-01-23,2026-02-19,0.8910980367847828,0.5257871768807517,0.24919873855116376,0.6540488011859139,0.862603140859782,1.3224594674452046,
service,daily,peso_facturable_in,model_p50,3,2026-01-23,2026-02-19,0.689063374520469,1.2964737802214714,0.19269902594767035,0.16746331214054153,0.2875332059930871,0.33860385064300336,
service,daily,peso_facturable_in,model_p80,3,2026-01-23,2026-02-19,0.9902088931269822,1.3471707753831021,0.27691544239030236,0.17308950886628632,0.16451351963293417,0.3499797863716211,
workload,daily,conteo_movimientos,naive_t7,1,2024-11-12,2024-12-15,0.4568736409760812,0.635601038663106,0.901426564896573,0.3333333333333333,0.4029662733579784,1.0611187379480547,
workload,daily,conteo_movimientos,ma7,1,2024-11-12,2024-12-15,0.4123666862251062,0.5451958086256444,0.8136128944701825,0.3417190775681342,0.40917799324360843,1.0878135489656158,
