segment,antecedent,consequent,antecedent_size,consequent_size,support_itemset,confidence,lift,count_itemset,n_transactions
ALL,084099|126105,129079,2,1,0.008424493901672325,0.33668341708542715,21.251136635558744,67,7953
ALL,012012|012019,012040,2,1,0.00867597133157299,0.47586206896551725,21.14263147755731,69,7953
ALL,012040,012012|012019,1,2,0.00867597133157299,0.3854748603351955,21.14263147755731,69,7953
ALL,031149,204082,1,1,0.005406764742864328,0.39090909090909093,20.726000000000003,43,7953
ALL,204082,031149,1,1,0.005406764742864328,0.2866666666666667,20.726000000000003,43,7953
ALL,022199|065072,084099,2,1,0.010310574625927323,0.6776859504132232,20.64994775339603,82,7953
ALL,084099,022199|065072,1,2,0.010310574625927323,0.31417624521072796,20.649947753396027,82,7953
ALL,011105,011104|014012,1,2,0.009178926191374325,0.2807692307692308,19.93712225274726,73,7953
ALL,011104|014012,011105,2,1,0.009178926191374325,0.6517857142857143,19.937122252747255,73,7953
ALL,011014|011104,011105,2,1,0.007167106752168993,0.6404494382022473,19.59036300777874,57,7953
ALL,011105,011014|011104,1,2,0.007167106752168993,0.21923076923076926,19.59036300777874,57,7953
ALL,126105|202068,084099,2,1,0.006035458317615994,0.64,19.5016091954023,48,7953
ALL,014030,012025,1,1,0.005783980887715328,0.40350877192982454,19.449122807017545,46,7953
ALL,012025,014030,1,1,0.005783980887715328,0.2787878787878788,19.449122807017545,46,7953
ALL,126105|129079,084099,2,1,0.008424493901672325,0.6320754716981133,19.26013879852527,67,7953
ALL,084099,126105|129079,1,2,0.008424493901672325,0.2567049808429119,19.260138798525265,67,7953
ALL,011105,011104,1,1,0.020621149251854647,0.6307692307692309,19.14697592483852,164,7953
ALL,011104,011105,1,1,0.020621149251854647,0.6259541984732824,19.146975924838518,164,7953
ALL,065072|202068,084099,2,1,0.0067898906073179935,0.627906976744186,19.133119486768244,54,7953
ALL,084099,065072|202068,1,2,0.0067898906073179935,0.20689655172413793,19.133119486768244,54,7953
ALL,011105|014012,011104,2,1,0.009178926191374325,0.6293103448275863,19.10269149776257,73,7953
ALL,011104,011105|014012,1,2,0.009178926191374325,0.2786259541984733,19.10269149776257,73,7953
ALL,084099|126105,031149,2,1,0.006538413177417327,0.2613065326633166,18.892462311557793,52,7953
ALL,031149,084099|126105,1,2,0.006538413177417327,0.4727272727272728,18.89246231155779,52,7953
ALL,011104,011014|011105,1,2,0.007167106752168993,0.21755725190839695,18.806878526385663,57,7953
ALL,011014|011105,011104,2,1,0.007167106752168993,0.6195652173913043,18.80687852638566,57,7953
ALL,065072|129079,084099,2,1,0.00867597133157299,0.6160714285714285,18.772475369458125,69,7953
ALL,084099,065072|129079,1,2,0.00867597133157299,0.264367816091954,18.772475369458125,69,7953
ALL,011105|014014,011104,2,1,0.00704136803721866,0.6021505376344086,18.278256587047526,56,7953
ALL,011104,011105|014014,1,2,0.00704136803721866,0.21374045801526717,18.278256587047522,56,7953
ALL,129079,065072|084099,1,2,0.00867597133157299,0.5476190476190476,18.22265391512253,69,7953
ALL,065072|084099,129079,2,1,0.00867597133157299,0.28870292887029286,18.22265391512253,69,7953
ALL,012040,012019,1,1,0.009556142336225324,0.4245810055865922,18.15426202919445,76,7953
ALL,012019,012040,1,1,0.009556142336225324,0.4086021505376344,18.15426202919445,76,7953
ALL,065072|204082,084099,2,1,0.007292845467119326,0.5918367346938775,18.034013605442176,58,7953
ALL,084099,065072|204082,1,2,0.007292845467119326,0.2222222222222222,18.034013605442176,58,7953
ALL,084099,129079,1,1,0.009178926191374325,0.27969348659003834,17.653986498814085,73,7953
ALL,129079,084099,1,1,0.009178926191374325,0.5793650793650793,17.65398649881408,73,7953
ALL,022199|031149,084099,2,1,0.0074185841820696595,0.5784313725490197,17.6255352715799,59,7953
ALL,084099,022199|031149,1,2,0.0074185841820696595,0.2260536398467433,17.625535271579896,59,7953
ALL,126105|204082,084099,2,1,0.006035458317615994,0.5783132530120482,17.621936019941835,48,7953
ALL,011009,011026,1,1,0.0061611970325663274,0.6805555555555556,17.45954301075269,49,7953
ALL,022199,084099|126105,1,2,0.00943040362127499,0.436046511627907,17.42652214561178,75,7953
ALL,084099|126105,022199,2,1,0.00943040362127499,0.37688442211055273,17.426522145611777,75,7953
ALL,011000,011026,1,1,0.005029548598013328,0.6666666666666666,17.10322580645161,40,7953
ALL,031149,065072|084099,1,2,0.00704136803721866,0.5090909090909091,16.94058577405858,56,7953
ALL,065072|084099,031149,2,1,0.00704136803721866,0.23430962343096234,16.94058577405858,56,7953
ALL,031149,084099,1,1,0.007670061611970326,0.5545454545454546,16.897701149425288,61,7953
ALL,084099,031149,1,1,0.007670061611970326,0.23371647509578544,16.897701149425288,61,7953
ALL,012019|012037,012012,2,1,0.008173016471771658,0.9420289855072465,16.68587198605597,65,7953
ALL,022199|202068,084099,2,1,0.00590971960266566,0.5465116279069767,16.652900294039025,47,7953
ALL,051085,051086,1,1,0.005783980887715328,0.20353982300884957,16.517879718258985,46,7953
ALL,051086,051085,1,1,0.005783980887715328,0.4693877551020408,16.517879718258982,46,7953
ALL,084099|129079,126105,2,1,0.008424493901672325,0.9178082191780822,16.43992965568308,67,7953
ALL,012019|012040,012012,2,1,0.00867597133157299,0.9078947368421052,16.081262454577423,69,7953
ALL,065072|084099,022199,2,1,0.010310574625927323,0.34309623430962344,15.864211345723461,82,7953
ALL,022199,065072|084099,1,2,0.010310574625927323,0.47674418604651164,15.86421134572346,82,7953
ALL,022009|031006,204000,2,1,0.0061611970325663274,0.5975609756097561,15.841341463414635,49,7953
ALL,022199|204082,084099,2,1,0.005658242172764994,0.5172413793103448,15.760998810939356,45,7953
ALL,011014|011030,011026,2,1,0.010436313340877657,0.6102941176470588,15.656997153700189,83,7953
ALL,011026,011014|011030,1,2,0.010436313340877657,0.267741935483871,15.656997153700189,83,7953
ALL,065072|129079,126105,2,1,0.012196655350182321,0.8660714285714286,15.513211872586874,97,7953
ALL,126105,065072|129079,1,2,0.012196655350182321,0.21846846846846849,15.513211872586874,97,7953
ALL,022199|084099,126105,2,1,0.00943040362127499,0.8620689655172413,15.441519105312208,75,7953
ALL,022199,084099,1,1,0.01093926820067899,0.5058139534883721,15.412790697674419,87,7953
ALL,084099,022199,1,1,0.01093926820067899,0.3333333333333333,15.412790697674417,87,7953
ALL,031149|084099,126105,2,1,0.006538413177417327,0.8524590163934427,15.269384138236598,52,7953
ALL,129079,065072|126105,1,2,0.012196655350182321,0.7698412698412698,15.230217957829897,97,7953
ALL,065072|126105,129079,2,1,0.012196655350182321,0.24129353233830844,15.230217957829895,97,7953
ALL,202068|204082,084099,2,1,0.00628693574751666,0.49504950495049505,15.084784340503015,50,7953
ALL,129079,126105,1,1,0.01332830378473532,0.8412698412698412,15.068961818961817,106,7953
ALL,126105,129079,1,1,0.01332830378473532,0.23873873873873874,15.068961818961817,106,7953
ALL,011030,011014|011026,1,2,0.010436313340877657,0.38967136150234744,14.971286657140913,83,7953
ALL,011014|011026,011030,2,1,0.010436313340877657,0.40096618357487923,14.971286657140912,83,7953
ALL,022199|065072,126105,2,1,0.012699610209983654,0.8347107438016529,14.951474201474202,101,7953
ALL,126105,022199|065072,1,2,0.012699610209983654,0.22747747747747749,14.951474201474202,101,7953
ALL,012037|012040,012012,2,1,0.005406764742864328,0.8431372549019608,14.934232935936066,43,7953
ALL,092073,061016,1,1,0.005155287312963662,0.5942028985507247,14.907557262378278,41,7953
ALL,031149|065072,126105,2,1,0.007670061611970326,0.8243243243243243,14.765430971512053,61,7953
ALL,129079,065072|084042,1,2,0.005029548598013328,0.31746031746031744,14.764689501531604,40,7953
ALL,065072|084042,129079,2,1,0.005029548598013328,0.23391812865497075,14.764689501531604,40,7953
ALL,129079,084042,1,1,0.00628693574751666,0.39682539682539675,14.678848283499445,50,7953
ALL,084042,129079,1,1,0.00628693574751666,0.23255813953488372,14.678848283499445,50,7953
ALL,202068,084099|126105,1,2,0.006035458317615994,0.36641221374045796,14.643599677778202,48,7953
ALL,084099|126105,202068,2,1,0.006035458317615994,0.24120603015075376,14.643599677778202,48,7953
ALL,065072|202068,126105,2,1,0.008801710046523324,0.813953488372093,14.579666876178504,70,7953
ALL,084099|202068,126105,2,1,0.006035458317615994,0.8135593220338982,14.572606504809894,48,7953
ALL,084099|126105,065072,2,1,0.024016094555513644,0.9597989949748744,14.511941838469918,191,7953
ALL,065072,084099|126105,1,2,0.024016094555513644,0.3631178707224335,14.511941838469918,191,7953
ALL,084099,065072|126105,1,2,0.024016094555513644,0.731800766283525,14.477640532967348,191,7953
ALL,065072|126105,084099,2,1,0.024016094555513644,0.47512437810945274,14.477640532967348,191,7953
ALL,072090,126105,1,1,0.005281026027913994,0.8076923076923076,14.467515592515591,42,7953
ALL,031149|126105,065072,2,1,0.007670061611970326,0.9531250000000001,14.411032557034224,61,7953
ALL,022199|126105,065072,2,1,0.012699610209983654,0.9528301886792453,14.406575077121746,101,7953
ALL,065072|084099,126105,2,1,0.024016094555513644,0.799163179916318,14.314740472690264,191,7953
ALL,126105,065072|084099,1,2,0.024016094555513644,0.4301801801801802,14.314740472690264,191,7953
ALL,084099|129079,065072,2,1,0.00867597133157299,0.9452054794520547,14.291291213084014,69,7953
ALL,022199|084099,065072,2,1,0.010310574625927323,0.9425287356321839,14.250819457191557,82,7953
ALL,016024,061016,1,1,0.005029548598013328,0.5633802816901409,14.134269338428046,40,7953
ALL,126105|202068,065072,2,1,0.008801710046523324,0.9333333333333333,14.111787072243347,70,7953
ALL,126105|202062,065072,2,1,0.005281026027913994,0.9333333333333333,14.111787072243347,42,7953
ALL,201026,022043,1,1,0.005029548598013328,0.37383177570093457,14.090446029144704,40,7953
ALL,022009,204000,1,1,0.0074185841820696595,0.5267857142857143,13.965089285714287,59,7953
ALL,065072|204082,126105,2,1,0.009556142336225324,0.7755102040816326,13.891064533921677,76,7953
ALL,031149|084099,065072,2,1,0.00704136803721866,0.9180327868852459,13.880446300567227,56,7953
ALL,065072,084099,1,1,0.030051552873129637,0.45437262357414454,13.845308334425944,239,7953
ALL,084099,065072,1,1,0.030051552873129637,0.9157088122605364,13.845308334425942,239,7953
ALL,126105|204082,065072,2,1,0.009556142336225324,0.9156626506024096,13.844610380686243,76,7953
ALL,084099|202068,065072,2,1,0.0067898906073179935,0.9152542372881356,13.838435264548561,54,7953
ALL,126105|129079,065072,2,1,0.012196655350182321,0.9150943396226415,13.836017648324844,97,7953
ALL,012019,012012,1,1,0.018232113667798314,0.7795698924731183,13.808283641066167,145,7953
ALL,012012,012019,1,1,0.018232113667798314,0.32293986636971045,13.808283641066167,145,7953
ALL,202068,084099,1,1,0.0074185841820696595,0.45038167938931295,13.723699219092742,59,7953
ALL,084099,202068,1,1,0.0074185841820696595,0.2260536398467433,13.723699219092742,59,7953
ALL,202068,065072|084099,1,2,0.0067898906073179935,0.41221374045801523,13.716886518253537,54,7953
ALL,065072|084099,202068,2,1,0.0067898906073179935,0.22594142259414227,13.716886518253537,54,7953
ALL,084099|204082,065072,2,1,0.007292845467119326,0.9062500000000001,13.702293250950573,58,7953
ALL,011013,011026,1,1,0.006915629322268326,0.5339805825242718,13.699185718759788,55,7953
ALL,126105,065072,1,1,0.05054696341003395,0.9054054054054055,13.68952317336348,402,7953
ALL,065072,126105,1,1,0.05054696341003395,0.7642585551330799,13.68952317336348,402,7953
ALL,084099,126105,1,1,0.02502200427511631,0.7624521072796935,13.657165786476131,199,7953
ALL,126105,084099,1,1,0.02502200427511631,0.4481981981981982,13.657165786476131,199,7953
ALL,014024,012012,1,1,0.005281026027913994,0.7636363636363636,13.526057906458796,42,7953
ALL,031006,204000,1,1,0.0067898906073179935,0.5094339622641509,13.505094339622643,54,7953
ALL,129079,065072,1,1,0.01408273607443732,0.8888888888888888,13.439797211660329,112,7953
ALL,065072,129079,1,1,0.01408273607443732,0.2129277566539924,13.439797211660329,112,7953
ALL,084099|204082,126105,2,1,0.006035458317615994,0.75,13.434121621621621,48,7953
ALL,011030|014012,011026,2,1,0.007167106752168993,0.5229357798165137,13.415833086712045,57,7953
ALL,065072|129079,084042,2,1,0.005029548598013328,0.35714285714285715,13.210963455149502,40,7953
ALL,084042|084099,065072,2,1,0.005658242172764994,0.8653846153846153,13.084417958467387,45,7953
ALL,204082,084099,1,1,0.008047277756821325,0.42666666666666664,13.001072796934865,64,7953
ALL,084099,204082,1,1,0.008047277756821325,0.24521072796934865,13.001072796934865,64,7953
ALL,011026|014012,011030,2,1,0.007167106752168993,0.3454545454545455,12.898591549295777,57,7953
ALL,011030,011026|014012,1,2,0.007167106752168993,0.2676056338028169,12.898591549295775,57,7953
ALL,012037,012012,1,1,0.009053187476423991,0.7272727272727274,12.881959910913142,72,7953
ALL,204082,065072|084099,1,2,0.007292845467119326,0.38666666666666666,12.866778242677825,58,7953
ALL,065072|084099,204082,2,1,0.007292845467119326,0.24267782426778242,12.866778242677825,58,7953
ALL,204082,084099|126105,1,2,0.006035458317615994,0.32,12.788743718592965,48,7953
ALL,084099|126105,204082,2,1,0.006035458317615994,0.24120603015075376,12.788743718592965,48,7953
ALL,011030,011026,1,1,0.013202565069784986,0.4929577464788732,12.646751476601544,105,7953
ALL,011026,011030,1,1,0.013202565069784986,0.3387096774193548,12.646751476601542,105,7953
ALL,065072|084042,126105,2,1,0.015088645794039984,0.7017543859649122,12.569938359412044,120,7953
ALL,126105,065072|084042,1,2,0.015088645794039984,0.2702702702702703,12.569938359412044,120,7953
ALL,202022,022043,1,1,0.006412674462466994,0.33116883116883117,12.482396750169261,51,7953
ALL,022043,202022,1,1,0.006412674462466994,0.24170616113744076,12.482396750169261,51,7953
ALL,012040,012012,1,1,0.01571733936879165,0.6983240223463687,12.369200333453609,125,7953
ALL,012012,012040,1,1,0.01571733936879165,0.27839643652561247,12.369200333453609,125,7953
ALL,065072|202062,126105,2,1,0.005281026027913994,0.6885245901639344,12.332964111652636,42,7953
ALL,126105,084042,1,1,0.018609329812649313,0.3333333333333333,12.330232558139535,148,7953
ALL,084042,126105,1,1,0.018609329812649313,0.6883720930232557,12.330232558139533,148,7953
ALL,084042|126105,065072,2,1,0.015088645794039984,0.8108108108108109,12.259274483609087,120,7953
ALL,065072,084042|126105,1,2,0.015088645794039984,0.22813688212927757,12.259274483609087,120,7953
ALL,072090,065072,1,1,0.005281026027913994,0.8076923076923076,12.212123427902895,42,7953
ALL,084042|129079,065072,2,1,0.005029548598013328,0.8,12.095817490494298,40,7953
ALL,065072,084042,1,1,0.02150132025650698,0.3250950570342206,12.025492970200728,171,7953
ALL,084042,065072,1,1,0.02150132025650698,0.7953488372093024,12.025492970200727,171,7953
ALL,202022|204000,022043,2,1,0.005155287312963662,0.3178294573643411,11.979609831367794,41,7953
ALL,022199|202068,126105,2,1,0.007167106752168993,0.6627906976744187,11.872014456316784,57,7953
ALL,022199|204082,126105,2,1,0.007167106752168993,0.6551724137931034,11.735554520037278,57,7953
ALL,011105|014012,014014,2,1,0.00943040362127499,0.646551724137931,11.633542674364175,75,7953
ALL,022199,065072|126105,1,2,0.012699610209983654,0.5872093023255814,11.617103436306838,101,7953
ALL,065072|126105,022199,2,1,0.012699610209983654,0.25124378109452733,11.617103436306836,101,7953
ALL,022199|202068,065072,2,1,0.008173016471771658,0.7558139534883721,11.427734547705368,65,7953
ALL,202062,065072,1,1,0.007670061611970326,0.7530864197530864,11.38649485987889,61,7953
ALL,084042,065072|126105,1,2,0.015088645794039984,0.5581395348837209,11.041999305796597,120,7953
ALL,065072|126105,084042,2,1,0.015088645794039984,0.29850746268656714,11.041999305796597,120,7953
ALL,126105,022199,1,1,0.01332830378473532,0.23873873873873874,11.038890634820868,106,7953
ALL,022199,126105,1,1,0.01332830378473532,0.6162790697674418,11.038890634820866,106,7953
ALL,031149,065072|126105,1,2,0.007670061611970326,0.5545454545454546,10.97089552238806,61,7953
ALL,202068|204082,126105,2,1,0.007670061611970326,0.6039603960396039,10.818236553385068,61,7953
ALL,022199|204082,065072,2,1,0.007795800326920659,0.7126436781609196,10.7750098334863,62,7953
ALL,022199|031149,126105,2,1,0.007670061611970326,0.5980392156862745,10.712175410704821,61,7953
ALL,022199,065072,1,1,0.015214384508990318,0.7034883720930233,10.63658369440269,121,7953
ALL,065072,022199,1,1,0.015214384508990318,0.23003802281368824,10.63658369440269,121,7953
ALL,202068,065072|126105,1,2,0.008801710046523324,0.5343511450381678,10.571379742508828,70,7953
ALL,011104|014012,014014,2,1,0.008173016471771658,0.5803571428571428,10.442489495798318,65,7953
ALL,031149,126105,1,1,0.008047277756821325,0.5818181818181818,10.421621621621622,64,7953
ALL,022199|031149,065072,2,1,0.008801710046523324,0.6862745098039216,10.376314023708343,70,7953
ALL,143022,012012,1,1,0.0074185841820696595,0.5841584158415842,10.347019779928996,59,7953
ALL,202068|204082,065072,2,1,0.00867597133157299,0.6831683168316831,10.329349094605277,69,7953
ALL,202062,065072|126105,1,2,0.005281026027913994,0.5185185185185185,10.258153676064122,42,7953
ALL,202068,126105,1,1,0.00943040362127499,0.5725190839694656,10.255054672993603,75,7953
ALL,016010,061016,1,1,0.011190745630579655,0.4063926940639269,10.195713236247354,89,7953
ALL,061016,016010,1,1,0.011190745630579655,0.2807570977917981,10.195713236247352,89,7953
ALL,031149,065072,1,1,0.009304664906324657,0.6727272727272727,10.171482889733841,74,7953
ALL,014012|016010,014014,2,1,0.005155287312963662,0.5616438356164384,10.105776978863199,41,7953
ALL,167006,012012,1,1,0.0074185841820696595,0.5673076923076923,10.048548055507966,59,7953
ALL,014012|018000,167004,2,1,0.005406764742864328,0.3333333333333333,10.041666666666666,43,7953
ALL,204082,065072|126105,1,2,0.009556142336225324,0.5066666666666667,10.023681592039802,76,7953
ALL,011014|011105,014014,2,1,0.006412674462466994,0.5543478260869565,9.974498327759198,51,7953
ALL,202062,126105,1,1,0.005658242172764994,0.5555555555555556,9.951201201201203,45,7953
ALL,202068,065072,1,1,0.010813529485728656,0.6564885496183206,9.925957100978145,86,7953
ALL,204082,126105,1,1,0.010436313340877657,0.5533333333333333,9.911396396396396,83,7953
ALL,204082,065072,1,1,0.012322394065132655,0.6533333333333334,9.878250950570344,98,7953
ALL,011024,014014,1,1,0.006412674462466994,0.5483870967741935,9.867245657568237,51,7953
ALL,014012|167004,014014,2,1,0.0061611970325663274,0.5384615384615384,9.688652975983292,49,7953
ALL,011110|014012,014014,2,1,0.0061611970325663274,0.5104166666666667,9.184035633484164,49,7953
ALL,014012|018000,014014,2,1,0.008047277756821325,0.4961240310077519,8.926865200463011,64,7953
ALL,011014|011104,014014,2,1,0.005532503457814661,0.49438202247191015,8.895520870405207,44,7953
ALL,011026|014014,014012,2,1,0.009178926191374325,0.839080459770115,8.873945341159208,73,7953
ALL,031156,065072,1,1,0.005406764742864328,0.5810810810810811,8.785813379919846,43,7953
ALL,087002,167004,1,1,0.005406764742864328,0.2885906040268456,8.693791946308725,43,7953
ALL,011104|014014,014012,2,1,0.008173016471771658,0.8125,8.592835771276595,65,7953
ALL,011105|014014,014012,2,1,0.00943040362127499,0.8064516129032258,8.52886925188744,75,7953
ALL,087004,167004,1,1,0.007167106752168993,0.28078817733990147,8.458743842364532,57,7953
ALL,167004,087004,1,1,0.007167106752168993,0.2159090909090909,8.458743842364532,57,7953
ALL,011014|014014,014012,2,1,0.02187853640135798,0.7981651376146789,8.441233164161625,174,7953
ALL,014012,011014|014014,1,2,0.02187853640135798,0.23138297872340427,8.441233164161623,174,7953
ALL,014014|167004,014012,2,1,0.0061611970325663274,0.7903225806451613,8.358291866849692,49,7953
ALL,065072|084042,084099,2,1,0.005658242172764994,0.2631578947368421,8.018753781004234,45,7953
ALL,011014|011104,014012,2,1,0.008424493901672325,0.752808988764045,7.961555701649535,67,7953
ALL,011026|014012,014014,2,1,0.009178926191374325,0.4424242424242425,7.960633484162897,73,7953
ALL,011014|011105,014012,2,1,0.00867597133157299,0.7499999999999999,7.931848404255319,69,7953
ALL,018076,018072,1,1,0.005155287312963662,0.2265193370165746,7.7987371744277825,41,7953
ALL,011026|018000,011014,2,1,0.006538413177417327,0.8666666666666668,7.761936936936938,52,7953
ALL,014012|014014,011105,2,1,0.00943040362127499,0.25252525252525254,7.724358974358975,75,7953
ALL,011105,014012|014014,1,2,0.00943040362127499,0.28846153846153844,7.724358974358974,75,7953
ALL,011024,011014|014012,1,2,0.005029548598013328,0.4301075268817204,7.517901453385323,40,7953
ALL,011110|014014,014012,2,1,0.0061611970325663274,0.7101449275362319,7.510349213691028,49,7953
ALL,014014|016010,014012,2,1,0.005155287312963662,0.706896551724138,7.475995047688923,41,7953
ALL,011014|014014,011026,2,1,0.007921539041870993,0.2889908256880734,7.414013021604025,63,7953
ALL,011026,011014|014014,1,2,0.007921539041870993,0.20322580645161292,7.414013021604025,63,7953
ALL,084042,084099,1,1,0.006538413177417327,0.2418604651162791,7.369794172681102,52,7953
ALL,011030,011014|014014,1,2,0.005406764742864328,0.20187793427230047,7.364840418658741,43,7953
ALL,011014|011024,014012,2,1,0.005029548598013328,0.689655172413793,7.293653705062362,40,7953
ALL,011030|014012,014014,2,1,0.005532503457814661,0.4036697247706422,7.263315206110673,44,7953
ALL,063014,012012,1,1,0.005155287312963662,0.41000000000000003,7.2622048997772835,41,7953
ALL,011000,014012,1,1,0.005155287312963662,0.6833333333333333,7.226795212765958,41,7953
ALL,011014|167004,014012,2,1,0.0074185841820696595,0.67816091954023,7.172092809977991,59,7953
ALL,011014|014014,011105,2,1,0.006412674462466994,0.23394495412844035,7.156016231474947,51,7953
ALL,014014,014012,1,1,0.03734439834024896,0.671945701357466,7.106361918744584,297,7953
ALL,014012,014014,1,1,0.03734439834024896,0.3949468085106383,7.106361918744584,297,7953
ALL,011026|011030,011014,2,1,0.010436313340877657,0.7904761904761906,7.079568854568856,83,7953
ALL,011030|014014,014012,2,1,0.005532503457814661,0.6666666666666667,7.050531914893618,44,7953
ALL,014014|018000,014012,2,1,0.008047277756821325,0.6666666666666666,7.050531914893617,64,7953
ALL,084042,065072|084099,1,2,0.005658242172764994,0.20930232558139536,6.964775712756642,45,7953
ALL,022043,204000,1,1,0.006915629322268326,0.2606635071090047,6.910189573459715,55,7953
ALL,014014,011014|014012,1,2,0.02187853640135798,0.3936651583710407,6.880920889065685,174,7953
ALL,011014|014012,014014,2,1,0.02187853640135798,0.3824175824175824,6.880920889065685,174,7953
ALL,014012|018000,011014,2,1,0.012448132780082987,0.7674418604651162,6.873271527341294,99,7953
ALL,014012|014014,011104,2,1,0.008173016471771658,0.21885521885521886,6.64334181509754,65,7953
ALL,011104,014012|014014,1,2,0.008173016471771658,0.24809160305343508,6.643341815097539,65,7953
ALL,011014|018000,011026,2,1,0.006538413177417327,0.2561576354679803,6.571682822183379,52,7953
ALL,011026|014014,011014,2,1,0.007921539041870993,0.7241379310344828,6.485438024231128,63,7953
ALL,011026,011014|014012,1,2,0.014459952219288318,0.3709677419354839,6.4841900035448425,115,7953
ALL,011014|014012,011026,2,1,0.014459952219288318,0.25274725274725274,6.4841900035448425,115,7953
ALL,011105,014014,1,1,0.011693700490380989,0.3576923076923077,6.436033762617473,93,7953
ALL,014014,011105,1,1,0.011693700490380989,0.21040723981900453,6.436033762617473,93,7953
ALL,011024|014012,011014,2,1,0.005029548598013328,0.7142857142857143,6.397200772200772,40,7953
ALL,011014|018000,167004,2,1,0.005406764742864328,0.21182266009852216,6.38115763546798,43,7953
ALL,011024,014012,1,1,0.00704136803721866,0.6021505376344086,6.368222374742622,56,7953
ALL,011110,014012|014014,1,2,0.0061611970325663274,0.23557692307692307,6.308226495726496,49,7953
ALL,014012|014014,011026,2,1,0.009178926191374325,0.2457912457912458,6.305734767025091,73,7953
ALL,011026,014012|014014,1,2,0.009178926191374325,0.23548387096774195,6.30573476702509,73,7953
ALL,011026|014012,011014,2,1,0.014459952219288318,0.696969696969697,6.242117117117117,115,7953
ALL,051085,061016,1,1,0.00704136803721866,0.24778761061946902,6.216576868317468,56,7953
ALL,011104|011105,014014,2,1,0.00704136803721866,0.3414634146341463,6.144023838428429,56,7953
ALL,011014|014014,011104,2,1,0.005532503457814661,0.2018348623853211,6.12668954408572,44,7953
ALL,014014|018000,011014,2,1,0.008173016471771658,0.6770833333333333,6.064013231981981,65,7953
ALL,011009,014012,1,1,0.005155287312963662,0.5694444444444444,6.022329343971632,41,7953
ALL,011013|011030,011014,2,1,0.005406764742864328,0.671875,6.017366976351352,43,7953
ALL,018000|167004,014012,2,1,0.005406764742864328,0.5657894736842105,5.983675111982083,43,7953
ALL,011014,011026,1,1,0.026027913994718974,0.23310810810810811,5.980350915431561,207,7953
ALL,011026,011014,1,1,0.026027913994718974,0.667741935483871,5.98035091543156,207,7953
ALL,011110,014014,1,1,0.00867597133157299,0.33173076923076916,5.968902279846849,69,7953
ALL,011014|011026,014012,2,1,0.014459952219288318,0.5555555555555556,5.875443262411348,115,7953
ALL,011014|061016,014012,2,1,0.005658242172764994,0.5555555555555556,5.875443262411348,45,7953
ALL,011014|167004,018000,2,1,0.005406764742864328,0.4942528735632184,5.8668553782810084,43,7953
ALL,011030|014014,011014,2,1,0.005406764742864328,0.6515151515151515,5.8350225225225225,43,7953
ALL,011030|014012,011014,2,1,0.008927448761473658,0.6513761467889908,5.833777584924374,71,7953
ALL,011030,011014|014012,1,2,0.008927448761473658,0.3333333333333333,5.826373626373626,71,7953
ALL,014012|167004,011014,2,1,0.0074185841820696595,0.6483516483516484,5.806689931689932,59,7953
ALL,011014|018000,014014,2,1,0.008173016471771658,0.3201970443349753,5.76137351492321,65,7953
ALL,011026|011030,014012,2,1,0.007167106752168993,0.5428571428571429,5.741147416413375,57,7953
ALL,011030,011014,1,1,0.017100465233245318,0.6384976525821596,5.718436746605761,136,7953
ALL,011014|011030,014014,2,1,0.005406764742864328,0.3161764705882353,5.689030476443971,43,7953
ALL,018073,018000,1,1,0.010813529485728656,0.4751381215469613,5.639960418899975,86,7953
ALL,011026,014012,1,1,0.02074688796680498,0.532258064516129,5.629053706245711,165,7953
ALL,014012,011026,1,1,0.02074688796680498,0.2194148936170213,5.629053706245711,165,7953
ALL,014012|167004,018000,2,1,0.005406764742864328,0.4725274725274725,5.608971625389535,43,7953
ALL,012053,012012,1,1,0.00628693574751666,0.31645569620253167,5.605283189084041,50,7953
ALL,011024,011014,1,1,0.007292845467119326,0.6236559139784946,5.585512932287126,58,7953
ALL,011030,014014,1,1,0.008298755186721992,0.30985915492957744,5.5753616722962205,66,7953
ALL,011030,014012|014014,1,2,0.005532503457814661,0.20657276995305165,5.5315597287428275,44,7953
ALL,011014|011030,014012,2,1,0.008927448761473658,0.5220588235294117,5.521188595118899,71,7953
ALL,014012|061016,011014,2,1,0.005658242172764994,0.6164383561643835,5.520871899296556,45,7953
ALL,011104,014014,1,1,0.010059097196026656,0.30534351145038163,5.494110738834581,80,7953
ALL,011014|011026,014014,2,1,0.007921539041870993,0.30434782608695654,5.476195160338383,63,7953
ALL,011013,014012,1,1,0.00666415189236766,0.5145631067961165,5.441915410039249,53,7953
ALL,014012,011014,1,1,0.05721111530240161,0.6050531914893618,5.4189054413456015,455,7953
ALL,011014,014012,1,1,0.05721111530240161,0.5123873873873874,5.4189054413456015,455,7953
ALL,011030,014012,1,1,0.01370551992958632,0.5117370892018779,5.412028019178903,109,7953
ALL,011104|014012,011014,2,1,0.008424493901672325,0.5982142857142857,5.357655646718147,67,7953
ALL,011105|014012,011014,2,1,0.00867597133157299,0.5948275862068965,5.327324091332711,69,7953
ALL,014012|014014,011014,2,1,0.02187853640135798,0.5858585858585859,5.246996996996997,174,7953
ALL,011009,011014,1,1,0.005281026027913994,0.5833333333333333,5.22438063063063,42,7953
ALL,011014|018000,014012,2,1,0.012448132780082987,0.48768472906403937,5.157655120008385,99,7953
