pedido_id,n_propietarios_distintos,n_lineas_pi_totales,n_skus_distintos_totales,proxy_recorridos,penalty_ratio,is_multi_propietario
GMS24112023,1,1,1,1,1.0,0
GMS25042023,1,1,1,1,1.0,0
GMS25052023,1,1,1,1,1.0,0
GMS28062023,1,1,1,1,1.0,0
GMS3022023,1,1,1,1,1.0,0
GMS9122024,1,1,1,1,1.0,0
GMSMOCHI01062023,1,1,1,1,1.0,0
H.MOSTOLES070223,1,1,1,1,1.0,0
HOSP. SALAMANACA,1,1,1,1,1.0,0
KANBAN AMPLIACI3,1,1,1,1,1.0,0
KANBAN LLANERA,1,1,1,1,1.0,0
KANBAN NEGREIRA,1,1,1,1,1.0,0
LA PAZ 09/06/23,1,1,1,1,1.0,0
LA PAZ 13/07/23,1,1,1,1,1.0,0
LA PAZ 2510,1,1,1,1,1.0,0
LA PAZ CAJ 23/02,1,1,1,1,1.0,0
LAPAZ11092023,1,1,1,1,1.0,0
LAPAZ27092024,1,1,1,1,1.0,0
MAD DEST 23/11,1,1,1,1,1.0,0
MAFARHOS SL,1,1,1,1,1.0,0
MD 02/12/22,1,1,1,1,1.0,0
MESAS PEND,1,1,1,1,1.0,0
MOB CARLOS III,1,1,1,1,1.0,0
MOBIL LP 23/11,1,1,1,1,1.0,0
MOBILIA LP 10-10,1,1,1,1,1.0,0
MOSTOLE 20/02/23,1,1,1,1,1.0,0
MOSTOLES 26/01-2,1,1,1,1,1.0,0
PACTOIV05 090622,1,1,1,1,1.0,0
PAZ 03/10,1,1,1,1,1.0,0
PAZ 1010,1,1,1,1,1.0,0
PAZ 20/07/23,1,1,1,1,1.0,0
PAZ KANBAN 7-10,1,1,1,1,1.0,0
PAZ URGENTE 1909,1,1,1,1,1.0,0
PEDIDO GUIAS,1,1,1,1,1.0,0
RAMONYCAJAL1812,1,1,1,1,1.0,0
SALIDA REPARACIO,1,1,1,1,1.0,0
SALIDA STOP FREN,1,1,1,1,1.0,0
SALIDASPORTAETIQ,1,1,1,1,1.0,0
SANITAS BALDAS,1,1,1,1,1.0,0
SEPARADOR,1,1,1,1,1.0,0
SGE202206093,1,1,1,1,1.0,0
SGE202206094,1,1,1,1,1.0,0
SGE202206096,1,1,1,1,1.0,0
SGE202206097,1,1,1,1,1.0,0
SGE202206099,1,1,1,1,1.0,0
SGE202206121,1,1,1,1,1.0,0
SGE202206275,1,1,1,1,1.0,0
SGE202206406,1,1,1,1,1.0,0
SGE202206452,1,1,1,1,1.0,0
SGE202206453,1,1,1,1,1.0,0
SGE202206475,1,1,1,1,1.0,0
SGE202206480,1,1,1,1,1.0,0
SGE202206485,1,1,1,1,1.0,0
SGE202206496,1,1,1,1,1.0,0
SGE202206499,1,1,1,1,1.0,0
SGE202206501,1,1,1,1,1.0,0
SGE202206536,1,1,1,1,1.0,0
SGE202206545,1,1,1,1,1.0,0
SGE202206550,1,1,1,1,1.0,0
SGE202206551,1,1,1,1,1.0,0
SGE202206553,1,1,1,1,1.0,0
SGE202206561,1,1,1,1,1.0,0
SGE202206564,1,1,1,1,1.0,0
SGE202206576,1,1,1,1,1.0,0
SGE202206579,1,1,1,1,1.0,0
SGE202206580,1,1,1,1,1.0,0
SGE202206606,1,1,1,1,1.0,0
SGE202206613,1,1,1,1,1.0,0
SGE202206644,1,1,1,1,1.0,0
SGE202206649,1,1,1,1,1.0,0
SGE202206675,1,1,1,1,1.0,0
SGE202206699,1,1,1,1,1.0,0
SGE202206766,1,1,1,1,1.0,0
SGE202206770,1,1,1,1,1.0,0
SGE202206774,1,1,1,1,1.0,0
SGE202206777,1,1,1,1,1.0,0
SGE202206784,1,1,1,1,1.0,0
SGE202206790,1,1,1,1,1.0,0
SGE202206792,1,1,1,1,1.0,0
SGE202206798,1,1,1,1,1.0,0
SGE202206807,1,1,1,1,1.0,0
SGE202206811,1,1,1,1,1.0,0
SGE202206813,1,1,1,1,1.0,0
SGE202206814,1,1,1,1,1.0,0
SGE202206819,1,1,1,1,1.0,0
SGE202206847,1,1,1,1,1.0,0
SGE202206851,1,1,1,1,1.0,0
SGE202206852,1,1,1,1,1.0,0
SGE202206855,1,1,1,1,1.0,0
SGE202206857,1,1,1,1,1.0,0
SGE202206859,1,1,1,1,1.0,0
SGE202206860,1,1,1,1,1.0,0
SGE202206865,1,1,1,1,1.0,0
SGE202206876,1,1,1,1,1.0,0
SGE202206903,1,1,1,1,1.0,0
SGE202206914,1,1,1,1,1.0,0
SGE202206915,1,1,1,1,1.0,0
SGE202206917,1,1,1,1,1.0,0
SGE202206929,1,1,1,1,1.0,0
SGE202206931,1,1,1,1,1.0,0
SGE202206932,1,1,1,1,1.0,0
SGE202206944,1,1,1,1,1.0,0
SGE202206967,1,1,1,1,1.0,0
SGE202206971,1,1,1,1,1.0,0
SGE202206982,1,1,1,1,1.0,0
SGE202206998,1,1,1,1,1.0,0
SGE202207019,1,1,1,1,1.0,0
SGE202207059,1,1,1,1,1.0,0
SGE202207147,1,1,1,1,1.0,0
SGE202207149,1,1,1,1,1.0,0
SGE202207174,1,1,1,1,1.0,0
SGE202207178,1,1,1,1,1.0,0
SGE202207180,1,1,1,1,1.0,0
SGE202207191,1,1,1,1,1.0,0
SGE202207194,1,1,1,1,1.0,0
SGE202207196,1,1,1,1,1.0,0
SGE202207215,1,1,1,1,1.0,0
SGE202207219,1,1,1,1,1.0,0
SGE202207220,1,1,1,1,1.0,0
SGE202207221,1,1,1,1,1.0,0
SGE202207234,1,1,1,1,1.0,0
SGE202207254,1,1,1,1,1.0,0
SGE202207256,1,1,1,1,1.0,0
SGE202207261,1,1,1,1,1.0,0
SGE202207268,1,1,1,1,1.0,0
SGE202207269,1,1,1,1,1.0,0
SGE202207311,1,1,1,1,1.0,0
SGE202207313,1,1,1,1,1.0,0
SGE202207325,1,1,1,1,1.0,0
SGE202207327,1,1,1,1,1.0,0
SGE202207333,1,1,1,1,1.0,0
SGE202207343,1,1,1,1,1.0,0
SGE202207357,1,1,1,1,1.0,0
SGE202207393,1,1,1,1,1.0,0
SGE202207413,1,1,1,1,1.0,0
SGE202207422,1,1,1,1,1.0,0
SGE202207427,1,1,1,1,1.0,0
SGE202207430,1,1,1,1,1.0,0
SGE202207431,1,1,1,1,1.0,0
SGE202207458,1,1,1,1,1.0,0
SGE202207494,1,1,1,1,1.0,0
SGE202207497,1,1,1,1,1.0,0
SGE202207532,1,1,1,1,1.0,0
SGE202207533,1,1,1,1,1.0,0
SGE202207535,1,1,1,1,1.0,0
SGE202207572,1,1,1,1,1.0,0
SGE202207575,1,1,1,1,1.0,0
SGE202207578,1,1,1,1,1.0,0
SGE202207582,1,1,1,1,1.0,0
SGE202207598,1,1,1,1,1.0,0
SGE202207611,1,1,1,1,1.0,0
SGE202207618,1,1,1,1,1.0,0
SGE202207628,1,1,1,1,1.0,0
SGE202207629,1,1,1,1,1.0,0
SGE202207636,1,1,1,1,1.0,0
SGE202207648,1,1,1,1,1.0,0
SGE202207650,1,1,1,1,1.0,0
SGE202207657,1,1,1,1,1.0,0
SGE202207659,1,1,1,1,1.0,0
SGE202207685,1,1,1,1,1.0,0
SGE202207687,1,1,1,1,1.0,0
SGE202207688,1,1,1,1,1.0,0
SGE202207728,1,1,1,1,1.0,0
SGE202207735,1,1,1,1,1.0,0
SGE202207759,1,1,1,1,1.0,0
SGE202207760,1,1,1,1,1.0,0
SGE202207762,1,1,1,1,1.0,0
SGE202207763,1,1,1,1,1.0,0
SGE202207804,1,1,1,1,1.0,0
SGE202207820,1,1,1,1,1.0,0
SGE202207840,1,1,1,1,1.0,0
SGE202207865,1,1,1,1,1.0,0
SGE202207867,1,1,1,1,1.0,0
SGE202207869,1,1,1,1,1.0,0
SGE202207871,1,1,1,1,1.0,0
SGE202207875,1,1,1,1,1.0,0
SGE202207885,1,1,1,1,1.0,0
SGE202207889,1,1,1,1,1.0,0
SGE202207890,1,1,1,1,1.0,0
SGE202207907,1,1,1,1,1.0,0
SGE202207919,1,1,1,1,1.0,0
SGE202207920,1,1,1,1,1.0,0
SGE202207937,1,1,1,1,1.0,0
SGE202207944,1,1,1,1,1.0,0
SGE202207958,1,1,1,1,1.0,0
SGE202207960,1,1,1,1,1.0,0
SGE202207964,1,1,1,1,1.0,0
SGE202207965,1,1,1,1,1.0,0
SGE202207972,1,1,1,1,1.0,0
SGE202207982,1,1,1,1,1.0,0
SGE202207983,1,1,1,1,1.0,0
SGE202207986,1,1,1,1,1.0,0
SGE202207988,1,1,1,1,1.0,0
SGE202207989,1,1,1,1,1.0,0
SGE202207991,1,1,1,1,1.0,0
SGE202207993,1,1,1,1,1.0,0
SGE202207995,1,1,1,1,1.0,0
SGE202207996,1,1,1,1,1.0,0
SGE202208000,1,1,1,1,1.0,0
SGE202208001,1,1,1,1,1.0,0
SGE202208002,1,1,1,1,1.0,0
SGE202208014,1,1,1,1,1.0,0
SGE202208020,1,1,1,1,1.0,0
SGE202208028,1,1,1,1,1.0,0
SGE202208035,1,1,1,1,1.0,0
SGE202208038,1,1,1,1,1.0,0
SGE202208044,1,1,1,1,1.0,0
SGE202208045,1,1,1,1,1.0,0
SGE202208048,1,1,1,1,1.0,0
SGE202208054,1,1,1,1,1.0,0
SGE202208056,1,1,1,1,1.0,0
SGE202208063,1,1,1,1,1.0,0
SGE202208069,1,1,1,1,1.0,0
SGE202208072,1,1,1,1,1.0,0
SGE202208077,1,1,1,1,1.0,0
SGE202208097,1,1,1,1,1.0,0
SGE202208099,1,1,1,1,1.0,0
SGE202208102,1,1,1,1,1.0,0
SGE202208115,1,1,1,1,1.0,0
SGE202208119,1,1,1,1,1.0,0
SGE202208122,1,1,1,1,1.0,0
SGE202208129,1,1,1,1,1.0,0
SGE202208133,1,1,1,1,1.0,0
SGE202208146,1,1,1,1,1.0,0
SGE202208147,1,1,1,1,1.0,0
SGE202208148,1,1,1,1,1.0,0
SGE202208154,1,1,1,1,1.0,0
SGE202208161,1,1,1,1,1.0,0
SGE202208166,1,1,1,1,1.0,0
SGE202208192,1,1,1,1,1.0,0
SGE202208219,1,1,1,1,1.0,0
SGE202208234,1,1,1,1,1.0,0
SGE202208247,1,1,1,1,1.0,0
SGE202208250,1,1,1,1,1.0,0
SGE202208268,1,1,1,1,1.0,0
SGE202208281,1,1,1,1,1.0,0
SGE202208290,1,1,1,1,1.0,0
SGE202208291,1,1,1,1,1.0,0
SGE202208318,1,1,1,1,1.0,0
SGE202208339,1,1,1,1,1.0,0
SGE202208348,1,1,1,1,1.0,0
SGE202208350,1,1,1,1,1.0,0
SGE202208351,1,1,1,1,1.0,0
SGE202208353,1,1,1,1,1.0,0
SGE202208357,1,1,1,1,1.0,0
SGE202208358,1,1,1,1,1.0,0
SGE202208420,1,1,1,1,1.0,0
SGE202208427,1,1,1,1,1.0,0
SGE202208444,1,1,1,1,1.0,0
SGE202208446,1,1,1,1,1.0,0
SGE202208447,1,1,1,1,1.0,0
SGE202208449,1,1,1,1,1.0,0
SGE202208471,1,1,1,1,1.0,0
SGE202208480,1,1,1,1,1.0,0
SGE202208485,1,1,1,1,1.0,0
SGE202208488,1,1,1,1,1.0,0
SGE202208520,1,1,1,1,1.0,0
SGE202208523,1,1,1,1,1.0,0
SGE202208530,1,1,1,1,1.0,0
SGE202208534,1,1,1,1,1.0,0
SGE202208546,1,1,1,1,1.0,0
SGE202208557,1,1,1,1,1.0,0
SGE202208573,1,1,1,1,1.0,0
SGE202208575,1,1,1,1,1.0,0
SGE202208599,1,1,1,1,1.0,0
SGE202208632,1,1,1,1,1.0,0
SGE202208635,1,1,1,1,1.0,0
SGE202208637,1,1,1,1,1.0,0
SGE202208647,1,1,1,1,1.0,0
SGE202208687,1,1,1,1,1.0,0
SGE202208778,1,1,1,1,1.0,0
SGE202208811,1,1,1,1,1.0,0
SGE202208826,1,1,1,1,1.0,0
SGE202208837,1,1,1,1,1.0,0
SGE202208882,1,1,1,1,1.0,0
SGE202208892,1,1,1,1,1.0,0
SGE202208907,1,1,1,1,1.0,0
SGE202208957,1,1,1,1,1.0,0
SGE202208960,1,1,1,1,1.0,0
SGE202208991,1,1,1,1,1.0,0
SGE202208998,1,1,1,1,1.0,0
SGE202209037,1,1,1,1,1.0,0
SGE202209038,1,1,1,1,1.0,0
SGE202209039,1,1,1,1,1.0,0
SGE202209045,1,1,1,1,1.0,0
SGE202209052,1,1,1,1,1.0,0
SGE202209056,1,1,1,1,1.0,0
SGE202209118,1,1,1,1,1.0,0
SGE202209122,1,1,1,1,1.0,0
SGE202209134,1,1,1,1,1.0,0
SGE202209139,1,1,1,1,1.0,0
SGE202209147,1,1,1,1,1.0,0
SGE202209160,1,1,1,1,1.0,0
SGE202209166,1,1,1,1,1.0,0
SGE202209173,1,1,1,1,1.0,0
SGE202209174,1,1,1,1,1.0,0
SGE202209175,1,1,1,1,1.0,0
SGE202209176,1,1,1,1,1.0,0
SGE202209184,1,1,1,1,1.0,0
SGE202209211,1,1,1,1,1.0,0
SGE202209214,1,1,1,1,1.0,0
SGE202209232,1,1,1,1,1.0,0
SGE202209233,1,1,1,1,1.0,0
SGE202209244,1,1,1,1,1.0,0
SGE202209248,1,1,1,1,1.0,0
SGE202209320,1,1,1,1,1.0,0
SGE202209327,1,1,1,1,1.0,0
SGE202209355,1,1,1,1,1.0,0
SGE202209358,1,1,1,1,1.0,0
SGE202209361,1,1,1,1,1.0,0
SGE202209362,1,1,1,1,1.0,0
SGE202209370,1,1,1,1,1.0,0
SGE202209372,1,1,1,1,1.0,0
SGE202209382,1,1,1,1,1.0,0
SGE202209389,1,1,1,1,1.0,0
SGE202209391,1,1,1,1,1.0,0
SGE202209405,1,1,1,1,1.0,0
SGE202209407,1,1,1,1,1.0,0
SGE202209411,1,1,1,1,1.0,0
SGE202209435,1,1,1,1,1.0,0
SGE202209436,1,1,1,1,1.0,0
SGE202209445,1,1,1,1,1.0,0
SGE202209448,1,1,1,1,1.0,0
SGE202209466,1,1,1,1,1.0,0
SGE202209469,1,1,1,1,1.0,0
SGE202209470,1,1,1,1,1.0,0
SGE202209472,1,1,1,1,1.0,0
SGE202209486,1,1,1,1,1.0,0
SGE202209493,1,1,1,1,1.0,0
SGE202209495,1,1,1,1,1.0,0
SGE202209498,1,1,1,1,1.0,0
SGE202209504,1,1,1,1,1.0,0
SGE202209510,1,1,1,1,1.0,0
SGE202209511,1,1,1,1,1.0,0
SGE202209523,1,1,1,1,1.0,0
SGE202209527,1,1,1,1,1.0,0
SGE202209531,1,1,1,1,1.0,0
SGE202209532,1,1,1,1,1.0,0
SGE202209550,1,1,1,1,1.0,0
SGE202209551,1,1,1,1,1.0,0
SGE202209562,1,1,1,1,1.0,0
SGE202209563,1,1,1,1,1.0,0
SGE202209564,1,1,1,1,1.0,0
SGE202209567,1,1,1,1,1.0,0
SGE202209581,1,1,1,1,1.0,0
SGE202209616,1,1,1,1,1.0,0
SGE202209625,1,1,1,1,1.0,0
SGE202209633,1,1,1,1,1.0,0
SGE202209678,1,1,1,1,1.0,0
SGE202209704,1,1,1,1,1.0,0
SGE202209706,1,1,1,1,1.0,0
SGE202209710,1,1,1,1,1.0,0
SGE202209714,1,1,1,1,1.0,0
SGE202209727,1,1,1,1,1.0,0
SGE202209741,1,1,1,1,1.0,0
SGE202209748,1,1,1,1,1.0,0
SGE202209750,1,1,1,1,1.0,0
SGE202209752,1,1,1,1,1.0,0
SGE202209813,1,1,1,1,1.0,0
SGE202209828,1,1,1,1,1.0,0
SGE202209836,1,1,1,1,1.0,0
SGE202209850,1,1,1,1,1.0,0
SGE202209851,1,1,1,1,1.0,0
SGE202209865,1,1,1,1,1.0,0
SGE202209872,1,1,1,1,1.0,0
SGE202209881,1,1,1,1,1.0,0
SGE202209888,1,1,1,1,1.0,0
SGE202209901,1,1,1,1,1.0,0
SGE202209934,1,1,1,1,1.0,0
SGE202209947,1,1,1,1,1.0,0
SGE202209949,1,1,1,1,1.0,0
SGE202209954,1,1,1,1,1.0,0
SGE202209958,1,1,1,1,1.0,0
SGE202209961,1,1,1,1,1.0,0
SGE202209965,1,1,1,1,1.0,0
SGE202209997,1,1,1,1,1.0,0
SGE202210058,1,1,1,1,1.0,0
SGE202210075,1,1,1,1,1.0,0
SGE202210083,1,1,1,1,1.0,0
SGE202210084,1,1,1,1,1.0,0
SGE202210085,1,1,1,1,1.0,0
SGE202210087,1,1,1,1,1.0,0
SGE202210088,1,1,1,1,1.0,0
SGE202210135,1,1,1,1,1.0,0
SGE202210149,1,1,1,1,1.0,0
SGE202210159,1,1,1,1,1.0,0
SGE202210161,1,1,1,1,1.0,0
SGE202210168,1,1,1,1,1.0,0
SGE202210171,1,1,1,1,1.0,0
SGE202210176,1,1,1,1,1.0,0
SGE202210177,1,1,1,1,1.0,0
SGE202210179,1,1,1,1,1.0,0
SGE202210180,1,1,1,1,1.0,0
SGE202210182,1,1,1,1,1.0,0
SGE202210208,1,1,1,1,1.0,0
SGE202210210,1,1,1,1,1.0,0
SGE202210211,1,1,1,1,1.0,0
SGE202210212,1,1,1,1,1.0,0
SGE202210213,1,1,1,1,1.0,0
SGE202210233,1,1,1,1,1.0,0
SGE202210274,1,1,1,1,1.0,0
SGE202210312,1,1,1,1,1.0,0
SGE202210317,1,1,1,1,1.0,0
SGE202210322,1,1,1,1,1.0,0
SGE202210327,1,1,1,1,1.0,0
SGE202210338,1,1,1,1,1.0,0
SGE202210339,1,1,1,1,1.0,0
SGE202210347,1,1,1,1,1.0,0
SGE202210352,1,1,1,1,1.0,0
SGE202210353,1,1,1,1,1.0,0
SGE202210371,1,1,1,1,1.0,0
SGE202210379,1,1,1,1,1.0,0
SGE202210380,1,1,1,1,1.0,0
SGE202210383,1,1,1,1,1.0,0
SGE202210394,1,1,1,1,1.0,0
SGE202210454,1,1,1,1,1.0,0
SGE202210455,1,1,1,1,1.0,0
SGE202210482,1,1,1,1,1.0,0
SGE202210484,1,1,1,1,1.0,0
SGE202210501,1,1,1,1,1.0,0
SGE202210511,1,1,1,1,1.0,0
SGE202210542,1,1,1,1,1.0,0
SGE202210544,1,1,1,1,1.0,0
SGE202210551,1,1,1,1,1.0,0
SGE202210603,1,1,1,1,1.0,0
SGE202210632,1,1,1,1,1.0,0
SGE202210642,1,1,1,1,1.0,0
SGE202210643,1,1,1,1,1.0,0
SGE202210657,1,1,1,1,1.0,0
SGE202210659,1,1,1,1,1.0,0
SGE202210701,1,1,1,1,1.0,0
SGE202210743,1,1,1,1,1.0,0
SGE202210767,1,1,1,1,1.0,0
SGE202210774,1,1,1,1,1.0,0
SGE202210777,1,1,1,1,1.0,0
SGE202210807,1,1,1,1,1.0,0
SGE202210993,1,1,1,1,1.0,0
SGE202311091,1,1,1,1,1.0,0
SGE202311093,1,1,1,1,1.0,0
SGE202311099,1,1,1,1,1.0,0
SGE202311120,1,1,1,1,1.0,0
SGE202311128,1,1,1,1,1.0,0
SGE202311135,1,1,1,1,1.0,0
SGE202311137,1,1,1,1,1.0,0
SGE202311160,1,1,1,1,1.0,0
SGE202311161,1,1,1,1,1.0,0
SGE202311171,1,1,1,1,1.0,0
SGE202311221,1,1,1,1,1.0,0
SGE202311227,1,1,1,1,1.0,0
SGE202311229,1,1,1,1,1.0,0
SGE202311234,1,1,1,1,1.0,0
SGE202311235,1,1,1,1,1.0,0
SGE202311238,1,1,1,1,1.0,0
SGE202311240,1,1,1,1,1.0,0
SGE202311247,1,1,1,1,1.0,0
SGE202311253,1,1,1,1,1.0,0
SGE202311255,1,1,1,1,1.0,0
SGE202311256,1,1,1,1,1.0,0
SGE202311273,1,1,1,1,1.0,0
SGE202311274,1,1,1,1,1.0,0
SGE202311279,1,1,1,1,1.0,0
SGE202311303,1,1,1,1,1.0,0
SGE202311305,1,1,1,1,1.0,0
SGE202311312,1,1,1,1,1.0,0
SGE202311314,1,1,1,1,1.0,0
SGE202311330,1,1,1,1,1.0,0
SGE202311331,1,1,1,1,1.0,0
SGE202311351,1,1,1,1,1.0,0
SGE202311358,1,1,1,1,1.0,0
SGE202311388,1,1,1,1,1.0,0
SGE202311389,1,1,1,1,1.0,0
SGE202311450,1,1,1,1,1.0,0
SGE202311465,1,1,1,1,1.0,0
SGE202311470,1,1,1,1,1.0,0
SGE202311504,1,1,1,1,1.0,0
SGE202311539,1,1,1,1,1.0,0
SGE202311544,1,1,1,1,1.0,0
SGE202311545,1,1,1,1,1.0,0
SGE202311548,1,1,1,1,1.0,0
SGE202311568,1,1,1,1,1.0,0
SGE202311580,1,1,1,1,1.0,0
SGE202311603,1,1,1,1,1.0,0
SGE202311606,1,1,1,1,1.0,0
SGE202311611,1,1,1,1,1.0,0
SGE202311612,1,1,1,1,1.0,0
SGE202311619,1,1,1,1,1.0,0
SGE202311620,1,1,1,1,1.0,0
SGE202311632,1,1,1,1,1.0,0
SGE202311635,1,1,1,1,1.0,0
SGE202311641,1,1,1,1,1.0,0
SGE202311642,1,1,1,1,1.0,0
SGE202311651,1,1,1,1,1.0,0
SGE202311667,1,1,1,1,1.0,0
SGE202311681,1,1,1,1,1.0,0
SGE202311682,1,1,1,1,1.0,0
SGE202311692,1,1,1,1,1.0,0
SGE202311694,1,1,1,1,1.0,0
SGE202311696,1,1,1,1,1.0,0
SGE202311710,1,1,1,1,1.0,0
SGE202311745,1,1,1,1,1.0,0
SGE202311751,1,1,1,1,1.0,0
SGE202311753,1,1,1,1,1.0,0
SGE202311782,1,1,1,1,1.0,0
SGE202311803,1,1,1,1,1.0,0
SGE202311833,1,1,1,1,1.0,0
SGE202311855,1,1,1,1,1.0,0
SGE202311864,1,1,1,1,1.0,0
SGE202311866,1,1,1,1,1.0,0
SGE202311868,1,1,1,1,1.0,0
SGE202311896,1,1,1,1,1.0,0
SGE202311910,1,1,1,1,1.0,0
SGE202311917,1,1,1,1,1.0,0
SGE202311927,1,1,1,1,1.0,0
SGE202311930,1,1,1,1,1.0,0
SGE202311936,1,1,1,1,1.0,0
SGE202311942,1,1,1,1,1.0,0
SGE202311947,1,1,1,1,1.0,0
SGE202311949,1,1,1,1,1.0,0
SGE202311950,1,1,1,1,1.0,0
SGE202311958,1,1,1,1,1.0,0
SGE202311963,1,1,1,1,1.0,0
SGE202311970,1,1,1,1,1.0,0
SGE202311971,1,1,1,1,1.0,0
SGE202312001,1,1,1,1,1.0,0
SGE202312004,1,1,1,1,1.0,0
SGE202312016,1,1,1,1,1.0,0
SGE202312024,1,1,1,1,1.0,0
SGE202312030,1,1,1,1,1.0,0
SGE202312031,1,1,1,1,1.0,0
SGE202312088,1,1,1,1,1.0,0
SGE202312090,1,1,1,1,1.0,0
SGE202312099,1,1,1,1,1.0,0
SGE202312120,1,1,1,1,1.0,0
SGE202312123,1,1,1,1,1.0,0
SGE202312125,1,1,1,1,1.0,0
SGE202312132,1,1,1,1,1.0,0
SGE202312134,1,1,1,1,1.0,0
SGE202312141,1,1,1,1,1.0,0
SGE202312153,1,1,1,1,1.0,0
SGE202312179,1,1,1,1,1.0,0
SGE202312185,1,1,1,1,1.0,0
SGE202312215,1,1,1,1,1.0,0
SGE202312217,1,1,1,1,1.0,0
SGE202312266,1,1,1,1,1.0,0
SGE202312286,1,1,1,1,1.0,0
SGE202312294,1,1,1,1,1.0,0
SGE202312297,1,1,1,1,1.0,0
SGE202312303,1,1,1,1,1.0,0
SGE202312305,1,1,1,1,1.0,0
SGE202312313,1,1,1,1,1.0,0
SGE202312316,1,1,1,1,1.0,0
SGE202312322,1,1,1,1,1.0,0
SGE202312323,1,1,1,1,1.0,0
SGE202312328,1,1,1,1,1.0,0
SGE202312346,1,1,1,1,1.0,0
SGE202312350,1,1,1,1,1.0,0
SGE202312351,1,1,1,1,1.0,0
SGE202312363,1,1,1,1,1.0,0
SGE202312374,1,1,1,1,1.0,0
SGE202312446,1,1,1,1,1.0,0
SGE202312464,1,1,1,1,1.0,0
SGE202312485,1,1,1,1,1.0,0
SGE202312516,1,1,1,1,1.0,0
SGE202312520,1,1,1,1,1.0,0
SGE202312525,1,1,1,1,1.0,0
SGE202312535,1,1,1,1,1.0,0
SGE202312577,1,1,1,1,1.0,0
SGE202312594,1,1,1,1,1.0,0
SGE202312598,1,1,1,1,1.0,0
SGE202312605,1,1,1,1,1.0,0
SGE202312616,1,1,1,1,1.0,0
SGE202312641,1,1,1,1,1.0,0
SGE202312649,1,1,1,1,1.0,0
SGE202312663,1,1,1,1,1.0,0
SGE202312677,1,1,1,1,1.0,0
SGE202312678,1,1,1,1,1.0,0
SGE202312680,1,1,1,1,1.0,0
SGE202312684,1,1,1,1,1.0,0
SGE202312686,1,1,1,1,1.0,0
SGE202312687,1,1,1,1,1.0,0
SGE202312704,1,1,1,1,1.0,0
SGE202312717,1,1,1,1,1.0,0
SGE202312735,1,1,1,1,1.0,0
SGE202312769,1,1,1,1,1.0,0
SGE202312781,1,1,1,1,1.0,0
SGE202312793,1,1,1,1,1.0,0
SGE202312810,1,1,1,1,1.0,0
SGE202312812,1,1,1,1,1.0,0
SGE202312818,1,1,1,1,1.0,0
SGE202312821,1,1,1,1,1.0,0
SGE202312826,1,1,1,1,1.0,0
SGE202312829,1,1,1,1,1.0,0
SGE202312838,1,1,1,1,1.0,0
SGE202312842,1,1,1,1,1.0,0
SGE202312855,1,1,1,1,1.0,0
SGE202312856,1,1,1,1,1.0,0
SGE202312857,1,1,1,1,1.0,0
SGE202312864,1,1,1,1,1.0,0
SGE202312867,1,1,1,1,1.0,0
SGE202312868,1,1,1,1,1.0,0
SGE202312874,1,1,1,1,1.0,0
SGE202312878,1,1,1,1,1.0,0
SGE202312881,1,1,1,1,1.0,0
SGE202312885,1,1,1,1,1.0,0
SGE202312895,1,1,1,1,1.0,0
SGE202312899,1,1,1,1,1.0,0
SGE202312903,1,1,1,1,1.0,0
SGE202312939,1,1,1,1,1.0,0
SGE202312948,1,1,1,1,1.0,0
SGE202312950,1,1,1,1,1.0,0
SGE202312984,1,1,1,1,1.0,0
SGE202312987,1,1,1,1,1.0,0
SGE202312994,1,1,1,1,1.0,0
SGE202313029,1,1,1,1,1.0,0
SGE202313033,1,1,1,1,1.0,0
SGE202313109,1,1,1,1,1.0,0
SGE202313115,1,1,1,1,1.0,0
SGE202313122,1,1,1,1,1.0,0
SGE202313130,1,1,1,1,1.0,0
SGE202313175,1,1,1,1,1.0,0
SGE202313187,1,1,1,1,1.0,0
SGE202313201,1,1,1,1,1.0,0
SGE202313207,1,1,1,1,1.0,0
SGE202313208,1,1,1,1,1.0,0
SGE202313209,1,1,1,1,1.0,0
SGE202313220,1,1,1,1,1.0,0
SGE202313227,1,1,1,1,1.0,0
SGE202313229,1,1,1,1,1.0,0
SGE202313258,1,1,1,1,1.0,0
SGE202313264,1,1,1,1,1.0,0
SGE202313285,1,1,1,1,1.0,0
SGE202313295,1,1,1,1,1.0,0
SGE202313300,1,1,1,1,1.0,0
SGE202313302,1,1,1,1,1.0,0
SGE202313326,1,1,1,1,1.0,0
SGE202313336,1,1,1,1,1.0,0
SGE202313337,1,1,1,1,1.0,0
SGE202313338,1,1,1,1,1.0,0
SGE202313348,1,1,1,1,1.0,0
SGE202313349,1,1,1,1,1.0,0
SGE202313377,1,1,1,1,1.0,0
SGE202313388,1,1,1,1,1.0,0
SGE202313389,1,1,1,1,1.0,0
SGE202313395,1,1,1,1,1.0,0
SGE202313398,1,1,1,1,1.0,0
SGE202313410,1,1,1,1,1.0,0
SGE202313420,1,1,1,1,1.0,0
SGE202313431,1,1,1,1,1.0,0
SGE202313437,1,1,1,1,1.0,0
SGE202313442,1,1,1,1,1.0,0
SGE202313447,1,1,1,1,1.0,0
SGE202313453,1,1,1,1,1.0,0
SGE202313458,1,1,1,1,1.0,0
SGE202313464,1,1,1,1,1.0,0
SGE202313507,1,1,1,1,1.0,0
SGE202313508,1,1,1,1,1.0,0
