pedido_id,n_propietarios_distintos,n_lineas_pi_totales,n_skus_distintos_totales,proxy_recorridos,penalty_ratio,is_multi_propietario
SGP202423294,1,43,40,1,1.0,0
LAPAZ23092024,1,42,1,1,1.0,0
SGP202207119,1,42,34,1,1.0,0
SGP202421540,1,42,39,1,1.0,0
SGP202422304,1,42,42,1,1.0,0
88762,1,41,26,1,1.0,0
SGE202207258,1,41,8,1,1.0,0
SGP202422560,1,41,41,1,1.0,0
MD14112023,1,40,40,1,1.0,0
SGE202314542,1,40,11,1,1.0,0
SGE202210268,1,39,13,1,1.0,0
SGE202421456,1,39,8,1,1.0,0
SGP202209145,1,39,1,1,1.0,0
SGP202316906,1,39,38,1,1.0,0
SGP202421545,1,39,34,1,1.0,0
SGE202207559,1,38,4,1,1.0,0
SGE202315382,1,38,27,1,1.0,0
DESTRUCCION PAZ,1,37,37,1,1.0,0
SGE202315119,1,37,7,1,1.0,0
SGP202315954,1,37,37,1,1.0,0
SGP202624836,1,37,36,1,1.0,0
RAMONYCAJAL20223,1,36,20,1,1.0,0
SGE202206936,1,36,32,1,1.0,0
SGE202207649,1,36,21,1,1.0,0
109742,1,35,35,1,1.0,0
SGE202208802,1,35,2,1,1.0,0
SGE202312877,1,35,4,1,1.0,0
SGP202314641,1,35,27,1,1.0,0
SGP202423364,1,35,33,1,1.0,0
SGE202209291,1,34,8,1,1.0,0
SGE202419592,1,34,4,1,1.0,0
SGP202315092,1,34,31,1,1.0,0
SGP202315442,1,34,29,1,1.0,0
SGP202418897,1,34,34,1,1.0,0
SGP202423500,1,34,22,1,1.0,0
SGE202314855,1,33,2,1,1.0,0
SGE202419820,1,33,11,1,1.0,0
SGP202311127,1,33,22,1,1.0,0
SGP202311637,1,33,25,1,1.0,0
SGP202418222,1,33,27,1,1.0,0
SGP202423272,1,33,32,1,1.0,0
115146,1,32,22,1,1.0,0
SGE202209325,1,32,6,1,1.0,0
SGP202419219,1,32,19,1,1.0,0
SGE202314516,1,31,8,1,1.0,0
SGE202421914,1,31,2,1,1.0,0
SGP202207157,1,31,23,1,1.0,0
SGP202209635,1,31,26,1,1.0,0
SGP202315222,1,31,16,1,1.0,0
SGP202315925,1,31,25,1,1.0,0
SGP202423493,1,31,21,1,1.0,0
SGE202207753,1,30,7,1,1.0,0
SGE202312140,1,30,20,1,1.0,0
SGE202421008,1,30,10,1,1.0,0
SGP202423499,1,30,22,1,1.0,0
LA PAZ 0906,1,29,20,1,1.0,0
SGE202206268,1,29,23,1,1.0,0
SGE202625150,1,29,25,1,1.0,0
SGP202207638,1,29,25,1,1.0,0
SGP202312619,1,29,29,1,1.0,0
SGE202313456,1,28,10,1,1.0,0
SGE202313619,1,28,22,1,1.0,0
SGE202314643,1,28,27,1,1.0,0
SGP202423102,1,28,26,1,1.0,0
101371,1,27,9,1,1.0,0
KAMBAN PAZ 2107,1,27,18,1,1.0,0
LA PAZ 11/09,1,27,2,1,1.0,0
SGE202207317,1,27,26,1,1.0,0
SGE202421971,1,27,26,1,1.0,0
SGE202422950,1,27,7,1,1.0,0
SGP202312932,1,27,27,1,1.0,0
SGP202423487,1,27,26,1,1.0,0
RAMONYCAJAL1112,1,26,17,1,1.0,0
SGE202208774,1,26,4,1,1.0,0
SGE202314541,1,26,4,1,1.0,0
SGP202422373,1,26,1,1,1.0,0
128974,1,25,23,1,1.0,0
92119,1,25,25,1,1.0,0
SGP202207116,1,25,24,1,1.0,0
SGP202312708,1,25,25,1,1.0,0
SGP202421108,1,25,25,1,1.0,0
SGE202209548,1,24,2,1,1.0,0
SGE202314514,1,24,8,1,1.0,0
SGE202314585,1,24,11,1,1.0,0
SGE202419072,1,24,23,1,1.0,0
SGE202421329,1,24,2,1,1.0,0
SGP202206278,1,24,22,1,1.0,0
SGP202421885,1,24,23,1,1.0,0
118009,1,23,18,1,1.0,0
SGE202207195,1,23,6,1,1.0,0
SGE202207390,1,23,13,1,1.0,0
SGE202207631,1,23,8,1,1.0,0
SGE202207730,1,23,22,1,1.0,0
SGE202208292,1,23,2,1,1.0,0
SGE202209668,1,23,21,1,1.0,0
SGE202312364,1,23,3,1,1.0,0
SGE202313688,1,23,11,1,1.0,0
SGE202313924,1,23,23,1,1.0,0
SGE202421458,1,23,5,1,1.0,0
SGE202421667,1,23,6,1,1.0,0
SGE202422673,1,23,3,1,1.0,0
SGP202207162,1,23,5,1,1.0,0
SGP202207273,1,23,19,1,1.0,0
SGP202314642,1,23,17,1,1.0,0
SGP202418163,1,23,14,1,1.0,0
SGE202209337,1,22,15,1,1.0,0
SGE202313333,1,22,16,1,1.0,0
SGE202313923,1,22,22,1,1.0,0
SGE202314654,1,22,5,1,1.0,0
SGE202419438,1,22,2,1,1.0,0
SGE202423015,1,22,6,1,1.0,0
SGP202315203,1,22,22,1,1.0,0
SGP202316575,1,22,22,1,1.0,0
SGP202421976,1,22,19,1,1.0,0
SGP202423395,1,22,21,1,1.0,0
SGP202423492,1,22,19,1,1.0,0
SGP202423496,1,22,20,1,1.0,0
90395,1,21,20,1,1.0,0
SGE202207732,1,21,7,1,1.0,0
SGE202208487,1,21,15,1,1.0,0
SGE202209874,1,21,4,1,1.0,0
SGE202315581,1,21,4,1,1.0,0
SGP202206722,1,21,1,1,1.0,0
SGP202208500,1,21,4,1,1.0,0
SGP202311382,1,21,21,1,1.0,0
SGP202314248,1,21,21,1,1.0,0
SGP202315120,1,21,21,1,1.0,0
SGP202315379,1,21,21,1,1.0,0
SGP202315457,1,21,20,1,1.0,0
SGP202423339,1,21,21,1,1.0,0
SGP202423488,1,21,18,1,1.0,0
103389,1,20,18,1,1.0,0
123140,1,20,15,1,1.0,0
131361,1,20,18,1,1.0,0
KANBANVILLAVERDE,1,20,3,1,1.0,0
SGE202207142,1,20,13,1,1.0,0
SGE202207560,1,20,7,1,1.0,0
SGE202208897,1,20,2,1,1.0,0
SGE202313419,1,20,19,1,1.0,0
SGE202420049,1,20,5,1,1.0,0
SGE202420395,1,20,6,1,1.0,0
SGE202421984,1,20,20,1,1.0,0
SGP202206637,1,20,18,1,1.0,0
SGP202206748,1,20,16,1,1.0,0
SGP202208008,1,20,19,1,1.0,0
SGP202312527,1,20,20,1,1.0,0
SGP202312742,1,20,20,1,1.0,0
SGP202315421,1,20,20,1,1.0,0
SGP202315447,1,20,20,1,1.0,0
SGP202315458,1,20,20,1,1.0,0
SGP202315564,1,20,20,1,1.0,0
SGP202315572,1,20,20,1,1.0,0
SGP202315717,1,20,20,1,1.0,0
SGP202315748,1,20,20,1,1.0,0
SGP202315749,1,20,20,1,1.0,0
SGP202315760,1,20,20,1,1.0,0
SGP202315788,1,20,20,1,1.0,0
SGP202315801,1,20,20,1,1.0,0
SGP202315804,1,20,20,1,1.0,0
SGP202417582,1,20,6,1,1.0,0
SGP202421756,1,20,15,1,1.0,0
SGP202423491,1,20,18,1,1.0,0
106235,1,19,15,1,1.0,0
120284,1,19,11,1,1.0,0
96491,1,19,10,1,1.0,0
96894,1,19,14,1,1.0,0
SGE202207736,1,19,2,1,1.0,0
SGE202208116,1,19,14,1,1.0,0
SGE202208364,1,19,14,1,1.0,0
SGE202314511,1,19,2,1,1.0,0
SGE202420755,1,19,18,1,1.0,0
SGE202421500,1,19,2,1,1.0,0
SGE202421577,1,19,2,1,1.0,0
SGE202421597,1,19,4,1,1.0,0
SGE202421889,1,19,4,1,1.0,0
SGE202422229,1,19,5,1,1.0,0
SGP202206047,1,19,19,1,1.0,0
SGP202207517,1,19,17,1,1.0,0
SGP202209970,1,19,1,1,1.0,0
SGP202313706,1,19,19,1,1.0,0
SGP202314893,1,19,15,1,1.0,0
SGP202315818,1,19,19,1,1.0,0
SGP202316095,1,19,15,1,1.0,0
SGP202419888,1,19,12,1,1.0,0
SGP202421992,1,19,19,1,1.0,0
SGP202423275,1,19,19,1,1.0,0
SGP202423494,1,19,17,1,1.0,0
SGP202423498,1,19,17,1,1.0,0
121789,1,18,5,1,1.0,0
122658,1,18,9,1,1.0,0
86471,1,18,14,1,1.0,0
LA PAZ 10/10,1,18,18,1,1.0,0
PAZ 02/10,1,18,18,1,1.0,0
SGE202207089,1,18,4,1,1.0,0
SGE202207558,1,18,6,1,1.0,0
SGE202207774,1,18,2,1,1.0,0
SGE202207796,1,18,14,1,1.0,0
SGE202208870,1,18,2,1,1.0,0
SGE202209050,1,18,6,1,1.0,0
SGE202209209,1,18,9,1,1.0,0
SGE202314655,1,18,4,1,1.0,0
SGE202314736,1,18,12,1,1.0,0
SGE202316567,1,18,16,1,1.0,0
SGP202207222,1,18,7,1,1.0,0
SGP202210919,1,18,15,1,1.0,0
SGP202315219,1,18,9,1,1.0,0
SGP202315966,1,18,13,1,1.0,0
SGP202316778,1,18,17,1,1.0,0
SGP202421106,1,18,15,1,1.0,0
SGP202422308,1,18,17,1,1.0,0
SGP202423077,1,18,2,1,1.0,0
119152,1,17,8,1,1.0,0
122656,1,17,15,1,1.0,0
128312,1,17,15,1,1.0,0
97929,1,17,15,1,1.0,0
DESTRUCCION.7,1,17,17,1,1.0,0
SGE202207707,1,17,9,1,1.0,0
SGE202207846,1,17,2,1,1.0,0
SGE202209605,1,17,2,1,1.0,0
SGE202209990,1,17,11,1,1.0,0
SGE202313303,1,17,12,1,1.0,0
SGE202313522,1,17,14,1,1.0,0
SGE202315473,1,17,13,1,1.0,0
SGP202206198,1,17,16,1,1.0,0
SGP202209144,1,17,17,1,1.0,0
SGP202311780,1,17,10,1,1.0,0
SGP202314180,1,17,17,1,1.0,0
SGP202314182,1,17,13,1,1.0,0
SGP202314763,1,17,13,1,1.0,0
SGP202315221,1,17,10,1,1.0,0
SGP202316077,1,17,14,1,1.0,0
SGP202418689,1,17,17,1,1.0,0
SGP202419221,1,17,8,1,1.0,0
SGP202419222,1,17,12,1,1.0,0
SGP202419223,1,17,12,1,1.0,0
SGP202419224,1,17,11,1,1.0,0
SGP202421754,1,17,16,1,1.0,0
100439,1,16,15,1,1.0,0
127349,1,16,7,1,1.0,0
129417,1,16,15,1,1.0,0
130733,1,16,10,1,1.0,0
BIOREPOST26094.,1,16,1,1,1.0,0
DESTRUCCION 2 LP,1,16,16,1,1.0,0
DESTRUCCION 3 LP,1,16,16,1,1.0,0
DESTRUCCION 4 LP,1,16,16,1,1.0,0
KAMBAN SEVILLA,1,16,3,1,1.0,0
R.CAJAL31052023,1,16,11,1,1.0,0
SGE202207656,1,16,4,1,1.0,0
SGE202312897,1,16,15,1,1.0,0
SGE202313101,1,16,7,1,1.0,0
SGE202314305,1,16,6,1,1.0,0
SGE202315109,1,16,13,1,1.0,0
SGE202417084,1,16,11,1,1.0,0
SGE202419960,1,16,2,1,1.0,0
SGE202421747,1,16,2,1,1.0,0
SGP202206280,1,16,16,1,1.0,0
SGP202208577,1,16,16,1,1.0,0
SGP202208592,1,16,10,1,1.0,0
SGP202208931,1,16,2,1,1.0,0
SGP202209856,1,16,8,1,1.0,0
SGP202313108,1,16,11,1,1.0,0
SGP202314078,1,16,16,1,1.0,0
SGP202315003,1,16,15,1,1.0,0
SGP202422436,1,16,12,1,1.0,0
SGP202423059,1,16,16,1,1.0,0
SGP202624530,1,16,13,1,1.0,0
119153,1,15,11,1,1.0,0
119564,1,15,14,1,1.0,0
125000,1,15,10,1,1.0,0
85735,1,15,15,1,1.0,0
96492,1,15,9,1,1.0,0
KAMBAN MOSTOLES,1,15,15,1,1.0,0
SGE202205993,1,15,8,1,1.0,0
SGE202206559,1,15,5,1,1.0,0
SGE202207620,1,15,5,1,1.0,0
SGE202208066,1,15,4,1,1.0,0
SGE202209256,1,15,7,1,1.0,0
SGE202210019,1,15,12,1,1.0,0
SGE202311473,1,15,15,1,1.0,0
SGE202311596,1,15,10,1,1.0,0
SGE202312078,1,15,14,1,1.0,0
SGE202312129,1,15,13,1,1.0,0
SGE202312787,1,15,4,1,1.0,0
SGE202313131,1,15,9,1,1.0,0
SGE202313562,1,15,2,1,1.0,0
SGE202314558,1,15,2,1,1.0,0
SGE202315973,1,15,5,1,1.0,0
SGE202418725,1,15,11,1,1.0,0
SGE202418901,1,15,11,1,1.0,0
SGE202419341,1,15,12,1,1.0,0
SGE202419589,1,15,12,1,1.0,0
SGE202420357,1,15,10,1,1.0,0
SGE202420934,1,15,6,1,1.0,0
SGE202421045,1,15,6,1,1.0,0
SGE202421502,1,15,9,1,1.0,0
SGE202421665,1,15,11,1,1.0,0
SGE202422682,1,15,13,1,1.0,0
SGP202206723,1,15,15,1,1.0,0
SGP202208011,1,15,3,1,1.0,0
SGP202208620,1,15,14,1,1.0,0
SGP202209194,1,15,1,1,1.0,0
SGP202209397,1,15,2,1,1.0,0
SGP202311182,1,15,15,1,1.0,0
SGP202312682,1,15,13,1,1.0,0
SGP202313629,1,15,13,1,1.0,0
SGP202313916,1,15,8,1,1.0,0
SGP202314244,1,15,14,1,1.0,0
SGP202315069,1,15,15,1,1.0,0
SGP202316120,1,15,12,1,1.0,0
SGP202316762,1,15,12,1,1.0,0
SGP202421250,1,15,10,1,1.0,0
SGP202421746,1,15,15,1,1.0,0
SGP202422178,1,15,8,1,1.0,0
SGP202422331,1,15,7,1,1.0,0
SGP202422665,1,15,7,1,1.0,0
103388,1,14,13,1,1.0,0
109559,1,14,14,1,1.0,0
110927,1,14,5,1,1.0,0
119986,1,14,10,1,1.0,0
125315,1,14,12,1,1.0,0
134227,1,14,9,1,1.0,0
136072,1,14,14,1,1.0,0
87221,1,14,8,1,1.0,0
87920,1,14,9,1,1.0,0
DESTRUCCION LP.9,1,14,14,1,1.0,0
DESTRUCCION LP11,1,14,14,1,1.0,0
DESTRUCCION LP12,1,14,14,1,1.0,0
DESTRUCION LP10,1,14,14,1,1.0,0
M. DESTINO 31/10,1,14,12,1,1.0,0
SGE202206688,1,14,8,1,1.0,0
SGE202206902,1,14,12,1,1.0,0
SGE202207602,1,14,10,1,1.0,0
SGE202208898,1,14,2,1,1.0,0
SGE202209558,1,14,5,1,1.0,0
SGE202311505,1,14,14,1,1.0,0
SGE202312242,1,14,4,1,1.0,0
SGE202313859,1,14,13,1,1.0,0
SGE202315252,1,14,1,1,1.0,0
SGE202315407,1,14,8,1,1.0,0
SGE202316119,1,14,11,1,1.0,0
SGE202417636,1,14,10,1,1.0,0
SGE202418984,1,14,2,1,1.0,0
SGE202419943,1,14,10,1,1.0,0
SGE202420989,1,14,12,1,1.0,0
SGE202421222,1,14,10,1,1.0,0
SGE202421413,1,14,10,1,1.0,0
SGE202421448,1,14,9,1,1.0,0
SGE202421972,1,14,11,1,1.0,0
SGE202422192,1,14,8,1,1.0,0
SGP202208589,1,14,14,1,1.0,0
SGP202209271,1,14,4,1,1.0,0
SGP202209554,1,14,1,1,1.0,0
SGP202210204,1,14,8,1,1.0,0
SGP202311377,1,14,12,1,1.0,0
SGP202313078,1,14,14,1,1.0,0
SGP202418054,1,14,11,1,1.0,0
SGP202418710,1,14,8,1,1.0,0
SGP202418801,1,14,8,1,1.0,0
SGP202420919,1,14,11,1,1.0,0
SGP202420922,1,14,5,1,1.0,0
SGP202421055,1,14,11,1,1.0,0
SGP202421246,1,14,10,1,1.0,0
SGP202421299,1,14,9,1,1.0,0
SGP202421758,1,14,11,1,1.0,0
SGP202422411,1,14,9,1,1.0,0
SGP202423438,1,14,12,1,1.0,0
SGP202423644,1,14,14,1,1.0,0
108333,1,13,13,1,1.0,0
122657,1,13,10,1,1.0,0
125130,1,13,6,1,1.0,0
126790,1,13,13,1,1.0,0
12OCT - 11/04/24,1,13,5,1,1.0,0
135770,1,13,10,1,1.0,0
85732,1,13,12,1,1.0,0
86655,1,13,13,1,1.0,0
87220,1,13,7,1,1.0,0
KANBAN 21/10,1,13,13,1,1.0,0
SGE202207087,1,13,13,1,1.0,0
SGE202207182,1,13,4,1,1.0,0
SGE202207312,1,13,3,1,1.0,0
SGE202207939,1,13,4,1,1.0,0
SGE202208634,1,13,9,1,1.0,0
SGE202209963,1,13,4,1,1.0,0
SGE202312087,1,13,12,1,1.0,0
SGE202312260,1,13,11,1,1.0,0
SGE202312495,1,13,2,1,1.0,0
SGE202312501,1,13,12,1,1.0,0
SGE202312593,1,13,6,1,1.0,0
SGE202313402,1,13,4,1,1.0,0
SGE202314504,1,13,10,1,1.0,0
SGE202314517,1,13,6,1,1.0,0
SGE202418765,1,13,13,1,1.0,0
SGE202418782,1,13,7,1,1.0,0
SGE202419027,1,13,4,1,1.0,0
SGE202419374,1,13,2,1,1.0,0
SGE202419486,1,13,4,1,1.0,0
SGE202419531,1,13,5,1,1.0,0
SGE202420609,1,13,10,1,1.0,0
SGE202420815,1,13,4,1,1.0,0
SGE202421612,1,13,9,1,1.0,0
SGE202422603,1,13,3,1,1.0,0
SGP202206519,1,13,11,1,1.0,0
SGP202209304,1,13,12,1,1.0,0
SGP202209441,1,13,7,1,1.0,0
SGP202312095,1,13,2,1,1.0,0
SGP202312637,1,13,13,1,1.0,0
SGP202314297,1,13,5,1,1.0,0
SGP202315237,1,13,12,1,1.0,0
SGP202315819,1,13,13,1,1.0,0
SGP202316050,1,13,12,1,1.0,0
SGP202418077,1,13,4,1,1.0,0
SGP202418490,1,13,10,1,1.0,0
SGP202418766,1,13,2,1,1.0,0
SGP202418794,1,13,12,1,1.0,0
SGP202419184,1,13,13,1,1.0,0
SGP202419314,1,13,9,1,1.0,0
SGP202420708,1,13,12,1,1.0,0
SGP202421609,1,13,9,1,1.0,0
SGP202422637,1,13,9,1,1.0,0
SGP202624649,1,13,10,1,1.0,0
SM MARTORELL,1,13,7,1,1.0,0
101875,1,12,12,1,1.0,0
108526,1,12,12,1,1.0,0
108527,1,12,7,1,1.0,0
112112,1,12,11,1,1.0,0
116251,1,12,8,1,1.0,0
116253,1,12,10,1,1.0,0
123204,1,12,12,1,1.0,0
124282,1,12,12,1,1.0,0
82766,1,12,9,1,1.0,0
86771,1,12,11,1,1.0,0
92498,1,12,9,1,1.0,0
MOSTOLES 12/04,1,12,12,1,1.0,0
MOSTOLES17022023,1,12,10,1,1.0,0
SGE202207171,1,12,12,1,1.0,0
SGE202207695,1,12,4,1,1.0,0
SGE202208132,1,12,11,1,1.0,0
SGE202208289,1,12,11,1,1.0,0
SGE202208612,1,12,8,1,1.0,0
SGE202208871,1,12,8,1,1.0,0
SGE202209046,1,12,11,1,1.0,0
SGE202209488,1,12,6,1,1.0,0
SGE202210673,1,12,10,1,1.0,0
SGE202311608,1,12,12,1,1.0,0
SGE202311785,1,12,2,1,1.0,0
SGE202311883,1,12,6,1,1.0,0
SGE202312091,1,12,2,1,1.0,0
SGE202312549,1,12,10,1,1.0,0
SGE202312753,1,12,11,1,1.0,0
SGE202312872,1,12,8,1,1.0,0
SGE202313124,1,12,10,1,1.0,0
SGE202313291,1,12,5,1,1.0,0
SGE202314146,1,12,3,1,1.0,0
SGE202314687,1,12,11,1,1.0,0
SGE202416854,1,12,9,1,1.0,0
SGE202417390,1,12,1,1,1.0,0
SGE202417983,1,12,10,1,1.0,0
SGE202418169,1,12,10,1,1.0,0
SGE202420449,1,12,9,1,1.0,0
SGE202420628,1,12,12,1,1.0,0
SGE202421750,1,12,9,1,1.0,0
SGE202423154,1,12,5,1,1.0,0
SGE202423226,1,12,9,1,1.0,0
SGE202423279,1,12,9,1,1.0,0
SGE202423324,1,12,12,1,1.0,0
SGE202423373,1,12,9,1,1.0,0
SGE202624570,1,12,7,1,1.0,0
SGE202624686,1,12,3,1,1.0,0
SGP202206490,1,12,4,1,1.0,0
SGP202208593,1,12,10,1,1.0,0
SGP202208594,1,12,10,1,1.0,0
SGP202208692,1,12,10,1,1.0,0
SGP202208864,1,12,7,1,1.0,0
SGP202209125,1,12,12,1,1.0,0
SGP202310960,1,12,5,1,1.0,0
SGP202311225,1,12,7,1,1.0,0
SGP202312067,1,12,10,1,1.0,0
SGP202313063,1,12,9,1,1.0,0
SGP202314359,1,12,12,1,1.0,0
SGP202314458,1,12,12,1,1.0,0
SGP202314794,1,12,10,1,1.0,0
SGP202315305,1,12,12,1,1.0,0
SGP202315399,1,12,10,1,1.0,0
SGP202315432,1,12,12,1,1.0,0
SGP202418656,1,12,9,1,1.0,0
SGP202419106,1,12,11,1,1.0,0
SGP202420275,1,12,2,1,1.0,0
SGP202421119,1,12,9,1,1.0,0
SGP202421201,1,12,6,1,1.0,0
SGP202421372,1,12,8,1,1.0,0
SGP202421955,1,12,6,1,1.0,0
SGP202423134,1,12,7,1,1.0,0
SGP202423316,1,12,8,1,1.0,0
SGP202423443,1,12,8,1,1.0,0
SGP202423750,1,12,12,1,1.0,0
100597,1,11,8,1,1.0,0
100648,1,11,11,1,1.0,0
108756,1,11,11,1,1.0,0
110420,1,11,9,1,1.0,0
110613,1,11,11,1,1.0,0
111400,1,11,10,1,1.0,0
117826,1,11,10,1,1.0,0
121791,1,11,11,1,1.0,0
128659,1,11,11,1,1.0,0
134975,1,11,10,1,1.0,0
90721,1,11,7,1,1.0,0
96540,1,11,7,1,1.0,0
98656,1,11,8,1,1.0,0
99297,1,11,6,1,1.0,0
DESTRUCCION LP.8,1,11,11,1,1.0,0
KANBAN SEVILL,1,11,2,1,1.0,0
LAPAZ16022023,1,11,11,1,1.0,0
LENCE 31-10,1,11,11,1,1.0,0
MOSTOLES 26,1,11,11,1,1.0,0
SGE202206803,1,11,6,1,1.0,0
SGE202207092,1,11,2,1,1.0,0
SGE202207300,1,11,4,1,1.0,0
SGE202207355,1,11,5,1,1.0,0
SGE202207601,1,11,8,1,1.0,0
SGE202207604,1,11,2,1,1.0,0
SGE202207751,1,11,7,1,1.0,0
SGE202207888,1,11,10,1,1.0,0
SGE202208872,1,11,2,1,1.0,0
SGE202209165,1,11,10,1,1.0,0
SGE202209267,1,11,8,1,1.0,0
SGE202209270,1,11,4,1,1.0,0
SGE202209312,1,11,4,1,1.0,0
SGE202209812,1,11,9,1,1.0,0
SGE202310959,1,11,9,1,1.0,0
SGE202311414,1,11,9,1,1.0,0
SGE202312330,1,11,2,1,1.0,0
SGE202312630,1,11,6,1,1.0,0
SGE202312808,1,11,11,1,1.0,0
SGE202313110,1,11,5,1,1.0,0
SGE202313476,1,11,2,1,1.0,0
SGE202313903,1,11,4,1,1.0,0
SGE202314861,1,11,9,1,1.0,0
SGE202315195,1,11,8,1,1.0,0
SGE202316842,1,11,7,1,1.0,0
SGE202417865,1,11,11,1,1.0,0
SGE202418720,1,11,6,1,1.0,0
SGE202419216,1,11,2,1,1.0,0
SGE202419342,1,11,4,1,1.0,0
SGE202419425,1,11,2,1,1.0,0
SGE202420870,1,11,9,1,1.0,0
SGE202421991,1,11,9,1,1.0,0
SGE202624879,1,11,9,1,1.0,0
SGE202624943,1,11,7,1,1.0,0
SGP202207244,1,11,7,1,1.0,0
SGP202207457,1,11,2,1,1.0,0
SGP202207537,1,11,7,1,1.0,0
SGP202207921,1,11,7,1,1.0,0
SGP202208591,1,11,10,1,1.0,0
SGP202208624,1,11,9,1,1.0,0
SGP202208861,1,11,10,1,1.0,0
SGP202209983,1,11,8,1,1.0,0
SGP202210215,1,11,11,1,1.0,0
SGP202210636,1,11,11,1,1.0,0
SGP202311141,1,11,11,1,1.0,0
SGP202311566,1,11,11,1,1.0,0
SGP202312348,1,11,11,1,1.0,0
SGP202312590,1,11,4,1,1.0,0
SGP202312652,1,11,11,1,1.0,0
SGP202312934,1,11,4,1,1.0,0
SGP202313190,1,11,7,1,1.0,0
SGP202313493,1,11,11,1,1.0,0
SGP202313680,1,11,9,1,1.0,0
SGP202315001,1,11,7,1,1.0,0
SGP202315255,1,11,9,1,1.0,0
SGP202315619,1,11,11,1,1.0,0
SGP202417155,1,11,11,1,1.0,0
SGP202418946,1,11,10,1,1.0,0
SGP202419236,1,11,7,1,1.0,0
SGP202420872,1,11,11,1,1.0,0
SGP202421373,1,11,5,1,1.0,0
SGP202421377,1,11,9,1,1.0,0
SGP202421501,1,11,10,1,1.0,0
SGP202421939,1,11,7,1,1.0,0
SGP202423051,1,11,7,1,1.0,0
SGP202423129,1,11,4,1,1.0,0
SGP202423172,1,11,7,1,1.0,0
SGP202624529,1,11,10,1,1.0,0
101372,1,10,10,1,1.0,0
104634,1,10,8,1,1.0,0
105397,1,10,9,1,1.0,0
120660,1,10,8,1,1.0,0
140464,1,10,7,1,1.0,0
83103,1,10,9,1,1.0,0
86654,1,10,6,1,1.0,0
BIOREPOS 22/10,1,10,1,1,1.0,0
DEST MOBIL PAZ,1,10,10,1,1.0,0
DESTRUCCION .6,1,10,10,1,1.0,0
LAPAZ10122024,1,10,10,1,1.0,0
LENCER PAZ 17,1,10,10,1,1.0,0
PAZ 2207,1,10,10,1,1.0,0
SGE202207159,1,10,2,1,1.0,0
SGE202207426,1,10,6,1,1.0,0
SGE202207662,1,10,10,1,1.0,0
SGE202207912,1,10,3,1,1.0,0
SGE202208131,1,10,9,1,1.0,0
SGE202208469,1,10,7,1,1.0,0
SGE202209364,1,10,7,1,1.0,0
SGE202209429,1,10,3,1,1.0,0
SGE202209490,1,10,8,1,1.0,0
SGE202209526,1,10,2,1,1.0,0
SGE202209692,1,10,9,1,1.0,0
SGE202210081,1,10,10,1,1.0,0
SGE202210381,1,10,9,1,1.0,0
SGE202311237,1,10,2,1,1.0,0
SGE202312584,1,10,9,1,1.0,0
SGE202313488,1,10,3,1,1.0,0
SGE202313627,1,10,10,1,1.0,0
SGE202313653,1,10,7,1,1.0,0
SGE202313841,1,10,10,1,1.0,0
SGE202314688,1,10,3,1,1.0,0
SGE202314847,1,10,2,1,1.0,0
SGE202314963,1,10,2,1,1.0,0
SGE202315243,1,10,10,1,1.0,0
SGE202315448,1,10,7,1,1.0,0
SGE202315542,1,10,3,1,1.0,0
SGE202315898,1,10,6,1,1.0,0
SGE202417524,1,10,9,1,1.0,0
SGE202420006,1,10,9,1,1.0,0
SGE202420972,1,10,2,1,1.0,0
SGE202421012,1,10,8,1,1.0,0
SGE202422112,1,10,10,1,1.0,0
SGE202423311,1,10,4,1,1.0,0
SGE202624625,1,10,10,1,1.0,0
SGE202624772,1,10,7,1,1.0,0
SGP202206321,1,10,6,1,1.0,0
SGP202206471,1,10,10,1,1.0,0
SGP202206646,1,10,9,1,1.0,0
SGP202207083,1,10,9,1,1.0,0
SGP202207259,1,10,10,1,1.0,0
SGP202207836,1,10,2,1,1.0,0
SGP202208595,1,10,10,1,1.0,0
SGP202208597,1,10,9,1,1.0,0
SGP202208617,1,10,10,1,1.0,0
SGP202208628,1,10,10,1,1.0,0
SGP202208629,1,10,10,1,1.0,0
SGP202208630,1,10,10,1,1.0,0
SGP202208690,1,10,10,1,1.0,0
SGP202208694,1,10,10,1,1.0,0
SGP202208846,1,10,10,1,1.0,0
SGP202208852,1,10,10,1,1.0,0
SGP202208854,1,10,10,1,1.0,0
SGP202208860,1,10,10,1,1.0,0
SGP202209001,1,10,10,1,1.0,0
SGP202209034,1,10,6,1,1.0,0
SGP202209206,1,10,7,1,1.0,0
SGP202209295,1,10,10,1,1.0,0
SGP202209620,1,10,9,1,1.0,0
SGP202210373,1,10,7,1,1.0,0
SGP202312225,1,10,6,1,1.0,0
SGP202312254,1,10,10,1,1.0,0
SGP202312544,1,10,6,1,1.0,0
SGP202313042,1,10,7,1,1.0,0
SGP202313097,1,10,7,1,1.0,0
SGP202313159,1,10,5,1,1.0,0
SGP202313356,1,10,5,1,1.0,0
SGP202314390,1,10,7,1,1.0,0
SGP202314683,1,10,10,1,1.0,0
SGP202314910,1,10,7,1,1.0,0
SGP202315167,1,10,10,1,1.0,0
SGP202315229,1,10,10,1,1.0,0
SGP202315477,1,10,10,1,1.0,0
SGP202315482,1,10,10,1,1.0,0
SGP202315620,1,10,10,1,1.0,0
SGP202315772,1,10,10,1,1.0,0
SGP202315773,1,10,10,1,1.0,0
